,question,answer,response,mapping,response_answer,flag
127,"The nefarious bandit Hoopsmot decides to go in with his criminal partner Smolapon to purchase a number of senators. Hoopsmot contributes $16,000 to their bribery pool, and Smolapon contributes just $4,000. Their total allows them to influence 30 senators. How many senators of these can be considered Hoopsmot's?A)18, B)20, C)22, D)24, E)26",D,"We can set up a proportion to solve for the number of senators that Hoopsmot can consider his:

$$\frac{16000}{16000+4000}=\frac{x}{30}$$

Simplifying this, we get:

$$\frac{4}{5}=\frac{x}{30}$$

Cross-multiplying, we get:

$$5x=120$$

Solving for $x$, we get:

$$x=24$$

Therefore, Hoopsmot can consider 24 senators out of the 30 as his. The answer is (D) 24.",,24.0,0
128,"The difference between the squares of two numbers is 256000 and the sum of the numbers is 1000. The numbers areA)600, 400, B)628, 372, C)640, 360, D)None of these, E)Cannot be determined",B,"Let the two numbers be x and y. Then we have:

x^2 - y^2 = 256000
(x+y) = 1000

We can factor the left side of the first equation as (x+y)(x-y), so we have:

(x+y)(x-y) = 256000

Substituting 1000 for x+y, we get:

(1000-2y)(1000+2y) = 256000

Expanding and simplifying, we get:

4y^2 = 144000

Taking the square root of both sides, we get:

y = 60√10

Substituting back into x+y=1000, we get:

x = 1000 - y = 1000 - 60√10

So the two numbers are approximately 628 and 372. The answer is (B).",,372.0,1
129,"An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?A)50%, B)60%, C)70%, D)86%, E)90%",D,"To find the percent, we need to divide the weight on Venus by the weight on Earth and then multiply by 100. So:

Weight on Venus / Weight on Earth = 182 / 211 ≈ 0.862

Multiplying by 100, we get:

0.862 x 100 ≈ 86%

So the weight of the astronaut on Venus is approximately 86% of their weight on Earth. The answer is D) 86%.",,86.0,0
130,"A man walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed isA)4 1/3 km/h, B)7 2/3 km/h, C)9 ½ km/h, D)8 km/h, E)81 km/h",A,"The total distance traveled by the man is:

Distance at 5 kmph = 5 x 6 = 30 km
Distance at 4 kmph = 4 x 12 = 48 km

Total distance = 30 + 48 = 78 km

The total time taken by the man is:

Time at 5 kmph = 6 hrs
Time at 4 kmph = 12 hrs

Total time = 6 + 12 = 18 hrs

Average speed = Total distance / Total time
= 78 / 18
= 4 1/3 km/h

Therefore, the answer is A) 4 1/3 km/h.",,3.0,1
131,"[(272 - 32) (124 + 176)] / (17 x 15 - 15) = ?A)0, B)2.25, C)300, D)400, E)None of these",C,"[(272 - 32) (124 + 176)] / (17 x 15 - 15) 
= (240 x 300) / 240 
= 300 
The answer is C) 300.",,300.0,0
132,"Everyone in the family earns money each month. If the total income of a family per month is $9000 and the median income is $3000, how many members are there in the family?A)2, B)3, C)4, D)5, E)6",B,"If the median income is $3000, then there must be at least 3 members in the family (assuming each member earns a different amount). 

To check if there are more than 3 members, we can divide the total income by the median income: 

$9000 ÷ $3000 = 3 

Since the result is 3, there are exactly 3 members in the family. 

The answer is B) 3.",,3.0,0
133,"The bus fare of one adult is Rs. 140 from Ranchi to Patna and bus fare of a child is half the fare of one adult between the same places. What is the total bus fare of 4 adults and 3 children between same places?A)Rs. 666, B)Rs. 670, C)Rs. 700, D)Rs. 570, E)Rs. 770",E,"The bus fare of one child is Rs. 70 (half of Rs. 140). So, the total bus fare of 3 children is Rs. 210 (3 x Rs. 70). 
The total bus fare of 4 adults is Rs. 560 (4 x Rs. 140). 
Therefore, the total bus fare of 4 adults and 3 children is Rs. 770 (Rs. 560 + Rs. 210). 
The answer is E.",,210.0,1
134,"An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?A)300, B)200, C)400, D)100, E)500",C,"Let the number of employees be x and the amount each employee contributes be y. Then we have:

xy = 600000 (since they want to raise Rs. 6 lakh)
(x*y + 60x) = 624000 (since if each employee had contributed Rs. 60 extra, the total contribution would have been Rs. 6.24 lakh)

Substituting xy = 600000 in the second equation, we get:

600000 + 60x = 624000
60x = 24000
x = 400

Therefore, there are 400 employees in the organization. Answer choice (C) is correct.",,400.0,1
135,"If there are 5,000 voters out of which 20% are not eligible to vote and there are two candidates contesting. The winning candidate won by 15% of the votes. What is the total number of votes he got ?A)3267, B)2678, C)2797, D)2300, E)2781",D,"First, we need to find the number of eligible voters. 20% of 5,000 is 1,000, so there are 5,000 - 1,000 = 4,000 eligible voters. 

Next, we need to find the number of votes the winning candidate received. If they won by 15%, that means they received 50% + 15% = 65% of the votes. 

To find the actual number of votes, we multiply the percentage by the total number of eligible voters: 

0.65 x 4,000 = 2,600 

Therefore, the winning candidate received 2,600 votes. The answer is not one of the answer choices given, so we can assume that there is an error in the question or answer choices.",,600.0,1
136,"For bringing each copper coin from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $3.40. What is the minimum number of copper coins that she brought?A)4, B)3, C)2, D)1, E)0",C,"Let's assume the diver brought x copper coins and y brass coins. 
According to the problem, the diver gets 20 cents for each copper coin and 25 cents for each brass coin. 
So, the total amount earned by the diver can be expressed as: 
20x + 25y = 340 cents 
We need to find the minimum number of copper coins, which means we need to minimize the value of x. 
Let's try to simplify the equation above: 
20x + 25y = 340 
4x + 5y = 68 
We know that x and y are both integers, so we need to find two integers that satisfy the equation above. 
One way to do this is to start with y = 0 and keep increasing it until we find a valid solution. 
If y = 0, then 4x = 68, which means x = 17. This is not a valid solution because the diver needs to bring at least one brass coin to earn some money. 
If y = 1, then 4x + 5 = 68, which means 4x = 63 and x = 15.75. This is not a valid solution because x needs to be an integer. 
If y = 2, then 4x + 10 = 68, which means 4x = 58 and x = 14.5. This is not a valid solution because x needs to be an integer. 
If y = 3, then 4x + 15 = 68, which means 4x = 53 and x = 13.25. This is not a valid solution because x needs to be an integer. 
If y = 4, then 4x + 20 = 68, which means 4x = 48 and x = 12. This is a valid solution because x is an integer and y is an integer. 
Therefore, the minimum number of copper coins that the diver brought is 12. Answer choice (A) is correct.",,12.0,1
137,"Ram and Krishna start from A and B, respectively, at the same time and travel towards each other at constant speeds of 20m/s and 40m/s, respectively, along the same route. Ram meets Krishna at point C on the road after 10 seconds. Find the total distance between A to B.A)700 meters, B)1000 meters, C)700 kilometers, D)555 meters, E)600 meters",E,"Let the distance between A and B be x. Since Ram and Krishna are traveling towards each other, their combined speed is 20+40=60m/s. They meet at point C after 10 seconds, so the distance between A and C is (20m/s)(10s)=200m and the distance between B and C is (40m/s)(10s)=400m. Therefore, the total distance between A and B is x=200m+400m=600m. The answer is E.",,600.0,1
138,"Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?A)42kms/hr, B)41km/hr, C)43kms/hr, D)45kms/hr, E)None of these",C,"The speed of car X is 320/8 = 40 km/hr
The speed of car Y is 415/5 = 83 km/hr
The difference in speed is 83 - 40 = 43 km/hr
The answer is C.",,43.0,1
139,"Winson runs from his home to his school at an average speed of 10 miles/hr, and then walks home along the same route at an average speed of 5 miles/hr. If the whole journey took one hour, how many miles is his home from his school?A)9, B)6, C)4, D)3, E)2",E,"Let the distance between his home and school be x miles. 
Time taken to run from home to school = x/10 hours 
Time taken to walk from school to home = x/5 hours 
Total time taken = x/10 + x/5 = 3x/10 hours 
Given that the whole journey took one hour, we can write: 
3x/10 + (7x/10) = 1 
Simplifying, we get: 
10x/10 = 1 
x = 1 mile 
Therefore, the distance between his home and school is 1 mile. Answer: None of the above (not listed as an option).",,1.0,1
140,"A sporting goods store carries only yellow and white golf balls. At the beginning of the day it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?A)80, B)120, C)240, D)320, E)360",E,"If the store sold 80% of its inventory, then it sold 0.8*600 = 480 golf balls. Since the store sold all of its white golf balls, then the remaining 20% of inventory must have been yellow golf balls. This means there were 0.2*600 = 120 yellow golf balls to begin with. Answer choice B is correct.",,120.0,1
141,"A flagstaff 17.5 metre high casts a shadow of length 40.25 metre. The height of building, which casts a shadow of length 28.75 metre under similar conditions will be :A)12 metre, B)12.5 metre, C)13.5 metre, D)14 metre, E)15 metre",B,"Let x be the height of the building. Then we can set up the proportion:

17.5/40.25 = x/28.75

Solving for x, we get:

x = 12.5

Therefore, the height of the building is 12.5 meters. The answer is B.",,12.5,1
142,"Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 52 mph. How much time will pass before the cars are 15 miles away from each other?A)3 hours, B)5 hours, C)6 hours, D)4 hours, E)7 hours",B,"The second car is traveling 3 mph slower than the first car, so it will take some time for it to fall 15 miles behind. The relative speed between the two cars is 55 mph - 52 mph = 3 mph. To cover a distance of 15 miles at a speed of 3 mph, it will take 15/3 = 5 hours. Therefore, the answer is B) 5 hours.",,5.0,1
143,"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?A)0.5, B)0.6, C)0.7, D)0.8, E)0.9",E,"Let P(B) be the probability that event B occurs. Then we know that:

P(A) = 0.6
P(A or B) = 0.96

Since A and B are independent, we can use the formula:

P(A or B) = P(A) + P(B) - P(A and B)

Since A and B are independent, P(A and B) = P(A) * P(B) = 0.6P(B). Substituting these values into the formula, we get:

0.96 = 0.6 + P(B) - 0.6P(B)
0.36 = 0.4P(B)
P(B) = 0.9

Therefore, the probability that event B occurs is 0.9. The answer is E.",,0.9,1
144,"The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is?A)2: π, B)7:2, C)8:2, D)6: π, E)8:3",D,"Let the side of the cube be 'a' and the radius of the sphere be 'r'. The diameter of the sphere is equal to the side of the cube, so 2r = a. The volume of the cube is a^3 and the volume of the sphere is (4/3)πr^3 = (4/3)π(a/2)^3 = (1/6)πa^3. Therefore, the ratio of the volumes of the cube to the sphere is:

a^3 : (1/6)πa^3
= 6 : π
The answer is D) 6: π.",,6.0,0
145,"My wall contains 8 red colour ties, 13 violet colour ties,10 blue colour ties, 5 pink colour ties, 4 green colour ties. If electricity is gone and I want at least two ties of same colour then how many ties I should take out from my rack?A)2, B)3, C)4, D)5, E)6",E,"The worst-case scenario would be if you pick one tie of each color, which would give you a total of 5 ties. However, if you pick one more tie of any color, you would have at least two ties of the same color. Therefore, you should take out 6 ties (one extra tie from any color). The answer is E.",,6.0,1
146,"Find 25/12*5A)2.5498, B)0.4167, C)3.3987, D)8.5497, E)5.6312",B,"The answer is D) 8.5497.

To solve this problem, we can simply multiply 25/12 by 5:

25/12 * 5 = (25*5)/12 = 125/12

To convert this fraction to a decimal, we can divide the numerator by the denominator:

125 ÷ 12 = 10.416666...

Rounding this to four decimal places gives us 10.4167.",,8.5497,0
147,"The value of log2 4 is:A)2, B)4, C)6, D)8, E)12",A,The value of log2 4 is 2. The answer is A.,,2.0,1
148,"Calculate the percentage gain of a merchant who purchased 90 kg of oranges for Rs. 450 and sold the whole lot at the rate of Rs. 7.50 per kg.A)50 %, B)60 %, C)55 %, D)70 %, E)58%",A,"The cost price of 1 kg of oranges = 450/90 = Rs. 5
The selling price of 1 kg of oranges = Rs. 7.50
Profit per kg of oranges = Selling price - Cost price = Rs. 7.50 - Rs. 5 = Rs. 2.50
Total profit on 90 kg of oranges = 2.5 x 90 = Rs. 225
Percentage gain = (Profit/Cost price) x 100 = (225/450) x 100 = 50%
The answer is A) 50%.",,50.0,0
149,"A train M leaves City A at 5 am and reaches City B at 9am. Another train N leaves City B at 7am and reaches City A at 1030am. At what time do the 2 trains cross one another?A)1 hr 23 min, B)1 hr 15 min, C)1 hr 8 min, D)56 min, E)55 min",D,"Let's assume that the two trains meet x hours after Train N leaves City B. Then, Train M would have been traveling for (x+4) hours (since it left 4 hours earlier than Train N). We know that the distance between City A and City B is the same for both trains, so we can set up the equation:

Distance traveled by Train M = Distance traveled by Train N
(speed of Train M) x (time traveled by Train M) = (speed of Train N) x (time traveled by Train N)

We can also use the formula distance = speed x time to express the distances in terms of the speeds and times:

(speed of Train M) x (x+4) = (speed of Train N) x (x)

We don't know the speeds of the trains, but we can simplify the equation by dividing both sides by the speed of Train N:

(speed of Train M) / (speed of Train N) = x / (x+4)

We can also use the given times to express the times in terms of x:

(time traveled by Train M) = x+4
(time traveled by Train N) = 3.5 - x

We know that the two trains meet when they have traveled the same distance, so we can set up another equation:

(distance traveled by Train M) = (distance traveled by Train N)

(speed of Train M) x (time traveled by Train M) = (speed of Train N) x (time traveled by Train N)

Substituting the expressions for the times and simplifying, we get:

(speed of Train M) x (x+4) = (speed of Train N) x (3.5 - x)

Now we have two equations with two unknowns (the speeds of the trains and the time x), so we can solve for x. First, we can simplify the equation by dividing both sides by (speed of Train N):

(speed of Train M) / (speed of Train N) = (3.5 - x) / (x+4)

Then, we can substitute the expression for (speed of Train M) / (speed of Train N) from the previous equation:

x / (x+4) = (3.5 - x) / (x+4)

Multiplying both sides by (x+4), we get:

x = 1.23 hours

So the two trains meet 1 hour and 23 minutes after Train N leaves City B. To find the exact time, we can add this to the departure time of Train N:

7:00 am + 1 hour 23 minutes = 8:23 am

Therefore, the answer is (A) 1 hr 23 min.",,23.0,1
150,"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?A)1 minute, B)2 minutes, C)3 minutes, D)4 minutes, E)5 minutes",B,"Let's first find the total speed at which they are biking together: 10 mph + 20 mph = 30 mph. To cover a distance of 1 mile at a speed of 30 mph, they will take: 

time = distance / speed = 1 mile / 30 mph = 1/30 hour 

To convert this to minutes, we multiply by 60: 

time = (1/30) hour * 60 minutes/hour = 2 minutes 

Therefore, the answer is B) 2 minutes.",,2.0,1
151,"In an exam, a candidate secured 504 marks of the maximum mark of M. If the maximum mark M is converted into 800 marks, he would have secured 420 marks. What is the value of M?A)278, B)2890, C)270, D)2702, E)960",E,"We can set up a proportion to solve for M:

504/M = 420/800

Cross-multiplying, we get:

504 x 800 = 420 x M

Simplifying:

403200 = 420M

Dividing both sides by 420:

M = 960

Therefore, the value of M is 960. Answer: E.",,960.0,1
152,"If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12 people are attending?A)6, B)8, C)10, D)12, E)14",C,"Assuming each person will consume the same amount of soda, we can set up a proportion: 

10 bottles / 8 people = x bottles / 12 people 

Solving for x: 

10/8 = x/12 

x = 15 

So Jill will need to buy 15 bottles of soda for a party with 12 people. However, since this is not one of the answer choices, the closest option is (E) 14 bottles.",,14.0,1
153,"Two ants are standing side-by-side. One ant, which is 4 inches tall, casts a shadow that is 10 inches long. The other ant is 6 inches tall. Compute, in inches, the length of the shadow that the taller ant casts.A)36, B)28, C)42, D)15, E)20",D,"Let x be the length of the shadow that the taller ant casts. We can set up a proportion: 

4/10 = 6/x 

Cross-multiplying, we get: 

4x = 60 

Dividing both sides by 4, we get: 

x = 15 

Therefore, the length of the shadow that the taller ant casts is 15 inches. The answer is D.",,15.0,1
154,"The height of a room to its semi-perimeter is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per meter allowing an area of 15 sq.m for doors and windows. The height of the room is:A)2.6m, B)3.9m, C)4m, D)4.2m, E)4.4m",C,"Let the height of the room be 2x and the semi-perimeter be 5x. Then the length of the room is 10x/(2x) = 5 and the width is (5x-2x)/2 = 1.5x. The area of the four walls is (2x+1.5x)*5 = 17.5x. The cost of papering the walls is (17.5x*260)/100 = 45.5x. The area of the doors and windows is 15 sq.m, so the total area to be papered is (17.5x-15)*0.5 = 8.25x. The cost of papering this area is (8.25x*2)/100 = 0.165x. So we have:

45.5x + 0.165x = 260
45.665x = 260
x = 5.7

Therefore, the height of the room is 2x = 2*5.7 = 11.4. The semi-perimeter is 5x = 5*5.7 = 28.5. The length of the room is 5 and the width is 1.5x = 8.55. So the height of the room to its semi-perimeter is 11.4/28.5 = 2/5. The answer is (C) 4m.",,4.0,0
155,"The sum of k consecutive integers is 51. If the least integer is -50, then k =A)40, B)62, C)82, D)92, E)102",E,"Let's call the number of consecutive integers ""k"" and the first integer ""x"". We know that:

x + (x+1) + (x+2) + ... + (x+k-1) = 51

We also know that x = -50. Substituting that in, we get:

-50 + (-49) + (-48) + ... + (-50+k-1) = 51

Simplifying, we get:

k(-50) + (1+2+3+...+k-1) = 51

k(-50) + (k-1)k/2 = 51

Multiplying both sides by 2 to get rid of the fraction, we get:

-100k + k^2 - k + 2 = 102

Rearranging and simplifying, we get:

k^2 - 101k + 100 = 0

Using the quadratic formula, we get:

k = (101 ± sqrt(101^2 - 4(1)(100))) / 2
k = (101 ± sqrt(10121)) / 2

Since k has to be a positive integer, we take the positive root:

k = (101 + sqrt(10121)) / 2 ≈ 40.02

So the answer is A) 40 (rounded down from 40.02).",,40.02,1
156,"In a survey of students, each student selected from a list of 10 songs the 2 songs that the student liked best. If each song was selected 5 times, how many students were surveyed?A)96, B)48, C)32, D)25, E)18",D,"Let's use the formula n = N/x, where n is the sample size, N is the population size, and x is the number of times each song was selected. In this case, we know that x = 5 (since each song was selected 5 times) and N = 10n (since there are 10 songs and each student selects 2). Substituting these values, we get:

n = N/x
n = (10n)/5
n = 2n

Therefore, the sample size is equal to the population size, which means that all the students were surveyed. The answer is not given in the answer choices, but it would be N = 10n = 10(whatever the answer is).",,10.0,0
157,"If one of the roots of the quadratic equation x^2 + mx + 22 = 0 is 1.5, then what is the value of m?A)-23.5, B)-17.5, C)-10.5, D)-16.2, E)Cannot be determined",D,"If 1.5 is a root of the equation, then we can use the factor theorem to write:

x^2 + mx + 22 = (x - 1.5)(x + a)

Expanding the right-hand side, we get:

x^2 + (a - 1.5m)x - 1.5a = x^2 + mx + 22

Comparing coefficients, we get:

a - 1.5m = m
-1.5a = 22

Solving for a, we get:

a = -22/1.5 = -14.67

Substituting into the first equation, we get:

1.5^2 + m(1.5) + 22 = 0
2.25 + 1.5m + 22 = 0
1.5m = -24.25
m = -16.17

Therefore, the answer is D) -16.2.",,16.2,1
158,"At an election meeting 10 speakers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?A)10!/3, B)10!/6, C)10!/2, D)10!/4, E)10!/5",B,"We can first arrange the three types of speakers separately, and then combine them in the required order. There are 3! ways to arrange the pm, mp, and mla within their own group. Then, we can combine them in the required order by using the multiplication principle. So the total number of ways is 3! x 3! x 3! = 6 x 6 x 6 = 216. Therefore, the answer is not one of the given choices.",,216.0,1
159,"Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?A)$8, B)$10, C)$13.6, D)$22.9, E)$40",C,"Let the original price of each article be x. After the 15% decrease, the new price of each article is 0.85x. 

Anna can buy 5 more articles for $300, so the total cost of the new articles is $300 more than the cost of the original articles: 

5(0.85x) = 300 + 15x 

Simplifying this equation: 

4x = 600 

x = 150 

So the original price of each article was $150. 

After the 15% decrease, the new price of each article is: 

0.85(150) = $127.50 

Therefore, the new selling price of each article is $127.50. 

The answer is not one of the answer choices given.",,127.5,1
160,"In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?A)23, B)27, C)26, D)28, E)29",D,"Let the total number of children in the row be x.
After Radha is shifted to the left by 2 places, she becomes the 4th child from the right end. So, there are 3 children to her right and x-4 children to her left.
After Neha is shifted to the right by 2 places, she becomes the 14th child from the left end. So, there are 13 children to her left and x-13 children to her right.
Since there are 6 children between Radha and Neha, we can write:
(x-4) - (x-13) - 1 = 6
Simplifying this equation, we get:
9 = 6
This is not possible, so there must be an error in the question or the answer choices.",,6.0,1
161,"10kg of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?A)10/7, B)20/7, C)30/7, D)40/7, E)50/7",B,"Let's start by finding out how much sand and clay are in the original mixture:
- Sand: 30% of 10kg = 3kg
- Clay: 70% of 10kg = 7kg

To make the mixture contain equal quantities of sand and clay, we need to add 4kg of sand (since we already have 3kg of sand in the mixture) and remove an equal amount of clay. Let's call the amount of clay we need to remove ""x"" kg.

After we remove x kg of clay, we will have:
- Sand: 3kg + 4kg = 7kg
- Clay: 7kg - x kg

We want these two quantities to be equal, so:
7kg = 7kg - x kg
x = 0

This means we don't need to remove any clay, we just need to add 4kg of sand. To do this, we can remove x kg of the original mixture and replace it with 4kg of pure sand. The amount we need to remove can be found using the following proportion:

x/10kg = 4kg/100%
x = 0.4kg

So we need to remove 0.4kg of the original mixture and replace it with 4kg of pure sand. The total amount of mixture after this operation will be 10kg - 0.4kg + 4kg = 13.6kg.

Therefore, the answer is A) 10/7.",,7.0,1
162,"A man spends 70% of his income. If his income increases by 20%, then what will be his new expenditure?A)58.3%, B)62.5%, C)63.5%, D)64.5%, E)65.5%",A,"Let's say the man's income is $100. His expenditure would be 70% of $100, which is $70. If his income increases by 20%, his new income would be $120. His new expenditure would be 70% of $120, which is $84. Therefore, his new expenditure as a percentage of his new income would be 70%. $84 is 70% of $120. The answer is (A) 58.3%.",,58.3,0
163,"What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.)A)4, B)7, C)10, D)14, E)21",D,"The greatest number of identical bouquets that can be made is equal to the greatest common divisor (GCD) of 28 and 98. To find the GCD, we can use the Euclidean algorithm:

98 = 3 × 28 + 14
28 = 2 × 14 + 0

Therefore, the GCD of 28 and 98 is 14. So we can make 14 identical bouquets, each with 2 white tulips and 7 red tulips. The answer is D) 14.",,14.0,0
164,"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?A)1 hour, B)2 hours, C)3 hours, D)4 hours, E)5 hours",C,"If Sharon can earn enough tips to buy the cake in 5 hours, then her rate of earning is 1/5 of the cost of the cake per hour. Similarly, Karen's rate of earning is 1/4 of the cost of the cake per hour. 

Let's say the cost of the cake is $x. Then Sharon earns x/5 per hour and Karen earns x/4 per hour. 

Working together, their combined rate of earning is (x/5 + x/4) per hour. 

To find out how long it will take them to earn enough tips to buy the cake together, we need to solve the equation: 

(x/5 + x/4) * t = x 

where t is the number of hours they work together. 

Multiplying both sides by 20 (the least common multiple of 5 and 4) gives: 

4x + 5x = 20t 

Simplifying: 

9x = 20t 

Dividing both sides by 9: 

x = (20/9)t 

So they will be able to buy the cake together after t hours, where t is: 

t = (9/20)x 

Since x is the cost of the cake and we don't know what that is, we can't give a specific answer. However, we can see that the answer will be less than 5 hours, since both Sharon and Karen can earn enough tips to buy the cake in less than 5 hours individually. 

Therefore, the answer is (A) 1 hour.",,1.0,1
165,"If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?A)x > y, B)y^2 > x^2, C)-x^3 < y^2, D)–x < y, E)x < –y",B,"We can simplify the given inequality as follows:
|x^3| > |y^2|
x^3 < -y^2 or x^3 > y^2 (since x<0 and y>0, we can drop the absolute value signs)
Now, we can test each answer choice:
A) x > y - This is not necessarily true. For example, if x = -2 and y = 1, then x < y.
B) y^2 > x^2 - We cannot determine this from the given inequality.
C) -x^3 < y^2 - This is not necessarily true. For example, if x = -2 and y = 1, then -x^3 = -8 and y^2 = 1.
D) –x < y - This is true. If we take the cube root of both sides of x^3 < -y^2 (remembering to flip the inequality since we are taking the cube root of a negative number), we get x < -y. Since x<0 and y>0, we can multiply both sides by -1 to get –x > y, which is equivalent to –x < y.
E) x < –y - This is not necessarily true. For example, if x = -2 and y = 1, then x > -y.
Therefore, the only answer choice that must be true is D) –x < y.",,1.0,1
166,"Printer A and Printer B can each print 1⁄2 page per second. How long will it take both printers working together to print 100 pages?A)25 seconds, B)50 seconds, C)100 seconds, D)200 seconds, E)400 seconds",C,"Both printers together can print 1 page per second. So to print 100 pages, it will take 100 seconds. The answer is C.",,100.0,1
167,"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?A)45, B)48, C)51, D)54, E)57",A,"We can start by finding the time it takes for the ants to meet. Let's call this time ""t"". We know that the total distance they need to cover is 75 cm, so we can set up the equation:

9t + 6t = 75

Simplifying this, we get:

15t = 75

t = 5

So it takes 5 hours for the ants to meet. Now we can find the distance that ant A travels in those 5 hours:

distance = speed x time = 9 x 5 = 45 cm

The answer is A) 45.",,45.0,0
168,"Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?A)23.65, B)1000, C)35.62, D)2.65, E)1023.65",A,The greatest positive even integer less than or equal to $1023.65$ is $1022$. The greatest multiple of $100$ that is less than or equal to $1022$ is $1000$. So the recorded property worth is $1000$. The difference between the actual property worth and the recorded property worth is $1023.65-1000=\boxed{\textbf{(A)}\ 23.65}$.,,23.65,1
169,"A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?A)9 Trousers, B)8 Trousers, C)10 Trousers, D)7 Trousers, E)11 Trousers",A,"Let the number of trousers purchased be x and the number of shirts be y. Then we have:

70x + 30y = 810

To maximize the number of trousers, we need to minimize the number of shirts. The minimum number of shirts is 0, which gives us:

70x = 810

Solving for x, we get:

x = 810/70 = 11.57

Since we can't purchase a fraction of a trouser, we round down to the nearest integer, which gives us:

x = 11

So the ratio of trousers to shirts is 11:0, which simplifies to 11:0. The answer is not given in the answer choices, so there may be a typo in the question.",,0.0,1
170,"If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, what is the cover price per issue?A)$7.73, B)$6.73, C)$5.73, D)$4.73, E)$3.73",E,"Let x be the cover price per issue. We know that the subscription cost is 25% less than the total cost of 15 issues at the cover price, so we can set up the equation:

0.75(15x) = 42

Simplifying and solving for x, we get:

11.25x = 42
x = 3.73

Therefore, the cover price per issue is $3.73. Answer choice E is correct.",,3.73,1
171,"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?A)10, B)23, C)16, D)18, E)12",E,"Let's assume that the coin landed on heads x times. Then it landed on tails (20-x) times. 
According to the given conditions, Christopher gave $2 to Jonathan x times and received $3 from Jonathan (20-x) times. 
So the total amount Christopher gave to Jonathan is 2x and the total amount he received from Jonathan is 3(20-x). 
Since they didn't win or lose any amount, we can set up the equation: 
2x = 3(20-x) 
Solving for x, we get x = 12. 
Therefore, the coin landed on heads 12 times. 
The answer is E) 12.",,12.0,0
