,question,answer,response,mapping,response_answer,equations
96, For the school bake sale Wendy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,40.0,"Solve the problem step by step:

1. Add the number of cupcakes and the number of cookies to calculate the total number of pastries. Let x be the total number of pastries,
x = c0 + c1

2. Subtract the number of pastries she took back home from the total number of pastries to calculate the number of pastries she sold.
answer = x - c2","{'c0': 41.0, 'c1': 31.0, 'c2': 32.0}",40.0,"['x = c0 + c1', 'answer = x - c2']"
97," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",32.0,"Solve the problem step by step:

1. Add the number of red apples and the number of green apples to calculate the total number of apples ordered. Let x be the total number of apples,
x = c0 + c1

2. Subtract the number of students who wanted fruit from the total number of apples to calculate the number of extra apples. Let y be the number of extra apples,
y = x - c2

3. If y is negative, it means there were not enough apples for all the students who wanted fruit. Otherwise, y represents the number of extra apples.","{'c0': 25.0, 'c1': 17.0, 'c2': 10.0}",32.0,"['x = c0 + c1', 'y = x - c2']"
98," At the arcade, Jerry won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he spent c2 of his tickets on a hat, how many tickets does Jerry have left? ",34.0,"Solve the problem step by step:

1. Add the number of tickets won playing 'whack a mole' and the number of tickets won playing 'skee ball' to calculate the total number of tickets won. Let x be the total number of tickets won,
x = c0 + c1

2. Subtract the number of tickets spent on the hat from the total number of tickets won to calculate the number of tickets Jerry has left.
answer = x - c2","{'c0': 29.0, 'c1': 17.0, 'c2': 12.0}",34.0,"['x = c0 + c1', 'answer = x - c2']"
99, Cody had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,35.0,"Solve the problem step by step:

1. Add the amount of money Cody had before his birthday and the amount of money he received for his birthday to calculate his total amount of money. Let x be his total amount of money,
x = c0 + c1

2. Subtract the amount of money he spent on the new game from his total amount of money to calculate how much money he has left.
answer = x - c2","{'c0': 45.0, 'c1': 9.0, 'c2': 19.0}",35.0,"['x = c0 + c1', 'answer = x - c2']"
100," For the school bake sale Carol made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",49.0,"Solve the problem step by step:

1. Subtract the number of cupcakes sold from the total number of cupcakes to calculate the number of cupcakes left. Let x be the number of cupcakes left,
x = c0 - c1

2. Add the number of cupcakes made to the number of cupcakes left to calculate the total number of cupcakes she would have.
answer = x + c2","{'c0': 30.0, 'c1': 9.0, 'c2': 28.0}",49.0,"['x = c0 - c1', 'answer = x + c2']"
101, For Halloween Faye scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Faye have now? ,62.0,"Solve the problem step by step:

1. Subtract the number of candy eaten on the first night from the total number of candy to calculate the number of candy left. Let x be the number of candy left,
x = c0 - c1

2. Add the number of candy given by her sister to the number of candy left to calculate the total number of candy Faye has now.
answer = x + c2","{'c0': 47.0, 'c1': 25.0, 'c2': 40.0}",62.0,"['x = c0 - c1', 'answer = x + c2']"
102," Kaleb had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Kaleb have? ",24.0,"Solve the problem step by step:

1. Subtract the number of books sold from the total number of books to calculate the number of books Kaleb has left. Let x be the number of books Kaleb has left,
x = c0 - c1

2. Add the number of new books Kaleb bought to the number of books he has left to calculate the total number of books he has. 
x = x + c2

3. The final answer is the number of books Kaleb has after buying and selling books.
answer = x","{'c0': 34.0, 'c1': 17.0, 'c2': 7.0}",24.0,"['x = c0 - c1', 'x = x + c2', 'answer = x']"
103, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,48.0,"Solve the problem step by step:

1. Subtract the number of students who left from the total number of students to calculate the number of students who remained. Let x be the number of students who remained,
x = c0 - c1

2. Add the number of new students to the number of students who remained to calculate the total number of students at the end of the year.
answer = x + c2","{'c0': 10.0, 'c1': 4.0, 'c2': 42.0}",48.0,"['x = c0 - c1', 'answer = x + c2']"
104," Oliver had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",61.0,"Solve the problem step by step:

1. Subtract the amount of money spent by Oliver from the amount of money he had in January to calculate the amount of money he had left before getting money from his mom. Let x be the amount of money he had left,
x = c0 - c1

2. Add the amount of money he had left to the amount of money he got from his mom to calculate the total amount of money he had after getting money from his mom.
answer = x + c2","{'c0': 33.0, 'c1': 4.0, 'c2': 32.0}",61.0,"['x = c0 - c1', 'answer = x + c2']"
105," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",40.0,"Solve the problem step by step:

1. Subtract the number of roses sold from the total number of roses to calculate the number of roses left. Let x be the number of roses left,
x = c0 - c1

2. Add the number of roses picked later to the number of roses left to calculate the final number of roses.
answer = x + c2","{'c0': 37.0, 'c1': 16.0, 'c2': 19.0}",40.0,"['x = c0 - c1', 'answer = x + c2']"
106," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",20.0,"Solve the problem step by step:

1. Add the number of worksheets graded and the number of worksheets turned in to calculate the total number of worksheets to be graded. Let x be the total number of worksheets to be graded,
x = c0 + c2 - c1

2. Subtract the number of worksheets already graded from the total number of worksheets to calculate the number of worksheets left to be graded.
answer = x - c1","{'c0': 6.0, 'c1': 4.0, 'c2': 18.0}",16.0,"['x = c0 + c2 - c1', 'answer = x - c1']"
107," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",10.0,"Solve the problem step by step:

1. Subtract the number of books sold from the total number of books in the bin to calculate the number of books left in the bin. Let x be the number of books left in the bin,
x = c0 - c1

2. Add the number of books put in the bin to the number of books left in the bin to calculate the total number of books in the bin after adding more books.
x = x + c2

3. The final answer is the number of books in the bin after adding more books.
answer = x","{'c0': 41.0, 'c1': 33.0, 'c2': 2.0}",10.0,"['x = c0 - c1', 'x = x + c2', 'answer = x']"
108," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",41.0,"Solve the problem step by step:

1. Subtract the number of customers who left from the total number of customers to calculate the number of customers left. Let x be the number of customers left,
x = c0 - c1

2. Add the number of new customers to the number of customers left to calculate the total number of customers. 
x = x + c2

3. The final answer is the number of customers after the new customers arrived.
answer = x","{'c0': 19.0, 'c1': 14.0, 'c2': 36.0}",41.0,"['x = c0 - c1', 'x = x + c2', 'answer = x']"
109," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",6.0,"Solve the problem step by step:

1. Subtract the number of people who left the line from the total number of people in line to calculate the number of people left in line. Let x be the number of people left in line,
x = c0 - c1

2. Add the number of people who got in line to the number of people left in line to calculate the new total number of people in line.
answer = x + c2","{'c0': 9.0, 'c1': 6.0, 'c2': 3.0}",6.0,"['x = c0 - c1', 'answer = x + c2']"
110," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",51.0,"Solve the problem step by step:

1. Add the number of worksheets graded and the number of worksheets turned in to calculate the total number of worksheets to be graded. Let x be the total number of worksheets to be graded,
x = c0 + c2 - c1

2. Subtract the number of worksheets already graded from the total number of worksheets to calculate the number of worksheets left to be graded.
answer = x - c1","{'c0': 7.0, 'c1': 2.0, 'c2': 46.0}",49.0,"['x = c0 + c2 - c1', 'answer = x - c1']"
111," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",33.0,"Solve the problem step by step:

1. Subtract the number of old songs deleted from the total number of songs to calculate the number of songs left. Let x be the number of songs left,
x = c0 - c1

2. Add the number of new songs added to the number of songs left to calculate the total number of songs on her mp3 player.
answer = x + c2","{'c0': 8.0, 'c1': 5.0, 'c2': 30.0}",33.0,"['x = c0 - c1', 'answer = x + c2']"
112," Maria picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",52.0,"Solve the problem step by step:

1. Subtract the number of carrots thrown out from the total number of carrots picked to calculate the number of carrots left. Let x be the number of carrots left,
x = c0 - c1

2. Add the number of carrots picked the next day to the number of carrots left to calculate the total number of carrots. 
x = x + c2

3. The final answer is the value of x, which represents the total number of carrots Maria has.
answer = x","{'c0': 48.0, 'c1': 11.0, 'c2': 15.0}",52.0,"['x = c0 - c1', 'x = x + c2', 'answer = x']"
113, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,27.0,"Solve the problem step by step:

1. Subtract the number of old oranges thrown away from the total number of oranges in the bin to calculate the number of oranges left in the bin. Let x be the number of oranges left,
x = c0 - c1

2. Add the number of new oranges put in the bin to the number of oranges left to calculate the total number of oranges in the bin.
answer = x + c2","{'c0': 34.0, 'c1': 20.0, 'c2': 13.0}",27.0,"['x = c0 - c1', 'answer = x + c2']"
114," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",26.0,"Solve the problem step by step:

1. Subtract the number of customers who left from the total number of customers to calculate the number of customers left. Let x be the number of customers left,
x = c0 - c1

2. Add the number of new customers to the number of customers left to calculate the total number of customers. 
answer = x + c2","{'c0': 47.0, 'c1': 41.0, 'c2': 20.0}",26.0,"['x = c0 - c1', 'answer = x + c2']"
115, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,29.0,"Solve the problem step by step:

1. Subtract the number of students who left from the total number of students to calculate the number of students who remained. Let x be the number of students who remained,
x = c0 - c1

2. Add the number of new students to the number of students who remained to calculate the total number of students at the end of the year.
answer = x + c2","{'c0': 33.0, 'c1': 18.0, 'c2': 14.0}",29.0,"['x = c0 - c1', 'answer = x + c2']"
116," For the school bake sale Katie made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",26.0,"Solve the problem step by step:

1. Subtract the number of cupcakes sold from the total number of cupcakes to calculate the number of cupcakes left. Let x be the number of cupcakes left,
x = c0 - c1

2. Add the number of cupcakes made to the number of cupcakes left to calculate the total number of cupcakes she would have.
answer = x + c2","{'c0': 26.0, 'c1': 20.0, 'c2': 20.0}",26.0,"['x = c0 - c1', 'answer = x + c2']"
117," Adam had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",8.0,"Solve the problem step by step:

1. Add the amount of money Adam had and the amount of money he got for his allowance to calculate the total amount of money he has. Let x be the total amount of money he has,
x = c0 + c2

2. Subtract the money he spent on the new game from the total to calculate how much money he has now.
answer = x - c1","{'c0': 5.0, 'c1': 2.0, 'c2': 5.0}",8.0,"['x = c0 + c2', 'answer = x - c1']"
118," Tiffany was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",56.0,"Solve the problem step by step:

1. Subtract the number of lives lost from the total number of lives to calculate the number of lives left. Let x be the number of lives left,
x = c0 - c1

2. Add the number of lives gained in the next level to the number of lives left to calculate the total number of lives. 
answer = x + c2","{'c0': 43.0, 'c1': 14.0, 'c2': 27.0}",56.0,"['x = c0 - c1', 'answer = x + c2']"
119," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",17.0,"Solve the problem step by step:

1. Subtract the number of people who left the line from the total number of people in line to calculate the number of people left in line. Let x be the number of people left in line,
x = c0 - c1

2. Add the number of people who got in line to the number of people left in line to calculate the new total number of people in line.
answer = x + c2","{'c0': 12.0, 'c1': 10.0, 'c2': 15.0}",17.0,"['x = c0 - c1', 'answer = x + c2']"
120," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",50.0,"Solve the problem step by step:

1. Subtract the number of customers who left from the total number of customers to calculate the number of customers left. Let x be the number of customers left,
x = c0 - c1

2. Add the number of new customers to the number of customers left to calculate the total number of customers. 
answer = x + c2","{'c0': 14.0, 'c1': 3.0, 'c2': 39.0}",50.0,"['x = c0 - c1', 'answer = x + c2']"
121," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",25.0,"Solve the problem step by step:

1. Subtract the number of people who left the line from the total number of people in line to calculate the number of people left in line. Let x be the number of people left in line,
x = c0 - c1

2. Add the number of people who got in line to the number of people left in line to calculate the new total number of people in line.
answer = x + c2","{'c0': 30.0, 'c1': 10.0, 'c2': 5.0}",25.0,"['x = c0 - c1', 'answer = x + c2']"
122," Faye had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",79.0,"Solve the problem step by step:

1. Subtract the number of coloring books given away from the total number of coloring books to calculate the number of coloring books left. Let x be the number of coloring books left,
x = c0 - c1

2. Add the number of coloring books bought to the number of coloring books left to calculate the total number of coloring books. 
answer = x + c2","{'c0': 34.0, 'c1': 3.0, 'c2': 48.0}",79.0,"['x = c0 - c1', 'answer = x + c2']"
123," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",10.0,"Solve the problem step by step:

1. Subtract the number of old songs deleted from the total number of songs to calculate the number of songs left. Let x be the number of songs left,
x = c0 - c1

2. Add the number of new songs added to the number of songs left to calculate the total number of songs on her mp3 player.
answer = x + c2","{'c0': 11.0, 'c1': 9.0, 'c2': 8.0}",10.0,"['x = c0 - c1', 'answer = x + c2']"
124," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",49.0,"Solve the problem step by step:

1. Add the number of worksheets graded and the number of worksheets turned in to calculate the total number of worksheets to be graded. Let x be the total number of worksheets to be graded,
x = c0 + c2 - c1

2. Subtract the number of worksheets already graded from the total number of worksheets to calculate the number of worksheets left to be graded.
answer = x - c1","{'c0': 38.0, 'c1': 4.0, 'c2': 15.0}",45.0,"['x = c0 + c2 - c1', 'answer = x - c1']"
125, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,52.0,"Solve the problem step by step:

1. Subtract the number of students who left from the total number of students to calculate the number of students who remained. Let x be the number of students who remained,
x = c0 - c1

2. Add the number of new students who came to school to the number of students who remained to calculate the total number of students at the end of the year.
answer = x + c2","{'c0': 40.0, 'c1': 14.0, 'c2': 26.0}",52.0,"['x = c0 - c1', 'answer = x + c2']"
126," Wendy was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",74.0,"Solve the problem step by step:

1. Subtract the number of lives lost from the total number of lives to calculate the number of lives left. Let x be the number of lives left,
x = c0 - c1

2. Add the number of lives gained in the next level to the number of lives left to calculate the total number of lives Wendy would have.
answer = x + c2","{'c0': 43.0, 'c1': 8.0, 'c2': 39.0}",74.0,"['x = c0 - c1', 'answer = x + c2']"
127," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",11.0,"Solve the problem step by step:

1. Subtract the number of books sold from the total number of books in the bin to calculate the number of books left in the bin. Let x be the number of books left in the bin,
x = c0 - c1

2. Add the number of books put in the bin to the number of books left in the bin to calculate the total number of books in the bin.
answer = x + c2","{'c0': 4.0, 'c1': 3.0, 'c2': 10.0}",11.0,"['x = c0 - c1', 'answer = x + c2']"
128," At the arcade Cody won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",30.0,"Solve the problem step by step:

1. Subtract the number of tickets spent on the beanie from the total number of tickets to calculate the number of tickets Cody has left. Let x be the number of tickets Cody has left,
x = c0 - c1

2. Add the number of tickets Cody won later to the number of tickets he has left to calculate the total number of tickets he has. Let y be the total number of tickets Cody has,
y = x + c2

3. The final answer is the total number of tickets Cody has after winning more tickets.
answer = y","{'c0': 49.0, 'c1': 25.0, 'c2': 6.0}",30.0,"['x = c0 - c1', 'y = x + c2', 'answer = y']"
129," For the school bake sale Bianca made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",25.0,"Solve the problem step by step:

1. Subtract the number of cupcakes sold from the total number of cupcakes to calculate the number of cupcakes left. Let x be the number of cupcakes left,
x = c0 - c1

2. Add the number of cupcakes made to the number of cupcakes left to calculate the total number of cupcakes Bianca would have.
answer = x + c2","{'c0': 14.0, 'c1': 6.0, 'c2': 17.0}",25.0,"['x = c0 - c1', 'answer = x + c2']"
130," Bianca had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",59.0,"Solve the problem step by step:

1. Subtract the number of coloring books given away from the total number of coloring books to calculate the number of coloring books left. Let x be the number of coloring books left,
x = c0 - c1

2. Add the number of coloring books bought to the number of coloring books left to calculate the total number of coloring books Bianca has now.
answer = x + c2","{'c0': 45.0, 'c1': 6.0, 'c2': 20.0}",59.0,"['x = c0 - c1', 'answer = x + c2']"
131," Zoe had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",57.0,"Solve the problem step by step:

1. Subtract the number of old songs deleted from the total number of songs to calculate the number of songs left. Let x be the number of songs left,
x = c0 - c1

2. Add the number of new songs added to the number of songs left to calculate the total number of songs on her mp3 player.
answer = x + c2","{'c0': 15.0, 'c1': 8.0, 'c2': 50.0}",57.0,"['x = c0 - c1', 'answer = x + c2']"
132," At the arcade Jerry won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",49.0,"Solve the problem step by step:

1. Subtract the number of tickets spent on the beanie from the total number of tickets to calculate the number of tickets left. Let x be the number of tickets left,
x = c0 - c1

2. Add the number of tickets Jerry won later to the number of tickets left to calculate the total number of tickets he has now.
answer = x + c2","{'c0': 4.0, 'c1': 2.0, 'c2': 47.0}",49.0,"['x = c0 - c1', 'answer = x + c2']"
133, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,60.0,"Solve the problem step by step:

1. Subtract the number of old oranges thrown away from the total number of oranges in the bin to calculate the number of oranges left. Let x be the number of oranges left,
x = c0 - c1

2. Add the number of new oranges put in the bin to the number of oranges left to calculate the total number of oranges in the bin.
answer = x + c2","{'c0': 31.0, 'c1': 9.0, 'c2': 38.0}",60.0,"['x = c0 - c1', 'answer = x + c2']"
134," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",45.0,"Solve the problem step by step:

1. Subtract the number of books sold from the total number of books to calculate the number of books Adam has left. Let x be the number of books Adam has left,
x = c0 - c1

2. Add the number of new books Adam bought to the number of books he has left to calculate the total number of books he has. 
x = x + c2

3. The final answer is the number of books Adam has after buying and selling books.
answer = x","{'c0': 33.0, 'c1': 11.0, 'c2': 23.0}",45.0,"['x = c0 - c1', 'x = x + c2', 'answer = x']"
135," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",10.0,"Solve the problem step by step:

1. Subtract the number of people who left the line from the total number of people in line to calculate the number of people left in line. Let x be the number of people left in line,
x = c0 - c1

2. Add the number of people who got in line to the number of people left in line to calculate the new total number of people in line.
answer = x + c2","{'c0': 10.0, 'c1': 2.0, 'c2': 2.0}",10.0,"['x = c0 - c1', 'answer = x + c2']"
136," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",46.0,"Solve the problem step by step:

1. Subtract the number of apples used for lunch from the total number of apples to calculate the number of apples left. Let x be the number of apples left,
x = c0 - c1

2. Add the number of apples bought to the number of apples left to calculate the total number of apples they would have.
answer = x + c2","{'c0': 38.0, 'c1': 20.0, 'c2': 28.0}",46.0,"['x = c0 - c1', 'answer = x + c2']"
137," George had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",60.0,"Solve the problem step by step:

1. Subtract the number of old socks thrown away from the total number of socks to calculate the number of socks left. Let x be the number of socks left,
x = c0 - c1

2. Add the number of new socks bought to the number of socks left to calculate the total number of socks he has now.
answer = x + c2","{'c0': 28.0, 'c1': 4.0, 'c2': 36.0}",60.0,"['x = c0 - c1', 'answer = x + c2']"
138, For Halloween Robin scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Robin have now? ,37.0,"Solve the problem step by step:

1. Subtract the number of candy eaten on the first night from the total number of candy to calculate the number of candy left. Let x be the number of candy left,
x = c0 - c1

2. Add the number of candy given by her sister to the number of candy left to calculate the total number of candy Robin has now.
answer = x + c2","{'c0': 23.0, 'c1': 7.0, 'c2': 21.0}",37.0,"['x = c0 - c1', 'answer = x + c2']"
139," Rachel was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",32.0,"Solve the problem step by step:

1. Subtract the number of lives lost from the total number of lives to calculate the number of lives left. Let x be the number of lives left,
x = c0 - c1

2. Add the number of lives gained in the next level to the number of lives left to calculate the total number of lives Rachel would have.
answer = x + c2","{'c0': 10.0, 'c1': 4.0, 'c2': 26.0}",32.0,"['x = c0 - c1', 'answer = x + c2']"
140," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",13.0,"Solve the problem step by step:

1. Subtract the number of roses sold from the total number of roses to calculate the number of roses left. Let x be the number of roses left,
x = c0 - c1

2. Add the number of roses picked later to the number of roses left to calculate the final number of roses.
answer = x + c2","{'c0': 6.0, 'c1': 5.0, 'c2': 12.0}",13.0,"['x = c0 - c1', 'answer = x + c2']"
141, For Halloween Haley scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Haley have now? ,35.0,"Solve the problem step by step:

1. Subtract the number of candy eaten on the first night from the total number of candy to calculate the number of candy left. Let x be the number of candy left,
x = c0 - c1

2. Add the number of candy given by her sister to the number of candy left to calculate the total number of candy she has now.
answer = x + c2","{'c0': 33.0, 'c1': 17.0, 'c2': 19.0}",35.0,"['x = c0 - c1', 'answer = x + c2']"
142," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",50.0,"Solve the problem step by step:

1. Subtract the number of apples used for lunch from the total number of apples to calculate the number of apples left. Let x be the number of apples left,
x = c0 - c1

2. Add the number of apples bought to the number of apples left to calculate the total number of apples they would have.
answer = x + c2","{'c0': 14.0, 'c1': 13.0, 'c2': 49.0}",50.0,"['x = c0 - c1', 'answer = x + c2']"
143," Edward had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Edward have? ",38.0,"Solve the problem step by step:

1. Subtract the number of books sold from the total number of books to calculate the number of books Edward has left. Let x be the number of books Edward has left,
x = c0 - c1

2. Add the number of new books Edward bought to the number of books he has left to calculate the total number of books he has now.
x = x + c2

3. The final answer is the number of books Edward has now.
answer = x","{'c0': 43.0, 'c1': 19.0, 'c2': 14.0}",38.0,"['x = c0 - c1', 'x = x + c2', 'answer = x']"
144," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",33.0,"Solve the problem step by step:

1. Add the number of worksheets graded and the number of worksheets turned in to calculate the total number of worksheets to be graded. Let x be the total number of worksheets to be graded,
x = c0 + c2 - c1

2. Subtract the number of worksheets already graded from the total number of worksheets to calculate the number of worksheets left to be graded.
answer = x - c1","{'c0': 29.0, 'c1': 25.0, 'c2': 29.0}",8.0,"['x = c0 + c2 - c1', 'answer = x - c1']"
145, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,35.0,"Solve the problem step by step:

1. Subtract the number of students who left from the total number of students to calculate the number of students who remained. Let x be the number of students who remained,
x = c0 - c1

2. Add the number of new students who came to school to the number of students who remained to calculate the total number of students at the end of the year.
answer = x + c2","{'c0': 35.0, 'c1': 10.0, 'c2': 10.0}",35.0,"['x = c0 - c1', 'answer = x + c2']"
146," For the school bake sale Carol made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",40.0,"Solve the problem step by step:

1. Subtract the number of cupcakes sold from the total number of cupcakes to calculate the number of cupcakes left. Let x be the number of cupcakes left,
x = c0 - c1

2. Add the number of cupcakes made to the number of cupcakes left to calculate the total number of cupcakes she would have.
answer = x + c2","{'c0': 19.0, 'c1': 6.0, 'c2': 27.0}",40.0,"['x = c0 - c1', 'answer = x + c2']"
147, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,10.0,"Solve the problem step by step:

1. Subtract the number of old oranges thrown away from the total number of oranges in the bin to calculate the number of oranges left. Let x be the number of oranges left,
x = c0 - c1

2. Add the number of new oranges put in the bin to the number of oranges left to calculate the total number of oranges in the bin.
answer = x + c2","{'c0': 40.0, 'c1': 37.0, 'c2': 7.0}",10.0,"['x = c0 - c1', 'answer = x + c2']"
148," At the arcade Victor won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",58.0,"Solve the problem step by step:

1. Subtract the number of tickets spent on the beanie from the total number of tickets to calculate the number of tickets left. Let x be the number of tickets left,
x = c0 - c1

2. Add the number of tickets won later to the number of tickets left to calculate the total number of tickets Victor has now.
answer = x + c2","{'c0': 46.0, 'c1': 27.0, 'c2': 39.0}",58.0,"['x = c0 - c1', 'answer = x + c2']"
149," Chloe picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",45.0,"Solve the problem step by step:

1. Subtract the number of carrots thrown out from the total number of carrots picked to calculate the number of carrots left. Let x be the number of carrots left,
x = c0 - c1

2. Add the number of carrots picked the next day to the number of carrots left to calculate the total number of carrots. 
x = x + c2

3. The final answer is the value of x, which represents the total number of carrots Chloe has.
answer = x","{'c0': 48.0, 'c1': 45.0, 'c2': 42.0}",45.0,"['x = c0 - c1', 'x = x + c2', 'answer = x']"
150," Sam had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",43.0,"Solve the problem step by step:

1. Subtract the number of old socks thrown away from the total number of socks to calculate the number of socks left. Let x be the number of socks left,
x = c0 - c1

2. Add the number of new socks bought to the number of socks left to calculate the total number of socks he has now.
answer = x + c2","{'c0': 10.0, 'c1': 3.0, 'c2': 36.0}",43.0,"['x = c0 - c1', 'answer = x + c2']"
151," Maria had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",51.0,"Solve the problem step by step:

1. Subtract the number of bottles Maria drank from the total number of bottles to calculate the number of bottles left. Let x be the number of bottles left,
x = c0 - c1

2. Add the number of bottles Maria bought to the number of bottles left to calculate the total number of bottles she has now.
answer = x + c2","{'c0': 14.0, 'c1': 8.0, 'c2': 45.0}",51.0,"['x = c0 - c1', 'answer = x + c2']"
152," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",63.0,"Solve the problem step by step:

1. Add the number of worksheets graded and the number of worksheets turned in to calculate the total number of worksheets to be graded. Let x be the total number of worksheets to be graded,
x = c0 + c2 - c1

2. Subtract the number of worksheets already graded from the total number of worksheets to calculate the number of worksheets left to be graded.
answer = x - c1","{'c0': 34.0, 'c1': 7.0, 'c2': 36.0}",56.0,"['x = c0 + c2 - c1', 'answer = x - c1']"
153," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",11.0,"Solve the problem step by step:

1. Subtract the number of people who left the line from the total number of people in line to calculate the number of people left in line. Let x be the number of people left in line,
x = c0 - c1

2. Add the number of people who got in line to the number of people left in line to calculate the new total number of people in line.
answer = x + c2","{'c0': 7.0, 'c1': 4.0, 'c2': 8.0}",11.0,"['x = c0 - c1', 'answer = x + c2']"
