,question,answer,response,mapping,response_answer
103, In fourth grade there were 10 students at the start of the year. During the year 4 students left and 42 new students came to school. How many students were in fourth grade at the end? ,48.0,"1. Start with the initial number of students: 10.
2. Subtract the number of students who left: 10 - 4 = 6.
3. Add the number of new students who came: 6 + 42 = 48.
4. Therefore, there were 48 students in fourth grade at the end of the year.",,48.0
104," Oliver had 33 dollars in January. By March he had spent 4 dollars. If he got another 32 dollars from his mom, how much money would he have? ",61.0,"1. Oliver had 33 dollars in January.
2. By March, he had spent 4 dollars. This means he had 33 - 4 = 29 dollars left.
3. If he got another 32 dollars from his mom, we can add that to the 29 dollars he had left. 
4. 29 + 32 = 61
5. Therefore, Oliver would have 61 dollars if he got another 32 dollars from his mom.",,61.0
105," A florist had 37 roses. If she sold 16 of them and then later picked 19 more, how many roses would she have? ",40.0,"1. The florist had 37 roses.
2. She sold 16 of them, so she would have 37 - 16 = 21 roses left.
3. Later, she picked 19 more roses, so she would have 21 + 19 = 40 roses in total. 

Therefore, the florist would have 40 roses after selling 16 and picking 19 more.",,40.0
106," A teacher had 6 worksheets to grade. If she graded 4, but then another 18 were turned in, how many worksheets would she have to grade? ",20.0,"1. The teacher had 6 worksheets to grade.
2. She graded 4 of them.
3. After grading 4, she had 2 left to grade.
4. Then, another 18 worksheets were turned in.
5. So, the teacher now has 2 + 18 = 20 worksheets to grade.",,2.0
107," A book store had 41 books in the bargin bin. If they sold 33 books, but then put 2 more in the bin, how many books would be in the bin? ",10.0,"1. Start with the initial number of books in the bin: 41
2. Subtract the number of books sold: 41 - 33 = 8
3. Add the 2 books that were put back in the bin: 8 + 2 = 10
4. The final answer is 10 books in the bin.",,10.0
108," A waiter had 19 customers to wait on. If 14 customers left and he got another 36 customers, how many customers would he have? ",41.0,"1. The waiter had 19 customers to wait on.
2. 14 customers left, so he now has 19 - 14 = 5 customers.
3. He then gets another 36 customers, so he now has 5 + 36 = 41 customers. 

Therefore, the waiter would have 41 customers.",,41.0
109," At the fair there were 9 people in line for the bumper cars. If 6 of them got tired of waiting and left and 3 more got in line, how many people would be in line? ",6.0,"1. Initially, there were 9 people in line for the bumper cars.
2. 6 of them got tired of waiting and left, so now there are 9 - 6 = 3 people in line.
3. 3 more people got in line, so now there are 3 + 3 = 6 people in line. 

Therefore, there are 6 people in line after 6 people left and 3 more got in line.",,6.0
110," A teacher had 7 worksheets to grade. If she graded 2, but then another 46 were turned in, how many worksheets would she have to grade? ",51.0,"1. The teacher had 7 worksheets to grade.
2. She graded 2 of them.
3. Now she has 5 worksheets left to grade.
4. But then another 46 worksheets were turned in.
5. So now she has 51 worksheets to grade in total.",,51.0
111," Paige had 8 songs on her mp3 player. If she deleted 5 old songs from it and then added 30 new songs, how many songs does she have on her mp3 player? ",33.0,"1. Paige had 8 songs on her mp3 player.
2. She deleted 5 old songs from it, so she now has 8 - 5 = 3 songs left.
3. She then added 30 new songs, so she now has 3 + 30 = 33 songs on her mp3 player. 

Therefore, Paige has 33 songs on her mp3 player.",,33.0
112," Maria picked 48 carrots from her garden. If she threw out 11 of them and then picked 15 more the next day, how many carrots would she have total? ",52.0,"Maria picked 48 carrots from her garden. 
She threw out 11 of them. 
So, she would have 48 - 11 = 37 carrots left. 
The next day, she picked 15 more carrots. 
So, she would have 37 + 15 = 52 carrots total. 

Therefore, Maria would have 52 carrots total.",,52.0
113, A store had 34 oranges in a bin. If they threw away 20 of the old ones and put 13 new ones in the bin how many would be in the bin? ,27.0,"First, we need to subtract the 20 old oranges that were thrown away from the original 34 oranges: 

34 - 20 = 14 

Now we add the 13 new oranges that were put in the bin: 

14 + 13 = 27 

So there would be 27 oranges in the bin after throwing away 20 old ones and adding 13 new ones.",,20.0
114," A waiter had 47 customers to wait on. If 41 customers left and he got another 20 customers, how many customers would he have? ",26.0,"1. The waiter had 47 customers to wait on.
2. 41 customers left, so he was left with 47 - 41 = 6 customers.
3. He then got another 20 customers, so he now has 6 + 20 = 26 customers. 

Therefore, the waiter would have 26 customers.",,26.0
115, In fourth grade there were 33 students at the start of the year. During the year 18 students left and 14 new students came to school. How many students were in fourth grade at the end? ,29.0,"1. Start with the number of students at the beginning of the year: 33.
2. Subtract the number of students who left during the year: 33 - 18 = 15.
3. Add the number of new students who came during the year: 15 + 14 = 29.
4. Therefore, there were 29 students in fourth grade at the end of the year.",,29.0
116," For the school bake sale Katie made 26 cupcakes. If she sold 20 of them and then made 20 more, how many cupcakes would she have? ",26.0,"Katie made 26 cupcakes. 

She sold 20 of them, so she would have 26 - 20 = 6 cupcakes left. 

Then she made 20 more cupcakes, so she would have 6 + 20 = 26 cupcakes again. 

Therefore, Katie would have 26 cupcakes in total after selling 20 and making 20 more.",,26.0
117," Adam had 5 dollars. At the store he spent $2 on a new game. If he got another 5 dollars for his allowance, how much money does he have now? ",8.0,"1. Adam had 5 dollars.
2. He spent 2 dollars on a new game.
3. Now he has 3 dollars left.
4. He received 5 dollars for his allowance.
5. Adding the allowance to what he had left, Adam now has 8 dollars.",,8.0
118," Tiffany was playing a video game and had 43 lives. In a hard part of the game she lost 14 lives. If she got 27 more lives in the next level, how many lives would she have? ",56.0,"1. Tiffany had 43 lives.
2. She lost 14 lives, so she would have 43 - 14 = 29 lives.
3. She then gained 27 more lives, so she would have 29 + 27 = 56 lives. 

Therefore, Tiffany would have 56 lives after losing 14 lives and gaining 27 more lives.",,56.0
119," At the fair there were 12 people in line for the bumper cars. If 10 of them got tired of waiting and left and 15 more got in line, how many people would be in line? ",17.0,"1. Start with the initial number of people in line: 12.
2. Subtract the number of people who left: 12 - 10 = 2.
3. Add the number of people who got in line: 2 + 15 = 17.
4. Therefore, there would be 17 people in line after 10 people left and 15 more got in line.",,17.0
120," A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? ",50.0,"1. The waiter had 14 customers to wait on.
2. 3 customers left, so he now has 14 - 3 = 11 customers.
3. He then gets another 39 customers, so he now has 11 + 39 = 50 customers. 

Therefore, the waiter would have 50 customers.",,50.0
121," At the fair there were 30 people in line for the bumper cars. If 10 of them got tired of waiting and left and 5 more got in line, how many people would be in line? ",25.0,"1. Start with the initial number of people in line: 30.
2. Subtract the number of people who left: 30 - 10 = 20.
3. Add the number of people who got in line: 20 + 5 = 25.
4. Therefore, there would be 25 people in line after 10 people left and 5 more got in line.",,25.0
122," Faye had 34 coloring books. If she gave away 3 of them, but then bought 48 more, how many would she have total? ",79.0,"First, Faye had 34 coloring books. 
Then, she gave away 3 of them, so she had 34 - 3 = 31 coloring books. 
Next, she bought 48 more coloring books, so she had 31 + 48 = 79 coloring books total. 
Therefore, Faye would have 79 coloring books in total.",,79.0
123," Paige had 11 songs on her mp3 player. If she deleted 9 old songs from it and then added 8 new songs, how many songs does she have on her mp3 player? ",10.0,"1. Paige had 11 songs on her mp3 player.
2. She deleted 9 old songs from it, so she now has 11 - 9 = 2 songs left.
3. She then added 8 new songs, so she now has 2 + 8 = 10 songs on her mp3 player. 

Therefore, Paige has 10 songs on her mp3 player.",,10.0
124," A teacher had 38 worksheets to grade. If she graded 4, but then another 15 were turned in, how many worksheets would she have to grade? ",49.0,"1. The teacher had 38 worksheets to grade.
2. She graded 4, so she has 38 - 4 = 34 worksheets left to grade.
3. Another 15 worksheets were turned in, so she now has 34 + 15 = 49 worksheets to grade. 

Therefore, the teacher would have to grade 49 worksheets in total.",,49.0
125, In fourth grade there were 40 students at the start of the year. During the year 14 students left and 26 new students came to school. How many students were in fourth grade at the end? ,52.0,"1. Start with the initial number of students: 40.
2. Subtract the number of students who left: 40 - 14 = 26.
3. Add the number of new students who came: 26 + 26 = 52.
4. Therefore, there were 52 students in fourth grade at the end of the year.",,52.0
126," Wendy was playing a video game and had 43 lives. In a hard part of the game she lost 8 lives. If she got 39 more lives in the next level, how many lives would she have? ",74.0,"1. Wendy had 43 lives.
2. She lost 8 lives, so she would have 43 - 8 = 35 lives.
3. She then gained 39 more lives, so she would have 35 + 39 = 74 lives. 

Therefore, Wendy would have 74 lives after losing 8 lives and gaining 39 more lives.",,74.0
127," A book store had 4 books in the bargin bin. If they sold 3 books, but then put 10 more in the bin, how many books would be in the bin? ",11.0,"Initially, the book store had 4 books in the bargain bin. 
After selling 3 books, there would be 1 book left in the bin. 
Then, if they put 10 more books in the bin, there would be a total of 11 books in the bin.",,10.0
128," At the arcade Cody won 49 tickets. If he spent 25 tickets on a beanie and later won 6 more tickets, how many would he have? ",30.0,"1. Cody won 49 tickets at the arcade.
2. He spent 25 tickets on a beanie, so he now has 49 - 25 = 24 tickets left.
3. Cody later won 6 more tickets, so he now has 24 + 6 = 30 tickets in total. 

Therefore, Cody would have 30 tickets after spending 25 on a beanie and winning 6 more tickets.",,30.0
129," For the school bake sale Bianca made 14 cupcakes. If she sold 6 of them and then made 17 more, how many cupcakes would she have? ",25.0,"Bianca made 14 cupcakes. 

She sold 6 of them, so she would have 14 - 6 = 8 cupcakes left. 

Then she made 17 more cupcakes, so she would have 8 + 17 = 25 cupcakes in total. 

Therefore, Bianca would have 25 cupcakes for the school bake sale.",,25.0
130," Bianca had 45 coloring books. If she gave away 6 of them, but then bought 20 more, how many would she have total? ",59.0,"First, Bianca had 45 coloring books. 
Then, she gave away 6 of them. This means she now has 45 - 6 = 39 coloring books. 
Next, she bought 20 more coloring books. This means she now has 39 + 20 = 59 coloring books in total. 
Therefore, Bianca would have 59 coloring books in total.",,59.0
131," Zoe had 15 songs on her mp3 player. If she deleted 8 old songs from it and then added 50 new songs, how many songs does she have on her mp3 player? ",57.0,"First, Zoe had 15 songs on her mp3 player. 
Then, she deleted 8 old songs, which means she now has 15 - 8 = 7 songs left. 
Finally, she added 50 new songs, which means she now has 7 + 50 = 57 songs on her mp3 player. 

Therefore, Zoe has 57 songs on her mp3 player.",,57.0
132," At the arcade Jerry won 4 tickets. If he spent 2 tickets on a beanie and later won 47 more tickets, how many would he have? ",49.0,"1. Jerry won 4 tickets.
2. He spent 2 tickets on a beanie, so he now has 2 tickets left.
3. He later won 47 more tickets.
4. Adding the 2 tickets he had left to the 47 tickets he won, Jerry now has 49 tickets.",,2.0
133, A store had 31 oranges in a bin. If they threw away 9 of the old ones and put 38 new ones in the bin how many would be in the bin? ,60.0,"First, we need to subtract the 9 old oranges that were thrown away from the original 31 oranges: 

31 - 9 = 22 

So there are now 22 oranges in the bin. 

Next, we need to add the 38 new oranges that were put in the bin: 

22 + 38 = 60 

Therefore, there would be 60 oranges in the bin after throwing away 9 old ones and adding 38 new ones.",,38.0
134," Adam had 33 books. If he sold 11 of them and used the money he earned to buy 23 new books, how many books would Adam have? ",45.0,"1. Adam had 33 books.
2. He sold 11 of them, so he now has 33 - 11 = 22 books.
3. He used the money he earned from selling the books to buy 23 new books.
4. So, he now has 22 + 23 = 45 books. 

Therefore, Adam would have 45 books after selling 11 and buying 23 new ones.",,45.0
135," At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line? ",10.0,"1. Start with the initial number of people in line: 10.
2. Two people leave, so we subtract 2 from 10: 10 - 2 = 8.
3. Two more people get in line, so we add 2 to 8: 8 + 2 = 10.
4. The final answer is 10 people in line.",,10.0
136," The school cafeteria had 38 apples. If they used 20 to make lunch for the students and then bought 28 more, how many apples would they have? ",46.0,"1. Start with the initial number of apples: 38.
2. Subtract the number of apples used for lunch: 38 - 20 = 18.
3. Add the number of apples bought: 18 + 28 = 46.
4. The school cafeteria would have 46 apples after buying 28 more.",,46.0
137," George had 28 socks. If he threw away 4 old ones that didn't fit and bought 36 new ones, how many socks would he have? ",60.0,"First, we need to subtract the 4 old socks that George threw away: 

28 - 4 = 24 

Now, we need to add the 36 new socks that he bought: 

24 + 36 = 60 

Therefore, George would have 60 socks after throwing away 4 old ones and buying 36 new ones.",,4.0
138, For Halloween Robin scored 23 pieces of candy. She ate 7 pieces the first night and then her sister gave her 21 more pieces. How many pieces of candy does Robin have now? ,37.0,"1. Robin scored 23 pieces of candy.
2. She ate 7 pieces the first night.
3. Now she has 23 - 7 = 16 pieces of candy left.
4. Her sister gave her 21 more pieces.
5. So now Robin has 16 + 21 = 37 pieces of candy.",,16.0
139," Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32.0,"1. Rachel had 10 lives.
2. She lost 4 lives, so she would have 10 - 4 = 6 lives left.
3. In the next level, she got 26 more lives, so she would have 6 + 26 = 32 lives. 

Therefore, Rachel would have 32 lives after the next level.",,32.0
140," A florist had 6 roses. If she sold 5 of them and then later picked 12 more, how many roses would she have? ",13.0,"1. The florist had 6 roses.
2. She sold 5 of them, so she would have 6 - 5 = 1 rose left.
3. Later, she picked 12 more roses, so she would have 1 + 12 = 13 roses in total. 

Therefore, the florist would have 13 roses.",,13.0
141, For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ,35.0,"1. Haley scored 33 pieces of candy.
2. She ate 17 pieces the first night.
3. Haley now has 33 - 17 = 16 pieces of candy left.
4. Haley's sister gave her 19 more pieces.
5. Haley now has 16 + 19 = 35 pieces of candy.",,16.0
142," The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50.0,"1. Start with the initial number of apples: 14.
2. Subtract the number of apples used for lunch: 14 - 13 = 1.
3. Add the number of apples bought: 1 + 49 = 50.
4. Therefore, the school cafeteria would have 50 apples.",,50.0
143," Edward had 43 books. If he sold 19 of them and used the money he earned to buy 14 new books, how many books would Edward have? ",38.0,"1. Edward had 43 books.
2. He sold 19 of them, so he now has 43 - 19 = 24 books.
3. He used the money he earned from selling the books to buy 14 new books.
4. So, he now has 24 + 14 = 38 books. 

Therefore, Edward would have 38 books after selling 19 and buying 14 new ones.",,38.0
144," A teacher had 29 worksheets to grade. If she graded 25, but then another 29 were turned in, how many worksheets would she have to grade? ",33.0,"1. The teacher had 29 worksheets to grade.
2. She graded 25 of them.
3. So, she still had 29 - 25 = 4 worksheets left to grade.
4. But then another 29 were turned in.
5. Now, she has a total of 4 + 29 = 33 worksheets to grade.",,4.0
145, In fourth grade there were 35 students at the start of the year. During the year 10 students left and 10 new students came to school. How many students were in fourth grade at the end? ,35.0,"1. Start with the initial number of students: 35.
2. Subtract the number of students who left: 35 - 10 = 25.
3. Add the number of new students who came: 25 + 10 = 35.
4. Therefore, there were 35 students in fourth grade at the end of the year.",,35.0
146," For the school bake sale Carol made 19 cupcakes. If she sold 6 of them and then made 27 more, how many cupcakes would she have? ",40.0,"1. Carol made 19 cupcakes.
2. She sold 6 of them, so she would have 19 - 6 = 13 cupcakes left.
3. She then made 27 more cupcakes, so she would have 13 + 27 = 40 cupcakes in total. 

Therefore, Carol would have 40 cupcakes for the school bake sale.",,40.0
147, A store had 40 oranges in a bin. If they threw away 37 of the old ones and put 7 new ones in the bin how many would be in the bin? ,10.0,"1. Start with the initial number of oranges in the bin: 40.
2. Subtract the number of oranges that were thrown away: 40 - 37 = 3.
3. Add the number of new oranges that were put in the bin: 3 + 7 = 10.
4. The final answer is 10 oranges in the bin.",,10.0
148," At the arcade Victor won 46 tickets. If he spent 27 tickets on a beanie and later won 39 more tickets, how many would he have? ",58.0,"1. Victor won 46 tickets.
2. He spent 27 tickets on a beanie, so he now has 46 - 27 = 19 tickets left.
3. Later, he won 39 more tickets, so he now has 19 + 39 = 58 tickets. 

Therefore, Victor would have 58 tickets after spending 27 on a beanie and winning 39 more.",,58.0
149," Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45.0,"Chloe picked 48 carrots from her garden. 

She threw out 45 of them. 

So, she would have 48 - 45 = 3 carrots left. 

The next day, she picked 42 more carrots. 

So, she would have a total of 3 + 42 = 45 carrots. 

Therefore, Chloe would have 45 carrots in total.",,45.0
150," Sam had 10 socks. If he threw away 3 old ones that didn't fit and bought 36 new ones, how many socks would he have? ",43.0,"1. Sam had 10 socks.
2. He threw away 3 old ones that didn't fit, so he now has 10 - 3 = 7 socks.
3. He bought 36 new ones, so he now has 7 + 36 = 43 socks. 

Therefore, Sam would have 43 socks.",,43.0
151," Maria had 14 bottles of water in her fridge. If she drank 8 of them and then bought 45 more, how many bottles would she have? ",51.0,"1. Maria had 14 bottles of water in her fridge.
2. She drank 8 of them, so she now has 14 - 8 = 6 bottles left.
3. She then bought 45 more bottles.
4. Adding the 6 bottles she had left to the 45 new bottles, she now has 6 + 45 = 51 bottles of water in her fridge. 

Therefore, Maria would have 51 bottles of water in her fridge.",,51.0
152," A teacher had 34 worksheets to grade. If she graded 7, but then another 36 were turned in, how many worksheets would she have to grade? ",63.0,"1. The teacher had 34 worksheets to grade.
2. She graded 7, so she has 34 - 7 = 27 worksheets left to grade.
3. Another 36 worksheets were turned in, so she now has 27 + 36 = 63 worksheets to grade.",,36.0
153," At the fair there were 7 people in line for the bumper cars. If 4 of them got tired of waiting and left and 8 more got in line, how many people would be in line? ",11.0,"1. Start with the initial number of people in line: 7.
2. Four people leave, so subtract 4 from 7: 7 - 4 = 3.
3. Eight more people get in line, so add 8 to 3: 3 + 8 = 11.
4. Therefore, there would be 11 people in line after 4 people leave and 8 more get in line.",,11.0
154," Emily had 7 coloring books. If she gave away 2 of them, but then bought 14 more, how many would she have total? ",19.0,"Emily had 7 coloring books.
She gave away 2 coloring books, so she had 7 - 2 = 5 coloring books left.
Then she bought 14 more coloring books, so she had 5 + 14 = 19 coloring books total. 

Therefore, Emily would have 19 coloring books total.",,19.0
155," At the arcade Dave won 25 tickets. If he spent 22 tickets on a beanie and later won 15 more tickets, how many would he have? ",18.0,"1. Dave won 25 tickets at the arcade.
2. He spent 22 tickets on a beanie, so he now has 25 - 22 = 3 tickets left.
3. Later, he won 15 more tickets, so he now has 3 + 15 = 18 tickets in total. 

Therefore, Dave would have 18 tickets after spending 22 tickets on a beanie and winning 15 more tickets.",,18.0
156," Robin had 30 songs on her mp3 player. If she deleted 8 old songs from it and then added 10 new songs, how many songs does she have on her mp3 player? ",32.0,"First, Robin deleted 8 songs from her mp3 player, so she now has 30 - 8 = 22 songs on her mp3 player.
Then, she added 10 new songs to her mp3 player, so she now has 22 + 10 = 32 songs on her mp3 player.
Therefore, Robin has 32 songs on her mp3 player after deleting 8 old songs and adding 10 new songs.",,32.0
157," The school cafeteria had 23 apples. If they used 20 to make lunch for the students and then bought 6 more, how many apples would they have? ",9.0,"1. Start with the initial number of apples: 23.
2. Subtract the number of apples used for lunch: 23 - 20 = 3.
3. Add the number of apples bought: 3 + 6 = 9.
4. Therefore, the school cafeteria would have 9 apples.",,9.0
158," Janet was playing a video game and had 38 lives. In a hard part of the game she lost 16 lives. If she got 32 more lives in the next level, how many lives would she have? ",54.0,"1. Janet had 38 lives.
2. She lost 16 lives, so she would have 38 - 16 = 22 lives left.
3. In the next level, she got 32 more lives, so she would have 22 + 32 = 54 lives. 

Therefore, Janet would have 54 lives after the next level.",,54.0
159," Megan picked 19 carrots from her garden. If she threw out 4 of them and then picked 46 more the next day, how many carrots would she have total? ",61.0,"First, Megan picked 19 carrots. 

Then, she threw out 4 of them. 

So, she had 19 - 4 = 15 carrots left. 

The next day, she picked 46 more carrots. 

So, she had a total of 15 + 46 = 61 carrots. 

Therefore, Megan would have 61 carrots total.",,61.0
160," Roger had 45 dollars in January. By March he had spent 20 dollars. If he got another 46 dollars from his mom, how much money would he have? ",71.0,"1. Roger had 45 dollars in January.
2. By March, he had spent 20 dollars. This means he had 45 - 20 = 25 dollars left.
3. If he got another 46 dollars from his mom, we need to add this to the 25 dollars he had left. 
4. 25 + 46 = 71 dollars. Therefore, Roger would have 71 dollars if he got another 46 dollars from his mom.",,71.0
161," The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have? ",38.0,"1. Start with the initial number of apples: 17.
2. Subtract the 2 apples used for lunch: 17 - 2 = 15.
3. Add the 23 apples bought: 15 + 23 = 38.
4. Answer: The school cafeteria would have 38 apples.",,38.0
162," Janet was playing a video game and had 47 lives. In a hard part of the game she lost 23 lives. If she got 46 more lives in the next level, how many lives would she have? ",70.0,"1. Janet had 47 lives.
2. She lost 23 lives, so she would have 47 - 23 = 24 lives left.
3. In the next level, she got 46 more lives, so she would have 24 + 46 = 70 lives. 

Therefore, Janet would have 70 lives after getting 46 more lives in the next level.",,70.0
163," Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total? ",31.0,"Nancy picked 12 carrots from her garden. 
She threw out 2 of them. 
So, she would have 12 - 2 = 10 carrots left. 
The next day, she picked 21 more carrots. 
So, she would have a total of 10 + 21 = 31 carrots. 

Therefore, Nancy would have 31 carrots in total.",,31.0
164," Bianca had 34 songs on her mp3 player. If she deleted 14 old songs from it and then added 44 new songs, how many songs does she have on her mp3 player? ",64.0,"First, Bianca deleted 14 old songs from her mp3 player. So, she now has 34 - 14 = 20 songs on her mp3 player.
Next, she added 44 new songs to her mp3 player. So, she now has 20 + 44 = 64 songs on her mp3 player.
Therefore, Bianca has 64 songs on her mp3 player after deleting 14 old songs and adding 44 new songs.",,64.0
165," Tom had 5 books. If he sold 4 of them and used the money he earned to buy 38 new books, how many books would Tom have? ",39.0,"1. Tom had 5 books.
2. He sold 4 of them, so he now has 5 - 4 = 1 book.
3. He used the money he earned from selling the 4 books to buy 38 new books.
4. Therefore, Tom now has 1 + 38 = 39 books.",,1.0
166," John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones, how many socks would he have? ",27.0,"First, John had 33 socks. 
Then, he threw away 19 old ones that didn't fit. 
33 - 19 = 14 
Now, he has 14 socks left. 
Finally, he bought 13 new ones. 
14 + 13 = 27 
Therefore, John would have 27 socks after throwing away 19 old ones and buying 13 new ones.",,14.0
167," For the school bake sale Maria made 19 cupcakes. If she sold 5 of them and then made 10 more, how many cupcakes would she have? ",24.0,"Maria made 19 cupcakes. 
She sold 5 of them, so she would have 19 - 5 = 14 cupcakes left. 
Then she made 10 more, so she would have 14 + 10 = 24 cupcakes in total. 

Therefore, Maria would have 24 cupcakes.",,24.0
168, A store had 50 oranges in a bin. If they threw away 40 of the old ones and put 24 new ones in the bin how many would be in the bin? ,34.0,"First, we need to subtract the 40 old oranges that were thrown away from the original 50 oranges in the bin: 

50 - 40 = 10 

So now there are only 10 oranges left in the bin. 

Next, we need to add the 24 new oranges that were put in the bin: 

10 + 24 = 34 

So there are now 34 oranges in the bin.",,24.0
169, In fourth grade there were 8 students at the start of the year. During the year 5 students left and 8 new students came to school. How many students were in fourth grade at the end? ,11.0,"1. Start with the number of students at the beginning of the year: 8.
2. Subtract the number of students who left during the year: 8 - 5 = 3.
3. Add the number of new students who came to school: 3 + 8 = 11.
4. Therefore, there were 11 students in fourth grade at the end of the year.",,11.0
170," Bianca picked 23 carrots from her garden. If she threw out 10 of them and then picked 47 more the next day, how many carrots would she have total? ",60.0,"First, Bianca picked 23 carrots. 
Then, she threw out 10 of them. 
So, she had 23 - 10 = 13 carrots left. 
The next day, she picked 47 more carrots. 
Therefore, she had a total of 13 + 47 = 60 carrots.",,13.0
171," Zoe had 42 bottles of water in her fridge. If she drank 25 of them and then bought 30 more, how many bottles would she have? ",47.0,"1. Zoe had 42 bottles of water in her fridge.
2. She drank 25 of them, so she would have 42 - 25 = 17 bottles left.
3. Then she bought 30 more bottles, so she would have 17 + 30 = 47 bottles in total. 

Therefore, Zoe would have 47 bottles of water in her fridge.",,47.0
172," Katie had 11 songs on her mp3 player. If she deleted 7 old songs from it and then added 24 new songs, how many songs does she have on her mp3 player? ",28.0,"First, Katie had 11 songs on her mp3 player. 
Then, she deleted 7 old songs, which means she now has 11 - 7 = 4 songs left. 
Finally, she added 24 new songs, which means she now has 4 + 24 = 28 songs on her mp3 player. 

Therefore, Katie has 28 songs on her mp3 player.",,28.0
173, A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31.0,"First, we need to subtract the 2 old oranges that were thrown away from the original 5 oranges: 

5 - 2 = 3 

Now we add the 28 new oranges that were put in the bin: 

3 + 28 = 31 

Therefore, there would be 31 oranges in the bin.",,2.0
174," Adam had 48 books. If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67.0,"First, we need to subtract the 19 books that Adam sold from his original 48 books: 

48 - 19 = 29 

Now we know that Adam has 29 books left. 

Next, we need to figure out how many books Adam can buy with the money he earned from selling the 19 books. We don't know the price of each book, so let's call it ""x"" for now. 

The total amount of money Adam earned is: 

19x 

And he used that money to buy 38 new books, so: 

19x = 38 

To solve for x, we can divide both sides by 19: 

x = 2 

So each book costs $2. 

Now we can figure out how many books Adam can buy with the money he earned: 

19x = 19(2) = 38 

So Adam can buy 38 new books. 

Finally, we can add the 29 books he has left to the 38 new books he bought: 

29 + 38 = 67 

So Adam would have 67 books in total.",,29.0
175, In fourth grade there were 31 students at the start of the year. During the year 5 students left and 11 new students came to school. How many students were in fourth grade at the end? ,37.0,"1. Start with the initial number of students: 31.
2. Subtract the number of students who left: 31 - 5 = 26.
3. Add the number of new students who came: 26 + 11 = 37.
4. Therefore, there were 37 students in fourth grade at the end of the year.",,37.0
176," For the school bake sale Robin made 42 cupcakes. If she sold 22 of them and then made 39 more, how many cupcakes would she have? ",59.0,"1. Robin made 42 cupcakes.
2. She sold 22 of them, so she would have 42 - 22 = 20 cupcakes left.
3. Then she made 39 more cupcakes, so she would have 20 + 39 = 59 cupcakes in total. 

Therefore, Robin would have 59 cupcakes.",,59.0
177," A florist had 11 roses. If she sold 2 of them and then later picked 32 more, how many roses would she have? ",41.0,"1. The florist had 11 roses.
2. She sold 2 of them, so she now has 11 - 2 = 9 roses.
3. Later, she picked 32 more roses, so she now has 9 + 32 = 41 roses. 

Therefore, the florist would have 41 roses.",,41.0
178," Frank had 11 dollars. At the store he spent $3 on a new game. If he got another 14 dollars for his allowance, how much money does he have now? ",22.0,"1. Frank had 11 dollars.
2. He spent 3 dollars on a new game.
3. So, he had 11 - 3 = 8 dollars left.
4. He got another 14 dollars for his allowance.
5. Therefore, he now has 8 + 14 = 22 dollars.",,8.0
179," Haley was playing a video game and had 14 lives. In a hard part of the game she lost 4 lives. If she got 36 more lives in the next level, how many lives would she have? ",46.0,"First, we need to subtract the 4 lives Haley lost from her original 14 lives: 

14 - 4 = 10 

Now, we add the 36 lives she gained in the next level: 

10 + 36 = 46 

Therefore, Haley would have 46 lives after losing 4 lives and gaining 36 more in the next level.",,4.0
180," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58.0,"1. Luke had 48 dollars in January.
2. By March, he had spent 11 dollars. This means he had 48 - 11 = 37 dollars left.
3. If he got another 21 dollars from his mom, we need to add this to the 37 dollars he had left. 
4. 37 + 21 = 58
5. Therefore, Luke would have 58 dollars if he got another 21 dollars from his mom.",,58.0
181," Emily was playing a video game and had 42 lives. In a hard part of the game she lost 25 lives. If she got 24 more lives in the next level, how many lives would she have? ",41.0,"1. Emily had 42 lives.
2. She lost 25 lives, so she would have 42 - 25 = 17 lives left.
3. In the next level, she got 24 more lives, so she would have 17 + 24 = 41 lives. 

Therefore, Emily would have 41 lives after losing 25 lives and gaining 24 more lives in the next level.",,41.0
182," Debby had 30 coloring books. If she gave away 7 of them, but then bought 35 more, how many would she have total? ",58.0,"Debby had 30 coloring books. 
She gave away 7 of them. 
So she had 30 - 7 = 23 coloring books left. 
Then she bought 35 more. 
So she had 23 + 35 = 58 coloring books total.",,23.0
