,question,answer,response,mapping,response_answer,equations
93," While shopping, Emily bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Emily end up with? ",9.0," Emily started with c0 + c1 towels. Then she gave her mother c2 towels. So she ended up with (c0 + c1) - c2 towels.
towels_left = (c0 + c1) - c2
The answer is towels_left.","{'c0': 5.0, 'c1': 30.0, 'c2': 26.0}",9.0,"['towels_left =  (c0 + c1) - c2', 'answer = towels_left']"
94," For Halloween Katie and her sister combined the candy they received. Katie had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",23.0," Katie had c0 pieces of candy. Her sister had c1. So in total they had c0 + c1 pieces of candy.
total_candy = c0 + c1
After eating c2 pieces of candy, they had total_candy - c2 pieces of candy remaining.
remaining_candy = total_candy - c2
The answer is remaining_candy.","{'c0': 8.0, 'c1': 23.0, 'c2': 8.0}",23.0,"['total_candy =  c0 + c1', 'remaining_candy =  total_candy - c2', 'answer = remaining_candy']"
95," Ned was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",3.0," Ned started with c0 games. He bought c1 more. So he had c0 + c1 games. 
total_games = c0 + c1
However, c2 of them didn't work. So he had a total of total_games - c2 good games. 
good_games = total_games - c2
The answer is good_games.","{'c0': 50.0, 'c1': 27.0, 'c2': 74.0}",3.0,"['total_games =  c0 + c1', 'good_games =  total_games - c2', 'answer = good_games']"
96, For the school bake sale Wendy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,40.0," Wendy started with c0 cupcakes and c1 cookies. She sold some and was left with c2. So she must have sold c0 + c1 - c2 pastries.
pastries_sold = c0 + c1 - c2
The answer is pastries_sold.","{'c0': 41.0, 'c1': 31.0, 'c2': 32.0}",40.0,"['pastries_sold =  c0 + c1 - c2', 'answer = pastries_sold']"
97," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",32.0," The school cafeteria ordered c0 red apples and c1 green apples. But only c2 students wanted fruit. So the cafeteria had c0 + c1 - c2 apples left over.
extra_apples = c0 + c1 - c2
The answer is extra_apples.","{'c0': 25.0, 'c1': 17.0, 'c2': 10.0}",32.0,"['extra_apples =  c0 + c1 - c2', 'answer = extra_apples']"
98," At the arcade, Jerry won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he spent c2 of his tickets on a hat, how many tickets does Jerry have left? ",34.0," Jerry had c0 + c1 tickets in total. 
total_tickets = c0 + c1
He spent c2 tickets on a hat, so he has total_tickets - c2 tickets left. 
tickets_left = total_tickets - c2
The answer is tickets_left.","{'c0': 29.0, 'c1': 17.0, 'c2': 12.0}",34.0,"['total_tickets =  c0 + c1', 'tickets_left =  total_tickets - c2', 'answer = tickets_left']"
99, Cody had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,35.0," Cody had c0 dollars. He got c1 more dollars. So he had c0 + c1 dollars. But he spent c2 on a new game. So he has (c0 + c1) - c2 dollars now. 
dollars_now = (c0 + c1) - c2
The answer is dollars_now.","{'c0': 45.0, 'c1': 9.0, 'c2': 19.0}",35.0,"['dollars_now =  (c0 + c1) - c2', 'answer = dollars_now']"
100," For the school bake sale Carol made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",49.0," Carol started with c0 cupcakes. Then she sold c1. So she had c0 - c1 cupcakes left. Then she made c2 more. So she would have (c0 - c1) + c2 cupcakes in total.
total_cupcakes = (c0 - c1) + c2
The answer is total_cupcakes.","{'c0': 30.0, 'c1': 9.0, 'c2': 28.0}",49.0,"['total_cupcakes =  (c0 - c1) + c2', 'answer = total_cupcakes']"
101, For Halloween Faye scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Faye have now? ,62.0," Faye originally had c0 pieces of candy. Then she ate c1 pieces. Her sister gave her c2 more pieces. So she has c0 + c2 - c1 pieces now. 
pieces_now = c0 + c2 - c1
The answer is pieces_now.","{'c0': 47.0, 'c1': 25.0, 'c2': 40.0}",62.0,"['pieces_now =  c0 + c2 - c1', 'answer = pieces_now']"
102," Kaleb had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Kaleb have? ",24.0," Kaleb started with c0 books. He sold c1 and then bought c2. So he would have c0 - c1 + c2 books in total. 
total_books = c0 - c1 + c2
The answer is total_books.","{'c0': 34.0, 'c1': 17.0, 'c2': 7.0}",24.0,"['total_books =  c0 - c1 + c2', 'answer = total_books']"
103, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,48.0," There were c0 students at the start of the year. c1 students left, and c2 new students came. So the total number of students at the end of the year is c0 - c1 + c2.
total_students = c0 - c1 + c2
The answer is total_students.","{'c0': 10.0, 'c1': 4.0, 'c2': 42.0}",48.0,"['total_students =  c0 - c1 + c2', 'answer = total_students']"
104," Oliver had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",61.0," Oliver had c0 dollars in January. He spent c1 dollars by March, so he had c0 - c1 dollars left. He got c2 more dollars from his mom, so he had (c0 - c1) + c2 = c0 + c2 - c1 dollars in total.
total_money = c0 + c2 - c1
The answer is total_money.","{'c0': 33.0, 'c1': 4.0, 'c2': 32.0}",61.0,"['c2 =  c0 + c2 - c1 dollars in total.', 'total_money =  c0 + c2 - c1', 'answer = total_money']"
105," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",40.0," The florist had c0 roses. She sold c1 of them. So she had c0 - c1 roses left. Then she picked c2 more. So she had c0 - c1 + c2 roses in total. 
total_roses = c0 - c1 + c2
The answer is total_roses.","{'c0': 37.0, 'c1': 16.0, 'c2': 19.0}",40.0,"['total_roses =  c0 - c1 + c2', 'answer = total_roses']"
106," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",20.0," The teacher had c0 worksheets to grade. She graded c1, and then c2 more were turned in. So she would have to grade c0 + c2 worksheets.
worksheets_to_grade = c0 + c2
The answer is worksheets_to_grade.","{'c0': 6.0, 'c1': 4.0, 'c2': 18.0}",24.0,"['worksheets_to_grade =  c0 + c2', 'answer = worksheets_to_grade']"
107," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",10.0," The store started with c0 books in the bin. They sold c1, so they had c0 - c1 books left. They then put c2 more in, so they had c0 - c1 + c2 books in the bin.
books_in_bin = c0 - c1 + c2
The answer is books_in_bin.","{'c0': 41.0, 'c1': 33.0, 'c2': 2.0}",10.0,"['books_in_bin =  c0 - c1 + c2', 'answer = books_in_bin']"
108," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",41.0," The waiter had c0 customers to start with. c1 customers left, so he had c0 - c1 customers. Then he got c2 more customers, so he had c0 - c1 + c2 customers in total. 
total_customers = c0 - c1 + c2
The answer is total_customers.","{'c0': 19.0, 'c1': 14.0, 'c2': 36.0}",41.0,"['total_customers =  c0 - c1 + c2', 'answer = total_customers']"
109," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",6.0," There were c0 people in line originally. c1 people left and c2 people got in line. So the total number of people in line is c0 - c1 + c2.
total_people = c0 - c1 + c2
The answer is total_people.","{'c0': 9.0, 'c1': 6.0, 'c2': 3.0}",6.0,"['total_people =  c0 - c1 + c2', 'answer = total_people']"
110," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",51.0," The teacher had c0 worksheets to grade. She graded c1, and then c2 more were turned in. So she would have to grade c0 + c2 worksheets.
worksheets_to_grade = c0 + c2
The answer is worksheets_to_grade.","{'c0': 7.0, 'c1': 2.0, 'c2': 46.0}",53.0,"['worksheets_to_grade =  c0 + c2', 'answer = worksheets_to_grade']"
111," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",33.0," Paige originally had c0 songs. She deleted c1 old songs and added c2 new songs. So she has c0 - c1 + c2 songs on her mp3 player. 
songs_on_mp3 = c0 - c1 + c2
The answer is songs_on_mp3.","{'c0': 8.0, 'c1': 5.0, 'c2': 30.0}",33.0,"['songs_on_mp3 =  c0 - c1 + c2', 'answer = songs_on_mp3']"
112," Maria picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",52.0," Maria started with c0 carrots. She threw out c1 of them. So she would have c0 - c1 carrots left. Then she picked c2 more. So she would have (c0 - c1) + c2 carrots in total. 
total_carrots = (c0 - c1) + c2
The answer is total_carrots.","{'c0': 48.0, 'c1': 11.0, 'c2': 15.0}",52.0,"['total_carrots =  (c0 - c1) + c2', 'answer = total_carrots']"
113, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,27.0," The store had c0 oranges in the bin. They threw away c1 of the old ones. They put c2 new ones in the bin. So there would be c0 - c1 + c2 oranges in the bin. 
oranges_in_bin = c0 - c1 + c2
The answer is oranges_in_bin.","{'c0': 34.0, 'c1': 20.0, 'c2': 13.0}",27.0,"['oranges_in_bin =  c0 - c1 + c2', 'answer = oranges_in_bin']"
114," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",26.0," The waiter had c0 customers to start with. c1 customers left, so he had c0 - c1 customers. Then he got c2 more customers, so he had c0 - c1 + c2 customers in total. 
total_customers = c0 - c1 + c2
The answer is total_customers.","{'c0': 47.0, 'c1': 41.0, 'c2': 20.0}",26.0,"['total_customers =  c0 - c1 + c2', 'answer = total_customers']"
115, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,29.0," There were c0 students at the start of the year. c1 students left. So there were c0 - c1 students remaining. Then c2 new students came. So the total number of students at the end was c0 - c1 + c2. 
total_students = c0 - c1 + c2
The answer is total_students.","{'c0': 33.0, 'c1': 18.0, 'c2': 14.0}",29.0,"['total_students =  c0 - c1 + c2', 'answer = total_students']"
116," For the school bake sale Katie made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",26.0," Katie started with c0 cupcakes. Then she sold c1. So she would have c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1
Then she made c2 more. So she would have cupcakes_left + c2 cupcakes in total. 
total_cupcakes = cupcakes_left + c2
The answer is total_cupcakes.","{'c0': 26.0, 'c1': 20.0, 'c2': 20.0}",26.0,"['cupcakes_left =  c0 - c1', 'total_cupcakes =  cupcakes_left + c2', 'answer = total_cupcakes']"
117," Adam had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",8.0," Adam started with c0 dollars. He spent c1 dollars at the store. So he had c0 - c1 dollars left. Then he got c2 more dollars. So he has (c0 - c1) + c2 = c0 + c2 - c1 dollars now.
money_now = c0 + c2 - c1
The answer is money_now.","{'c0': 5.0, 'c1': 2.0, 'c2': 5.0}",8.0,"['c2 =  c0 + c2 - c1 dollars now.', 'money_now =  c0 + c2 - c1', 'answer = money_now']"
118," Tiffany was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",56.0," Tiffany started with c0 lives. She then lost c1 lives. So she had c0 - c1 lives. In the next level, she got c2 more lives. So she would have (c0 - c1) + c2 = c0 + c2 - c1 lives.
lives = c0 + c2 - c1
The answer is lives.","{'c0': 43.0, 'c1': 14.0, 'c2': 27.0}",56.0,"['c2 =  c0 + c2 - c1 lives.', 'lives =  c0 + c2 - c1', 'answer = lives']"
119," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",17.0," There were c0 people in line originally. c1 people left and c2 people got in line. So the total number of people in line is c0 - c1 + c2.
total_people = c0 - c1 + c2
The answer is total_people.","{'c0': 12.0, 'c1': 10.0, 'c2': 15.0}",17.0,"['total_people =  c0 - c1 + c2', 'answer = total_people']"
120," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",50.0," The waiter had c0 customers to start with. c1 customers left, so he had c0 - c1 customers. Then he got c2 more customers, so he had c0 - c1 + c2 customers in total. 
total_customers = c0 - c1 + c2
The answer is total_customers.","{'c0': 14.0, 'c1': 3.0, 'c2': 39.0}",50.0,"['total_customers =  c0 - c1 + c2', 'answer = total_customers']"
121," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",25.0," There were c0 people in line originally. c1 people left and c2 people got in line. So the total number of people in line is c0 - c1 + c2.
total_people = c0 - c1 + c2
The answer is total_people.","{'c0': 30.0, 'c1': 10.0, 'c2': 5.0}",25.0,"['total_people =  c0 - c1 + c2', 'answer = total_people']"
122," Faye had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",79.0," Faye started with c0 coloring books. If she gave away c1, she would have c0 - c1 coloring books. But if she bought c2 more, she would have (c0 - c1) + c2 coloring books. 
total_books = (c0 - c1) + c2
The answer is total_books.","{'c0': 34.0, 'c1': 3.0, 'c2': 48.0}",79.0,"['total_books =  (c0 - c1) + c2', 'answer = total_books']"
123," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",10.0," Paige originally had c0 songs. She deleted c1 old songs and added c2 new songs. So she has c0 - c1 + c2 songs on her mp3 player. 
songs_on_mp3 = c0 - c1 + c2
The answer is songs_on_mp3.","{'c0': 11.0, 'c1': 9.0, 'c2': 8.0}",10.0,"['songs_on_mp3 =  c0 - c1 + c2', 'answer = songs_on_mp3']"
124," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",49.0," The teacher had c0 worksheets to grade. She graded c1, and then c2 more were turned in. So she would have to grade c0 + c2 worksheets.
worksheets_to_grade = c0 + c2
The answer is worksheets_to_grade.","{'c0': 38.0, 'c1': 4.0, 'c2': 15.0}",53.0,"['worksheets_to_grade =  c0 + c2', 'answer = worksheets_to_grade']"
125, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,52.0," There were c0 students at the start of the year. c1 students left. So there were c0 - c1 students remaining. Then c2 new students came. So the total number of students at the end was c0 - c1 + c2. 
total_students = c0 - c1 + c2
The answer is total_students.","{'c0': 40.0, 'c1': 14.0, 'c2': 26.0}",52.0,"['total_students =  c0 - c1 + c2', 'answer = total_students']"
126," Wendy was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",74.0," Wendy started with c0 lives. She then lost c1 lives. So she had c0 - c1 lives. In the next level she got c2 more lives. So she would have (c0 - c1) + c2 = c0 + c2 - c1 lives.
lives = c0 + c2 - c1
The answer is lives.","{'c0': 43.0, 'c1': 8.0, 'c2': 39.0}",74.0,"['c2 =  c0 + c2 - c1 lives.', 'lives =  c0 + c2 - c1', 'answer = lives']"
127," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",11.0," The store started with c0 books in the bin. They sold c1, so they had c0 - c1 books left. They then put c2 more in, so they had c0 - c1 + c2 books in the bin.
books_in_bin = c0 - c1 + c2
The answer is books_in_bin.","{'c0': 4.0, 'c1': 3.0, 'c2': 10.0}",11.0,"['books_in_bin =  c0 - c1 + c2', 'answer = books_in_bin']"
128," At the arcade Cody won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",30.0," Cody started with c0 tickets. He spent c1 tickets on a beanie. So he had c0 - c1 tickets. Then he won c2 more tickets. So he had c0 - c1 + c2 tickets in total.
total_tickets = c0 - c1 + c2
The answer is total_tickets.","{'c0': 49.0, 'c1': 25.0, 'c2': 6.0}",30.0,"['total_tickets =  c0 - c1 + c2', 'answer = total_tickets']"
129," For the school bake sale Bianca made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",25.0," Bianca started with c0 cupcakes. She sold c1 of them. So she had c0 - c1 cupcakes left. Then she made c2 more. So she would have (c0 - c1) + c2 cupcakes in total.
total_cupcakes = (c0 - c1) + c2
The answer is total_cupcakes.","{'c0': 14.0, 'c1': 6.0, 'c2': 17.0}",25.0,"['total_cupcakes =  (c0 - c1) + c2', 'answer = total_cupcakes']"
130," Bianca had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",59.0," Bianca started with c0 coloring books. She gave away c1 of them. So she had c0 - c1 coloring books. Then she bought c2 more. So she had (c0 - c1) + c2 coloring books in total. 
total_books = (c0 - c1) + c2
The answer is total_books.","{'c0': 45.0, 'c1': 6.0, 'c2': 20.0}",59.0,"['total_books =  (c0 - c1) + c2', 'answer = total_books']"
131," Zoe had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",57.0," Zoe originally had c0 songs. She deleted c1 old songs and added c2 new songs. So she has c0 - c1 + c2 songs on her mp3 player. 
songs_on_mp3 = c0 - c1 + c2
The answer is songs_on_mp3.","{'c0': 15.0, 'c1': 8.0, 'c2': 50.0}",57.0,"['songs_on_mp3 =  c0 - c1 + c2', 'answer = songs_on_mp3']"
132," At the arcade Jerry won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",49.0," Jerry started with c0 tickets. He spent c1 tickets on a beanie. So he had c0 - c1 tickets left. Then he won c2 more tickets. So he had (c0 - c1) + c2 = c0 + c2 - c1 tickets in total.
total_tickets = c0 + c2 - c1
The answer is total_tickets.","{'c0': 4.0, 'c1': 2.0, 'c2': 47.0}",49.0,"['c2 =  c0 + c2 - c1 tickets in total.', 'total_tickets =  c0 + c2 - c1', 'answer = total_tickets']"
133, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,60.0," The store had c0 oranges in the bin. They threw away c1 of the old ones. They put c2 new ones in the bin. So there would be c0 - c1 + c2 oranges in the bin. 
oranges_in_bin = c0 - c1 + c2
The answer is oranges_in_bin.","{'c0': 31.0, 'c1': 9.0, 'c2': 38.0}",60.0,"['oranges_in_bin =  c0 - c1 + c2', 'answer = oranges_in_bin']"
134," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",45.0," Adam started with c0 books. He sold c1 and then bought c2. So he would have c0 - c1 + c2 books in total. 
total_books = c0 - c1 + c2
The answer is total_books.","{'c0': 33.0, 'c1': 11.0, 'c2': 23.0}",45.0,"['total_books =  c0 - c1 + c2', 'answer = total_books']"
135," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",10.0," There were c0 people in line originally. c1 people left and c2 people got in line. So the total number of people in line is c0 - c1 + c2.
total_people = c0 - c1 + c2
The answer is total_people.","{'c0': 10.0, 'c1': 2.0, 'c2': 2.0}",10.0,"['total_people =  c0 - c1 + c2', 'answer = total_people']"
136," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",46.0," The school cafeteria had c0 apples. They used c1 to make lunch for the students. They bought c2 more. So they would have c0 - c1 + c2 apples.
apples = c0 - c1 + c2
The answer is apples.","{'c0': 38.0, 'c1': 20.0, 'c2': 28.0}",46.0,"['apples =  c0 - c1 + c2', 'answer = apples']"
137," George had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",60.0," George had c0 socks. He threw away c1 old ones. He bought c2 new ones. So he would have c0 - c1 + c2 socks. 
socks = c0 - c1 + c2
The answer is socks.","{'c0': 28.0, 'c1': 4.0, 'c2': 36.0}",60.0,"['socks =  c0 - c1 + c2', 'answer = socks']"
138, For Halloween Robin scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Robin have now? ,37.0," Robin started with c0 pieces of candy. Then she ate c1 pieces. Her sister gave her c2 more pieces. So she has c0 + c2 - c1 pieces now. 
pieces_now = c0 + c2 - c1
The answer is pieces_now.","{'c0': 23.0, 'c1': 7.0, 'c2': 21.0}",37.0,"['pieces_now =  c0 + c2 - c1', 'answer = pieces_now']"
139," Rachel was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",32.0," Rachel started with c0 lives. She then lost c1 lives. So she had c0 - c1 lives. In the next level, she got c2 more lives. So she would have (c0 - c1) + c2 = c0 + c2 - c1 lives.
lives_left = c0 + c2 - c1
The answer is lives_left.","{'c0': 10.0, 'c1': 4.0, 'c2': 26.0}",32.0,"['c2 =  c0 + c2 - c1 lives.', 'lives_left =  c0 + c2 - c1', 'answer = lives_left']"
140," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",13.0," The florist had c0 roses. She sold c1 of them. So she had c0 - c1 roses left. Then she picked c2 more. So she had c0 - c1 + c2 roses in total. 
total_roses = c0 - c1 + c2
The answer is total_roses.","{'c0': 6.0, 'c1': 5.0, 'c2': 12.0}",13.0,"['total_roses =  c0 - c1 + c2', 'answer = total_roses']"
141, For Halloween Haley scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Haley have now? ,35.0," Haley started with c0 pieces of candy. She ate c1 pieces the first night. Then her sister gave her c2 more pieces. So she has c0 + c2 - c1 pieces of candy now. 
pieces_of_candy = c0 + c2 - c1
The answer is pieces_of_candy.","{'c0': 33.0, 'c1': 17.0, 'c2': 19.0}",35.0,"['pieces_of_candy =  c0 + c2 - c1', 'answer = pieces_of_candy']"
142," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",50.0," The school cafeteria had c0 apples. They used c1 to make lunch for the students. They bought c2 more. So they would have c0 - c1 + c2 apples.
apples = c0 - c1 + c2
The answer is apples.","{'c0': 14.0, 'c1': 13.0, 'c2': 49.0}",50.0,"['apples =  c0 - c1 + c2', 'answer = apples']"
143," Edward had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Edward have? ",38.0," Edward had c0 books. He sold c1 and then bought c2. So he would have c0 - c1 + c2 books. 
books = c0 - c1 + c2
The answer is books.","{'c0': 43.0, 'c1': 19.0, 'c2': 14.0}",38.0,"['books =  c0 - c1 + c2', 'answer = books']"
144," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",33.0," The teacher had c0 worksheets to grade. She graded c1, and then c2 more were turned in. So she would have to grade c0 + c2 worksheets.
worksheets_to_grade = c0 + c2
The answer is worksheets_to_grade.","{'c0': 29.0, 'c1': 25.0, 'c2': 29.0}",58.0,"['worksheets_to_grade =  c0 + c2', 'answer = worksheets_to_grade']"
145, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,35.0," There were c0 students at the start of the year. c1 students left. So there were c0 - c1 students remaining. Then c2 new students came. So the total number of students at the end was c0 - c1 + c2. 
total_students = c0 - c1 + c2
The answer is total_students.","{'c0': 35.0, 'c1': 10.0, 'c2': 10.0}",35.0,"['total_students =  c0 - c1 + c2', 'answer = total_students']"
146," For the school bake sale Carol made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",40.0," Carol started with c0 cupcakes. Then she sold c1. So she had c0 - c1 cupcakes left. Then she made c2 more. So she would have (c0 - c1) + c2 cupcakes in total.
total_cupcakes = (c0 - c1) + c2
The answer is total_cupcakes.","{'c0': 19.0, 'c1': 6.0, 'c2': 27.0}",40.0,"['total_cupcakes =  (c0 - c1) + c2', 'answer = total_cupcakes']"
147, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,10.0," The store had c0 oranges in the bin. They threw away c1 of the old ones. They put c2 new ones in the bin. So there would be c0 - c1 + c2 oranges in the bin. 
oranges_in_bin = c0 - c1 + c2
The answer is oranges_in_bin.","{'c0': 40.0, 'c1': 37.0, 'c2': 7.0}",10.0,"['oranges_in_bin =  c0 - c1 + c2', 'answer = oranges_in_bin']"
148," At the arcade Victor won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",58.0," Victor started with c0 tickets. He spent c1 tickets on a beanie. So he had c0 - c1 tickets. Then he won c2 more tickets. So he had c0 - c1 + c2 tickets in total. 
total_tickets = c0 - c1 + c2
The answer is total_tickets.","{'c0': 46.0, 'c1': 27.0, 'c2': 39.0}",58.0,"['total_tickets =  c0 - c1 + c2', 'answer = total_tickets']"
149," Chloe picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",45.0," Chloe started with c0 carrots. Then she threw out c1 of them. So she would have c0 - c1 carrots left. The next day she picked c2 more. So she would have (c0 - c1) + c2 carrots in total. 
total_carrots = (c0 - c1) + c2
The answer is total_carrots.","{'c0': 48.0, 'c1': 45.0, 'c2': 42.0}",45.0,"['total_carrots =  (c0 - c1) + c2', 'answer = total_carrots']"
150," Sam had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",43.0," Sam had c0 socks. He threw away c1 old ones. He bought c2 new ones. So he would have c0 - c1 + c2 socks. 
socks = c0 - c1 + c2
The answer is socks.","{'c0': 10.0, 'c1': 3.0, 'c2': 36.0}",43.0,"['socks =  c0 - c1 + c2', 'answer = socks']"
151," Maria had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",51.0," Maria had c0 bottles of water to start. She drank c1 of them. So she had c0 - c1 bottles left. 
Then she bought c2 more. So she had (c0 - c1) + c2 = c0 + c2 - c1 bottles in total.
total_bottles = c0 + c2 - c1
The answer is total_bottles.","{'c0': 14.0, 'c1': 8.0, 'c2': 45.0}",51.0,"['c2 =  c0 + c2 - c1 bottles in total.', 'total_bottles =  c0 + c2 - c1', 'answer = total_bottles']"
152," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",63.0," The teacher had c0 worksheets to grade. She graded c1, and then c2 more were turned in. So she would have to grade c0 + c2 worksheets.
worksheets_to_grade = c0 + c2
The answer is worksheets_to_grade.","{'c0': 34.0, 'c1': 7.0, 'c2': 36.0}",70.0,"['worksheets_to_grade =  c0 + c2', 'answer = worksheets_to_grade']"
153," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",11.0," There were c0 people in line originally. c1 people left and c2 people got in line. So the total number of people in line is c0 - c1 + c2.
total_people = c0 - c1 + c2
The answer is total_people.","{'c0': 7.0, 'c1': 4.0, 'c2': 8.0}",11.0,"['total_people =  c0 - c1 + c2', 'answer = total_people']"
154," Emily had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",19.0," Emily started with c0 coloring books. She gave away c1 of them. So she had c0 - c1 coloring books. Then she bought c2 more. So she had (c0 - c1) + c2 coloring books in total. 
total_books = (c0 - c1) + c2
The answer is total_books.","{'c0': 7.0, 'c1': 2.0, 'c2': 14.0}",19.0,"['total_books =  (c0 - c1) + c2', 'answer = total_books']"
155," At the arcade Dave won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",18.0," Dave started with c0 tickets. He spent c1 tickets on a beanie. So he had c0 - c1 tickets. Then he won c2 more tickets. So he had c0 - c1 + c2 tickets in total. 
total_tickets = c0 - c1 + c2
The answer is total_tickets.","{'c0': 25.0, 'c1': 22.0, 'c2': 15.0}",18.0,"['total_tickets =  c0 - c1 + c2', 'answer = total_tickets']"
