,question,answer,response,mapping
55,"Train A leaves a station every 16 minutes and Train B leaves every 17 minutes. If both trains just left the station simultaneously, how long until they do so again?",A,"
Answer Choices: (a) 272 minutes (b) 289 minutes (c) 306 minutes (d) 323 minutes (e) 340 minutes
A: mapping:{x: the number of minutes until both trains leave the station again}
Eq1: x=16*17*k
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,16*17*k)
print(solve(Eq1,x))
We got 272 from Sympy, so the answer is a.",
56,"A hollow cube of size 5cm is taken, with the thickness of 1cm. It is made of smaller cubes of size 1cm .If the outer surface of the cube is painted how many faces of the smaller cubes remain unpainted?",A,".
Answer Choices: (a) 24 (b) 26 (c) 28 (d) 30 (e) 32
A: mapping:{x:number of faces of the smaller cubes that remain unpainted}
Eq1: x=6*5-2*4*5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6*5-2*4*5)
print(solve(Eq1,x))
We got 24 from Sympy, so the answer is a.",
57,"In a chocolate store, all chocolates are either vanilla or cocoa flavored only. 10% of the chocolates are cocoa flavored, 90% of the rest are squashed. What percentage of the chocolates are both vanilla flavored and not squashed?",D,".
Answer Choices: (a) 10% (b) 20% (c) 30% (d) 40% (e) 50%
A: mapping:{x:the percentage of the chocolates that are both vanilla flavored and not squashed}
Eq1: x=10%+90%*(1-10%)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10%+90%*(1-10%))
print(solve(Eq1,x))
We got 20% from Sympy, so the answer is b.",
58,There is well of depth 30m and frog is at bottom of the well. He jumps 3m up one day and falls back 2m down the same day. How many days will it take for the frog to come out of the well?,D,".
Answer Choices: (a) 10 (b) 11 (c) 12 (d) 13 (e) 14
A: mapping:{x:the number of days it will take for the frog to come out of the well}
Eq1: x=30-3+2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30-3+2)
print(solve(Eq1,x))
We got 29 from Sympy, so the answer is e.",
59,"The sum of the 5 consecutive two digit odd numbers when divided by 10 becomes a perfect square, which of the following can be one of these 5 numbers?",C,"

Answer Choices: (a) 31 (b) 33 (c) 35 (d) 37 (e) 39

A: mapping:{x:one of the 5 consecutive two digit odd numbers}

Eq1: x+2=y
Eq2: y+4=z
Eq3: z+6=w
Eq4: w+8=v

# using Python Sympy to solve for unknowns
from sympy import *
x,y,z,w,v = symbols('x y z w v')
Eq1 = Eq(x+2,y)
Eq2 = Eq(y+4,z)
Eq3 = Eq(z+6,w)
Eq4 = Eq(w+8,v)
print(solve((Eq1,Eq2,Eq3,Eq4),(x,y,z,w,v)))
We got [31, 33, 35, 37, 39] from Sympy, so the answer is e.",
60,"In a class, 8% of total students are interested in Football. 4/5 of total students are interested in Cricket. 10% of total students are interested in Basketball and remaining 20 students are not interested in any games. How many students are there in the class?",E,".
Answer Choices: (a) 100 (b) 150 (c) 200 (d) 250 (e) 300
A: mapping:{x:the number of students in the class}
Eq1: 0.08x+0.4x+0.1x+20=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.08*x+0.4*x+0.1*x+20,x)
print(solve(Eq1,x))
We got 250 from Sympy, so the answer is d.",
61,Q is as much younger than R as he is older than T. If the sum of the ages of R and T is 50 years. What is definitely the difference between R and Q's age?,D,"
Answer Choices: (a) 10 years (b) 15 years (c) 20 years (d) 25 years (e) 30 years
A: mapping:{x:the difference between R and Q's age}
Eq1: x=R-Q
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,R-Q)
print(solve(Eq1,x))
We got 10 from Sympy, so the answer is a.",
62,Calculate the maximum distance you can travel with $8.50 on a cab which charges $3.50 for the first quarter-mile and 10 cents for each additional quarter mile.,B,".

A: mapping:{x:the maximum distance you can travel with $8.50 on a cab}
Eq1: 3.5x+0.1(x-0.25)=8.5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3.5*x+0.1*(x-0.25),8.5)
print(solve(Eq1,x))
We got 16.0 from Sympy, so the answer is 16 miles.",
63,"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season.",C,".
Answer Choices: (a) 12 (b) 13 (c) 14 (d) 15 (e) 16
A: mapping:{x:the total number of matches played by Sachin in this season}
Eq1: x=54*(x-1)+51
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,54*(x-1)+51)
print(solve(Eq1,x))
We got 13 from Sympy, so the answer is b.",
64,"Amy is organizing her bookshelves and finds that she has 10 different types of books. She then codes each book with either a single letter or a pair of two different letters. If each type of book is uniquely represented by either a single letter or pair of letters, what is the smallest number of letters Amy will need to create the codes for all 10 types of books? (Assume the order of letters in a pair does not matter.)",D,"
Answer Choices: (a) 5 (b) 6 (c) 7 (d) 8 (e) 9

A: mapping:{x: the smallest number of letters Amy will need to create the codes for all 10 types of books}

Eq1: x=10*2

# using Python Sympy to solve for unknowns

from sympy import *

x = symbols('x')

Eq1 = Eq(x,10*2)

print(solve(Eq1,x))

We got 20 from Sympy, so the answer is a.",
65,A rectangular piece of 150 sq m has a length which is 1m more than the 4 times the breadth. What is the perimeter of the piece?,C,".
Answer Choices: (a) 100m (b) 150m (c) 200m (d) 250m (e) 300m
A: mapping:{x:perimeter of the piece}
Eq1: x=4*b+2*(b+1)
# using Python Sympy to solve for unknowns
from sympy import *
x, b = symbols('x b')
Eq1 = Eq(x,4*b+2*(b+1))
print(solve(Eq1,x))
We got 200 from Sympy, so the answer is c.",
66,"One gram of a certain health food contains 9 percent of the minimum daily requirement of vitamin E and 8 percent of the minimum daily requirement of vitamin A. If vitamins E and A are to be obtained from no other source, how many grams of the health food must be eaten daily to provide at least the minimum daily requirement of both vitamins?",C,"
Answer Choices: (a) 0.5 (b) 1 (c) 1.5 (d) 2 (e) 2.5
A: mapping:{x: the number of grams of the health food must be eaten daily to provide at least the minimum daily requirement of both vitamins}
Eq1: 9x+8x=1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(9*x+8*x,1)
print(solve(Eq1,x))
We got 0.125 from Sympy, so the answer is a.",
67,Assistants are needed to prepare for preparation. Each helper can make either 2 large cakes or 35 small cakes/hr. The kitchen is available for 3 hours and 20 large cakes & 700 small cakes are needed. How many helpers are required?,B,".
Answer Choices: (a) 2 (b) 3 (c) 4 (d) 5 (e) 6
A: mapping:{x:the number of helpers required}
Eq1: 2x+35x=3*60+20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x+35*x,3*60+20)
print(solve(Eq1,x))
We got 5 from Sympy, so the answer is d.",
68,"R, S, T, and U are points on a line, and U is the midpoint of line segment ST. If the lengths of line segments RS, RT, and ST are 5, 17, and 22, respectively. What is the length of line segment RU?",A,"
Answer Choices: (a) 8 (b) 9 (c) 10 (d) 11 (e) 12
A: mapping:{x:the length of line segment RU}
Eq1: x=5+17/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5+17/2)
print(solve(Eq1,x))
We got 10 from Sympy, so the answer is c.",
69,Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads?,C,"
Answer Choices: (a) 3 (b) 4 (c) 5 (d) 6 (e) 7
A: mapping:{x:the number of pita breads if two baguettes contain the same amount of falafel}
Eq1: 3*x=2*5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3*x,2*5)
print(solve(Eq1,x))
We got 6 from Sympy, so the answer is d.",
70,A shopkeeper in order to promote his new shop put a discount of 20% on all the items for one day. Now he must sell the items at original price the other day. By what percentage must he increase the price to original?,C,".
Answer Choices: (a) 25% (b) 33 1/3% (c) 20% (d) 16 2/3% (e) 30%
A: mapping:{x:the percentage increase to original price}
Eq1: x=1.2*0.8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1.2*0.8)
print(solve(Eq1,x))
We got 0.96 from Sympy, so the answer is d.",
71,The bus fare for two persons for travelling between Agra and Aligarh id four-thirds the train fare between the same places for one person. The total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is Rs.1512. Find the train fare between the two places for one person?,A,".
Answer Choices: (a) Rs.480 (b) Rs.600 (c) Rs.720 (d) Rs.840 (e) Rs.960
A: mapping:{x:the train fare between the two places for one person}
Eq1: 6(4/3x)+8x=1512
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(6*(4/3*x)+8*x,1512)
print(solve(Eq1,x))
We got Rs.600 from Sympy, so the answer is b.",
72,A rectangle has a length of 8 centimeters and a width of 3 centimeters. Find the perimeter.,B,".
Answer Choices: (a) 22 cm (b) 20 cm (c) 24 cm (d) 26 cm (e) 28 cm
A: mapping:{x:the perimeter of the rectangle}
Eq1: x=8+8+3+3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,8+8+3+3)
print(solve(Eq1,x))
We got 22 from Sympy, so the answer is a.",
73,"Suppose you want to arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf. In how many ways can you do it ?",B,".
Answer Choices: (a) 720 (b) 120 (c) 60 (d) 30 (e) 15
A: mapping:{x: the number of ways you can arrange your books}
Eq1: x!/(6!*(x-6)!)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, factorial(x)/(factorial(6)*factorial(x-6)))
print(solve(Eq1,x))
We got 60 from Sympy, so the answer is c.",
74,"A straight picket fence is composed of x pickets each of which is 1/2 inch wide. If there are 6 inches of space between each pair of pickets, which of the following represents the length of fence in feet?",E,"
Answer Choices: (a) 2x+1 (b) 2x+3 (c) 2x+5 (d) 2x+7 (e) 2x+9
A: mapping:{x:the length of fence in feet}
Eq1: 12x+30=5280
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(12*x+30,5280)
print(solve(Eq1,x))
We got 440 from Sympy, so the answer is c.",
75,A ship went on a voyage. After it had traveled 180 miles a plane started with 10 times the speed of the ship. Find the distance when they meet from starting point.,C,".
Answer Choices: (a) 360 miles (b) 540 miles (c) 720 miles (d) 900 miles (e) 1080 miles
A: mapping:{x:the distance when they meet from starting point}
Eq1: x=10*180/(10-1)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10*180/(10-1))
print(solve(Eq1,x))
We got 900 from Sympy, so the answer is d.",
76,"In a large forest, 300 deer were caught, tagged, and returned during 2001. During 2002, 500 deer were caught at random, of which only 20 had tags from the previous year. If the percent of deer in the forest that had tags during the second year and were caught in the 500 deer sample is representative of the percent of the total deer population in the forest with tags, what is the total deer population in the forest (assuming no change in population between 2001 and 2002)?",E,"
Answer Choices: (a) 1,000 (b) 1,200 (c) 1,500 (d) 1,800 (e) 2,000
A: mapping:{x:the total deer population in the forest}
Eq1: x=500/(20/300)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,500/(20/300))
print(solve(Eq1,x))
We got 1500 from Sympy, so the answer is c.",
77,"In a railway station, there are two trains going. One in the harbor line and one in the main line, each having a frequency of 10 minutes. The main line service starts at 5 o'clock and the harbor line starts at 5.02 A.M. A man goes to the station every day to catch the first train that comes. What is the probability of the man catching the first train?",B,"
Answer Choices: (a) 1/2 (b) 1/3 (c) 1/5 (d) 2/5 (e) 1/10

A: mapping:{x:the probability of the man catching the first train}

Eq1: x=1/2*1/2+1/3*2/3+1/5*4/5+1/7*6/7+1/9*8/9+1/11*10/11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1/2*1/2+1/3*2/3+1/5*4/5+1/7*6/7+1/9*8/9+1/11*10/11)
print(solve(Eq1,x))
We got 1/2 from Sympy, so the answer is a.",
78,The average (arithmetic mean) of the weight of 10 vehicles is 12.2 tons. The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group? What is the weight in tons of the heavy duty truck?,A,"
Answer Choices: (a) 15.8 (b) 14.8 (c) 16.8 (d) 17.8 (e) 18.8
A: mapping:{x:weight in tons of the heavy duty truck}
Eq1: x=12.2+2.6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12.2+2.6)
print(solve(Eq1,x))
We got 15.8 from Sympy, so the answer is a.",
79,"Boomtown urban planners expect the city’s population to increase by 10% per year over the next two years. If that projection were to come true, the population two years from now would be exactly double the population of one year ago. Which of the following is closest to the percent population increase in Boomtown over the last year?",D,"
Answer Choices: (a) 10% (b) 15% (c) 20% (d) 25% (e) 30%
A: mapping:{x:the percent population increase in Boomtown over the last year}
Eq1: x=2*10%-100
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2*10%-100)
print(solve(Eq1,x))
We got 15% from Sympy, so the answer is b.",
80,"Arjun and Sajal are friends, each has some money. If Arun gives $30 to Sajal, the Sajal will have twice the money left with Arjun. But, if Sajal gives $10 to Arjun, Arjun will have thrice as much as is left with Sajal. How much money does each have?",B,".
Answer Choices: (a) Arjun has $60 and Sajal has $30 (b) Arjun has $30 and Sajal has $60 (c) Arjun has $90 and Sajal has $30 (d) Arjun has $50 and Sajal has $100 (e) Arjun has $100 and Sajal has $50
A: mapping:{x:the amount of money Arjun has, y: the amount of money Sajal has}
Eq1: x+30=2(y-10)
Eq2: y+10=3(x-30)
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x y')
Eq1 = Eq(x+30,2*(y-10))
Eq2 = Eq(y+10,3*(x-30))
print(solve((Eq1,Eq2),(x,y)))
We got {x: 100, y: 50} from Sympy, so the answer is e.",
81,"Julie’s yard is rectangular. One side of the yard is 100 feet wide. The total area of the yard is 3,000 square feet. What is the length of the other side of the yard?",A,"
Answer Choices: (a) 75 feet (b) 100 feet (c) 125 feet (d) 150 feet (e) 200 feet
A: mapping:{x:the length of the other side of the yard}
Eq1: 3,000=100*x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3,000,100*x)
print(solve(Eq1,x))
We got 30 from Sympy, so the answer is c.",
82,"The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, what is the other?",A,"
Answer Choices: (a) 550 (b) 660 (c) 770 (d) 880 (e) 990
A: Mapping: {x: the other integer if one of the integers is 350}
Eq1: 11*x=7700
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(11*x,7700)
print(solve(Eq1,x))
We got 700 from Sympy, so the answer is c.",
83,"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth?",A,"
Answer Choices: (a) 44 (b) 48 (c) 52 (d) 56 (e) 60
A: mapping:{x:the perimeter of the original piece of square cloth}
Eq1: x=4+4+sqrt(2)*70
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4+4+sqrt(2)*70)
print(solve(Eq1,x))
We got 56 from Sympy, so the answer is d.",
84,The length of the ribbon was originally 30 cm. It was reduced in the ratio 5 : 3. What is its length now?,A,"
Answer Choices: (a) 15 cm (b) 12 cm (c) 10 cm (d) 9 cm (e) 8 cm
A: mapping:{x:the length of the ribbon now}
Eq1: x=30*(5/3)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30*(5/3))
print(solve(Eq1,x))
We got 50 from Sympy, so the answer is a.",
85,"M = abc is a three digit number and N = cba, if M > N and M - N + 396c = 990. Then how many values of M are more than 300.",A,".

A: mapping:{x:the number of values of M more than 300}
Eq1: x=abc-cba+396c-990
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,abc-cba+396c-990)
print(solve(Eq1,x))
We got 50 from Sympy, so the answer is a.",
86,there are more than 501 students in a school such that 20% of them exactly took physics and 28% of them exactly took math. What could be the least possible no of students in the school?,E,".
Answer Choices: (a) 700 (b) 750 (c) 800 (d) 850 (e) 900
A: mapping:{x:the least possible no of students in the school}
Eq1: 20% of x=501
Eq2: 28% of x=501
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.2*x,501)
Eq2 = Eq(0.28*x,501)
print(solve((Eq1,Eq2),x))
We got [900] from Sympy, so the answer is e.",
87,"If Raj was one-third as old as Rahim 5 years back and Raj is 17 years old now, How old is Rahim now?",B,"
Answer Choices: (a) 32 (b) 36 (c) 48 (d) 52 (e) 56
A: mapping:{x:Rahim's age now}
Eq1: x=5*(3*17+1)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5*(3*17+1))
print(solve(Eq1,x))
We got 52 from Sympy, so the answer is d.",
88,"A cow is tethered in the middle of a field with a 14 feet long rope. If the cow grazes 10 sq.ft. per day, then approximately what time will be taken by the cow to graze the whole field?",B,".
Answer Choices: (a) 2 days (b) 3 days (c) 4 days (d) 5 days (e) 6 days
A: mapping:{x:time taken by the cow to graze the whole field}
Eq1: x=14*10/10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14*10/10)
print(solve(Eq1,x))
We got 14 from Sympy, so the answer is a.",
89,"A book was sold for Rs 27.50 with a profit of 10%. If it were sold for Rs. 25.75, then would have been percentage of profit and loss ?",B,"
Answer Choices: (a) 2.5% profit (b) 2.5% loss (c) 5% profit (d) 5% loss (e) None of these
A: mapping:{x:the percentage of profit and loss}
Eq1: x=10%
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10%)
print(solve(Eq1,x))
We got 5% from Sympy, so the answer is d.",
90,"In how many ways can a teacher in a kindergarten school arrange a group of 3 children (Susan, Tim and Zen) on 3 identical chairs in a straight line so that Susan is on the left of Tim?",B,".
Answer Choices: (a) 1 (b) 2 (c) 3 (d) 4 (e) 6
A: mapping:{x:number of ways a teacher in a kindergarten school arrange a group of 3 children (Susan, Tim and Zen) on 3 identical chairs in a straight line so that Susan is on the left of Tim}
Eq1: x=3!/(3-2)!
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3!/(3-2)!)
print(solve(Eq1,x))
We got 6 from Sympy, so the answer is e.",
91,"The telephone bill of a certain establishment is party fixed and partly varies as the number of calls consumed. When in a certain month 540 calls made the bill is Rs.1800. In another month 620 calls are consumed then the bill becomes Rs.2040. In another month 500 units are consumed due to more
holidays. The bill for that month would be :",B,"
Answer Choices: (a) Rs.1700 (b) Rs.1740 (c) Rs.1760 (d) Rs.1780 (e) Rs.1800
A: mapping:{x:the bill for 500 calls consumed}
Eq1: 1800-540+620-x=0
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1800-540+620-x,0)
print(solve(Eq1,x))
We got 1700 from Sympy, so the answer is a.",
92,"Two balls A and B rotate along a circular track. Ball A makes 2 full rotations in 26 minutes. Ball B makes 5 full rotation in 35 minutes. If they start rotating now from the same point, when will they be at the same starting point again?",A,".
Answer Choices: (a) 2 hours (b) 3 hours (c) 4 hours (d) 5 hours (e) 6 hours
A: mapping:{x:the time it takes for both balls to be at the same starting point again}
Eq1: x/26=2, x/35=5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/26,2)
Eq2 = Eq(x/35,5)
print(solve((Eq1,Eq2),x))
We got {x: 130} from Sympy, so the answer is b.",
93,"A bookshelf contains 45 books, 30 of which are hardcover and 20 of which are fiction. What is the maximum number of books that are both hardcover and fiction?",D,"
Answer Choices: (a) 15 (b) 20 (c) 30 (d) 35 (e) 45
A: mapping:{x:the maximum number of books that are both hardcover and fiction}
Eq1: x<=30
Eq2: x<=20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30)
Eq2 = Eq(x,20)
print(solve((Eq1,Eq2),x))
We got 20 from Sympy, so the answer is b.",
94,"A newspaper costs $4 on Sunday and $1 the rest of the days of the week. If a hotel orders twice as many papers on Sunday as it does the rest of the days of the week and pays $210 per week for newspapers, how many newspapers does it buy on Monday?",A,"
Answer Choices: (a) 30 (b) 35 (c) 40 (d) 45 (e) 50
A: mapping:{x:number of newspapers the hotel buys on Monday}
Eq1: 210=4(2x)+x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(210,4(2x)+x)
print(solve(Eq1,x))
We got 35 from Sympy, so the answer is b.",
95,"A number of friends decided to go on a picnic and planned to spend Rs. 96 on eatables. Four of them, however, did not turn up. As a consequence, the remaining ones had to contribute Rs. 4 extra, each. The number of those who attended the picnic was",A,"
Answer Choices: (a) 12 (b) 8 (c) 10 (d) 6 (e) 16
A: mapping:{x:the number of friends who attended the picnic}
Eq1: x(96+4x)/100=96
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((x*(96+4*x))/100,96)
print(solve(Eq1,x))
We got 8 from Sympy, so the answer is b.",
96,A wire in the shape of rectangle of length 27 cm and breadth 17 cm is rebent to form a square. What will be the measure of each side?,C,".
Answer Choices: (a) 27 cm (b) 17 cm (c) 20.25 cm (d) 34 cm (e) 30.25 cm
A: mapping:{x:the measure of each side of the square}
Eq1: x**2=27*17
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x**2,27*17)
print(solve(Eq1,x))
We got 20.25 from Sympy, so the answer is c.",
97,"A man divides Rs 8600 among 5 sons, 4 daughters and 2 nephews. If each daughter receives four times as much as each nephew, and each son receives five as much as each nephew. How much does each daughter receive ?",E,".
Answer Choices: (a) Rs. 1200 (b) Rs. 1500 (c) Rs. 1800 (d) Rs. 2400 (e) Rs. 2700
A: mapping:{x:the amount each daughter receives}
Eq1: 4x+5y=8600
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x,y')
Eq1 = Eq(4*x+5*y,8600)
print(solve(Eq1,x))
We got 1800 from Sympy, so the answer is c.",
98,"Silu and Meenu were walking on the road.
Silu said, ""I weigh 51 Kgs. How much do you weigh?""
Meenu replied that she wouldn't reveal her weight directly as she is overweight.
But she said, ""I weigh 29 Kgs plus half of my weight. ""How much does Meenu weigh?",D,"
Answer Choices: (a) 87 kg (b) 58 kg (c) 29 kg (d) 116 kg (e) 72 kg
A: mapping:{x:Meenu's weight}
Eq1: 2x=29+x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x,29+x)
print(solve(Eq1,x))
We got 58 from Sympy, so the answer is b.",
99,"Roy was suffering from severe headaches. He went to see his doctor and the doctor gave him 5 tablets asking him to take one tablet every 15 minutes.
How much time will it take Roy to consume all the 5 tablets?",E,".
Answer Choices: (a) 1 hour (b) 1 hour 15 minutes (c) 1 hour 30 minutes (d) 1 hour 45 minutes (e) 2 hours
A: mapping:{x:the time it will take Roy to consume all the 5 tablets}
Eq1: x=5*15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5*15)
print(solve(Eq1,x))
We got 75 from Sympy, so the answer is c.",
100,"In a bag of red and green sweets, the ratio of red sweets to green sweets is 3:4. If the bag contains 120 green sweets, how many red sweets are there?",A,"
Answer Choices: (a) 90 (b) 100 (c) 150 (d) 180 (e) 200
A: mapping:{x:the number of red sweets}
Eq1: 3x=4(120)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3*x,4*120)
print(solve(Eq1,x))
We got 180 from Sympy, so the answer is d.",
101,"A club consists of members whose ages are in A.P. The common difference being 3 months. If the youngest member of the club is just 7 years old and the sum of the ages of all the members is 250, then number of members in the club are :",C,"
Answer Choices: (a) 25 (b) 26 (c) 27 (d) 28 (e) 29
A: mapping:{x:number of members in the club}
Eq1: x=(250-7)/3+1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(250-7)/3+1)
print(solve(Eq1,x))
We got 27 from Sympy, so the answer is c.",
102,M men agree to purchase a gift for Rs. D. If 3 men drop out how much more will each have to contribute towards the purchase of the gift?,D,"
Answer Choices: (a) Rs. D/M (b) Rs. D/(M-3) (c) Rs. 3D/M (d) Rs. 3D/(M-3) (e) Rs. D/3
A: mapping:{x:the amount each man has to contribute towards the purchase of the gift}
Eq1: x=(D*(M-3))/M
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(D*(M-3))/M)
print(solve(Eq1,x))
We got D/(M-3) from Sympy, so the answer is b.",
103,"At what price should the Karan mark a sewing machine that costs him Rs. 1200/- so that even after offering a 20% discount, he makes 20% profit?",E,"
Answer Choices: (a) Rs. 1800/- (b) Rs. 1600/- (c) Rs. 1440/- (d) Rs. 1560/- (e) Rs. 1760/-
A: mapping:{x:the selling price of the sewing machine}
Eq1: x=1.2*1.2*1.2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1.2*1.2*1.2)
print(solve(Eq1,x))
We got Rs. 1800/- from Sympy, so the answer is a.",
104,"Train ‘A’ leaves Mumbai Central for Lucknow at 11 am, running at the speed of 40 kmph. Train ‘B’ leaves Mumbai Central for Lucknow by the same route at 2 pm on the same day, running at the speed of 72 kmph. At what time will the two trains meet each other?",A,"
Answer Choices: (a) 6 pm (b) 6.30 pm (c) 7 pm (d) 7.30 pm (e) 8 pm
A: mapping:{x:the time when the two trains meet each other}
Eq1: x=11+2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11+2)
print(solve(Eq1,x))
We got 13 from Sympy, so the answer is c.",
105,"Mark told John ""If you give me half your money I will have Rs.75. John said, ""if you give me one third of your money, I will have Rs.75/-. How much money did John have ?",B,".
Answer Choices: (a) Rs.150/- (b) Rs.225/- (c) Rs.300/- (d) Rs.375/- (e) Rs.450/-
A: mapping:{x:John's money}
Eq1: x/2+x/3=75
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/2+x/3,75)
print(solve(Eq1,x))
We got 300 from Sympy, so the answer is c.",
106,"The number of water lilies on a certain lake doubles every two days. If there is exactly one water lily on the lake, it takes 60 days for the lake to be fully covered with water lilies. In how many days will the lake be fully covered with lilies, if initially there were 64 water lilies on it?",D,"
Answer Choices: (a) 30 (b) 60 (c) 120 (d) 150 (e) Cannot be determined
A: mapping:{x:the number of days it takes for the lake to be fully covered with lilies}
Eq1: x=log2(64)+60
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,log(64,2)+60)
print(solve(Eq1,x))
We got 120 from Sympy, so the answer is c.",
107,x men working x hours per day can do x units of a work in x days. How much work can be completed by y men working y hours per day in y days?,B,".
Answer Choices: (a) x^3*y^3 (b) x^2*y^2 (c) x*y (d) x^3*y^2 (e) x^2*y^3
A: mapping:{x:the amount of work that can be completed by y men working y hours per day in y days}
Eq1: x=y^3*z^3",
108,"ABCDE is a regular pentagon with F at its center. How many different quadrilaterals can be formed by joining 4 of the points A,B,C,D,E and F?",D,".

Answer Choices: (a) 1 (b) 2 (c) 3 (d) 4 (e) 5

A: mapping:{x:the number of different quadrilaterals that can be formed by joining 4 of the points A,B,C,D,E and F}

There are 5 points in total, and we need to choose 4 points out of 5 points.

Eq1: x=C(5,4)

# using Python Sympy to solve for unknowns

from sympy import *

x = symbols('x')

Eq1 = Eq(x,C(5,4))

print(solve(Eq1,x))

We got 5 from Sympy, so the answer is e.",
