,question,answer,response,mapping
75,"My wall contains 8 red colour ties, 13 violet colour ties,10 blue colour ties, 5 pink colour ties, 4 green colour ties. If electricity is gone and I want at least two ties of same colour then how many ties I should take out from my rack?Answer Choices: A)2, B)3, C)4, D)5, E)6",E," In order to have at least two ties of the same color, you would need to take out at least two red ties, two violet ties, two blue ties, two pink ties, or two green ties. So the minimum number of ties you would need to take out would be 2. The answer is A.",
76,"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?Answer Choices: A)4, B)8, C)22, D)50, E)20",E," Jack's rate: 1/12 yacht/hr
Jill's rate: 1/12 * 0.05 = 1/240 yacht/hr

1/12 * 2/3 = 1/18 yacht is remaining

1/18 yacht/hr = 1/240 yacht/hr
 
1/18 = 1/240

18/240 = 1

1 * 240 = 240

240/18 = 13.33 hrs

Jill would take approximately 13.33 hours to finish the remaining work.",
77,"ABCDE is a regular pentagon with F at its center. How many different quadrilaterals can be formed by joining 4 of the points A,B,C,D,E and F?Answer Choices: A)12, B)10, C)5, D)15, E)20",D," There are 5C4 ways to choose 4 points from 5 points. There are 5C2 ways to choose 2 points from 5 points.
So the number of different quadrilaterals that can be formed is 5C4 * 5C2 = 12 * 10 = 120. The answer is A.",
78,"A sales person gets a 10% commission on each sale he makes. How many sales of $250 each must he make in order to reach a salary of at least $1000?Answer Choices: A)15, B)24, C)25, D)40, E)52",D, The sales person needs to make 10 sales of $250 each to reach a salary of $1000. The answer is C.,
79,"An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours. Which of the following represents the average speed, in miles per hour, for these two activities combined?Answer Choices: A)M + N / 8, B)2M + N / 8, C)M + N / 4, D)M + 3N / 8, E)M + N / 5",A, The average speed for the two activities combined would be (M + N) / (4 + 4) = (M + N) / 8. The answer is A.,
80,"The sum of the 5 consecutive two digit odd numbers when divided by 10 becomes a perfect square, which of the following can be one of these 5 numbers?Answer Choices: A)47, B)91, C)41, D)67, E)44",C," The sum of the 5 consecutive two digit odd numbers when divided by 10 becomes a perfect square, which of the following can be one of these 5 numbers?

The answer is c.",
81,"At an election meeting 10 speakers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?Answer Choices: A)10!/3, B)10!/6, C)10!/2, D)10!/4, E)10!/5",B, The answer is B)10!/6.,
82,"A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.Answer Choices: A)20 min, B)22 min, C)23 min, D)21 min, E)20 min",D," If A can construct a wall in 40 minutes, then A can construct 1/40 of a wall in 1 minute. Similarly, if B can
construct a wall in 45 minutes, then B can construct 1/45 of a wall in 1 minute. If both A and B are working
together, then they can construct 1/40 + 1/45 of a wall in 1 minute. So it would take them (40 + 45)/(1/40 + 1/45)
minutes to construct the wall. This simplifies to 85/1.8 = 47.2 minutes, or 0.79 hours. The answer is c.",
83,"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?Answer Choices: A)1, B)2, C)3, D)4, E)5",D, You would have to rent at least 4 DVDs to make it worth it to purchase the membership. The answer is D.,
84,"A trader sold an article at a profit of 20% for Rs.360. What is the cost price of the article?Answer Choices: A)270, B)300, C)280, D)320, E)315",B," If the trader sold the article at a profit of 20%, then the cost price would be 80% of Rs.360, which is Rs.288.
The answer is c.",
85,"John would make the 3-letter codes with diffenrent 5 vowels and 20 consonants with the condition that the middle letter must be vowel and the first letter and the third letter must be different from each other and are both consonant. How many different codes can be made?Answer Choices: A)1,980, B)2,020, C)2,100, D)2,200, E)1,900",E," There are 5 choices for the middle letter and 20 choices for each of the first and third letters. So there are
5 * 20 * 20 = 2,000 different codes that can be made. The answer is b.",
86,"Assistants are needed to prepare for preparation. Each helper can make either 2 large cakes or 35 small cakes/hr. The kitchen is available for 3 hours and 20 large cakes & 700 small cakes are needed. How many helpers are required?Answer Choices: A)8, B)10, C)12, D)15, E)19",B," If 1 helper can make 2 large cakes or 35 small cakes per hour, then:

2 large cakes/1 hour * 3 hours = 6 large cakes
35 small cakes/1 hour * 3 hours = 105 small cakes

6 large cakes + 105 small cakes = 111 cakes

Since 111 cakes are needed and 1 helper can make 111 cakes in 3 hours, then 1 helper is needed.

The answer is A.",
87,"Silu and Meenu were walking on the road.
Silu said, ""I weigh 51 Kgs. How much do you weigh?""
Meenu replied that she wouldn't reveal her weight directly as she is overweight.
But she said, ""I weigh 29 Kgs plus half of my weight. ""How much does Meenu weigh?Answer Choices: A)12, B)28, C)27, D)58, E)91",D, Meenu's weight would be 29 + (29/2) = 58.5 kg. The answer is D.,
88,"A man walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed isAnswer Choices: A)4 1/3 km/h, B)7 2/3 km/h, C)9 ½ km/h, D)8 km/h, E)81 km/h",A," The average speed would be the total distance traveled divided by the total time taken. The total distance
traveled would be 5 kmph * 6 hrs + 4 kmph * 12 hrs = 90 km. The total time taken would be 6 hrs + 12 hrs = 18
hrs. So the average speed would be 90 km / 18 hrs = 5 km/hr. The answer is d.",
89,"A rectangle has a length of 8 centimeters and a width of 3 centimeters. Find the perimeter.Answer Choices: A)18cm, B)22cm, C)20cm, D)30cm, E)28cm",B, The perimeter of the rectangle is 2(8) + 2(3) = 18 + 6 = 24. The answer is c.,
90,"An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?Answer Choices: A)300, B)200, C)400, D)100, E)500",C," The total contribution would have been Rs. 6.24 lakh. So 6.24 lakh = 6 lakh + (60 * x). This means x = 200.
The answer is b.",
91,"[(272 - 32) (124 + 176)] / (17 x 15 - 15) = ?Answer Choices: A)0, B)2.25, C)300, D)400, E)None of these",C, The answer is B) 2.25,
92,"Train ‘A’ leaves Mumbai Central for Lucknow at 11 am, running at the speed of 40 kmph. Train ‘B’ leaves Mumbai Central for Lucknow by the same route at 2 pm on the same day, running at the speed of 72 kmph. At what time will the two trains meet each other?Answer Choices: A)12 am on the next day, B)5 am on the next day, C)5 pm on the next day, D)2 pm on the next day, E)None of these",A, Train A will take 9 hours to reach Lucknow and Train B will take 5 hours to reach Lucknow. Train B will reach Lucknow 5 hours before Train A. So they will meet at 5 pm on the same day. The answer is C.,
93,"In a bag of red and green sweets, the ratio of red sweets to green sweets is 3:4. If the bag contains 120 green sweets, how many red sweets are there?Answer Choices: A)90, B)80, C)95, D)100, E)85",A," If the ratio of red sweets to green sweets is 3:4, then for every 3 red sweets there are 4 green sweets. So if
there are 120 green sweets, then there would be 120 / 4 * 3 = 90 red sweets. The answer is a.",
94,"If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?Answer Choices: A)x > y, B)y^2 > x^2, C)-x^3 < y^2, D)–x < y, E)x < –y",B," If x<0, y>0, and |x^3| > |y^2|, then -x^3 < y^2. So -x < y. The answer is D.",
95,"A computer routine was developed to generate two numbers (x,y) the first being a random number between 0 and 100 inclusive, and the second being less than or equal to the square root of the first. Each of the following pair satisfies the routine exceptAnswer Choices: A)(99,10), B)(85,9), C)(50,7), D)(1,1), E)(1,0)",A," The correct answer is D) (1,1).",
96,"Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?Answer Choices: A)23.65, B)1000, C)35.62, D)2.65, E)1023.65",A," The greatest positive even integer less than or equal to 1023.65 is 1022. So the difference between the actual
property and the recorded property is 1023.65 - 1022 = 1.65. The answer is D.",
97,"A hollow cube of size 5cm is taken, with the thickness of 1cm. It is made of smaller cubes of size 1cm .If the outer surface of the cube is painted how many faces of the smaller cubes remain unpainted?Answer Choices: A)438, B)550, C)500, D)450, E)498",A," There are 6 faces on a cube, and each cube has 8 vertices. So for a cube of size 5cm, there would be 6 * 5^3
= 750 faces. For a cube of size 1cm, there would be 6 * 1^3 = 6 faces. So the number of faces that would be
unpainted would be 750 - 6 = 744. The answer is a.",
98,"64 boys and 40 girls form a group for social work. During their membership drive, the same number of boys and girls joined the group. How many members does the group have now, if the ratio of boys to girls is 4:3?Answer Choices: A)277, B)288, C)200, D)277, E)168",E," The ratio of boys to girls in the group is 4:3. So if x is the number of boys who joined, then 3x is the number of girls who joined. So 4x + 3x = x + 3x = 100. So x = 25. So there are now 64 + 25 = 89 boys and 40 + 75 = 115 girls. So the ratio of boys to girls is 89:115, which is not 4:3. The answer is E.",
99,"Find out which of the following values is the multiple of X, if it is divisible by 9 and 12?Answer Choices: A)36, B)15, C)17, D)5, E)7",A, The answer is A) 36.,
100,"When folded into two equal halves a rectangular sheet had a perimeter of 48cm for each part folded along one set of sides and the same is 66cm when folded along the other set of sides. Find the area of the sheet.Answer Choices: A)1584, B)1120, C)792, D)1320, E)1200",B," Let the length of the sheet be x cm and the width be y cm.

When folded along one set of sides, the perimeter is 2x + 2y = 48.

When folded along the other set of sides, the perimeter is 2x + 2y = 66.

This means that x + y = 36.

Now we can plug this value of x + y into either equation to solve for x or y.

2x + 2y = 48
2x + 2(36) = 48
2x = 12
x = 6

Now we know that the length of the sheet is 6 cm. We can plug this value into either equation to solve for y.

2x + 2y = 66
2(6) + 2y = 66
12 + 2y = 66
2y = 54
y = 27

Now we know that the width of the sheet is 27 cm.

The area of the sheet is 6 cm * 27 cm = 162 cm^2.

The answer is C.",
101,"R, S, T, and U are points on a line, and U is the midpoint of line segment ST. If the lengths of line segments RS, RT, and ST are 5, 17, and 22, respectively. What is the length of line segment RU?Answer Choices: A)6, B)7, C)8, D)9, E)10",A, The length of line segment RU would be half the length of line segment ST. So the length of line segment RU would be 11. The answer is D.,
102,"Find 25/12*5Answer Choices: A)2.5498, B)0.4167, C)3.3987, D)8.5497, E)5.6312",B, 25/12*5=2.0833,
103,"x men working x hours per day can do x units of a work in x days. How much work can be completed by y men working y hours per day in y days?Answer Choices: A)x2/y2 units, B)y3/x2 units, C)x3/y2 units, D)y2/x2 units, E)None of these",B, The answer is D)y2/x2 units.,
104,"A man spends 70% of his income. If his income increases by 20%, then what will be his new expenditure?Answer Choices: A)58.3%, B)62.5%, C)63.5%, D)64.5%, E)65.5%",A," If the man spends 70% of his income, then his expenditure is 0.7 * his income. If his income increases by 20%,
then his new income would be 1.2 * his old income. So his new expenditure would be 0.7 * 1.2 * his old income,
which is 0.856 * his old income. This is equal to 85.6%. The answer is E.",
105,"A man borrows Rs.360 If he pays it back in 12 monthly installments of Rs.31.50, what is his interest rate?Answer Choices: A)1.5%, B)4.5%, C)10%, D)5%, E)12%",D," The monthly interest rate would be (31.50 - 360) / (12 * 360) = 0.045, or 4.5%. The answer is b.",
106,"Train A leaves a station every 16 minutes and Train B leaves every 17 minutes. If both trains just left the station simultaneously, how long until they do so again?Answer Choices: A)272 minutes, B)304 minutes, C)190 minutes, D)70 minutes, E)35 minutes",A," The least common multiple of 16 and 17 is 272. So Train A and Train B will next leave the station together
after 272 minutes. The answer is A.",
107,"A cyclist travels at 12 miles per hour. How many minutes will it take to travel 48 miles?Answer Choices: A)1, B)240, C)30, D)60, E)120",B," It will take 4 hours to travel 48 miles. There are 60 minutes in an hour. So it will take 4 * 60 = 240 minutes
to travel 48 miles. The answer is B.",
108,"One gram of a certain health food contains 9 percent of the minimum daily requirement of vitamin E and 8 percent of the minimum daily requirement of vitamin A. If vitamins E and A are to be obtained from no other source, how many grams of the health food must be eaten daily to provide at least the minimum daily requirement of both vitamins?Answer Choices: A)8.5, B)10.5, C)12.5, D)14.5, E)16.5",C," If 9% of the minimum daily requirement of vitamin E is obtained from 1 gram of the health food, then 100%
of the minimum daily requirement of vitamin E would be obtained from 1 / 0.09 = 11.1 grams of the health food.
Similarly, if 8% of the minimum daily requirement of vitamin A is obtained from 1 gram of the health food, then
100% of the minimum daily requirement of vitamin A would be obtained from 1 / 0.08 = 12.5 grams of the health
food. So the person would need to eat at least 11.1 grams of the health food to get the minimum daily requirement
of vitamin E, and at least 12.5 grams of the health food to get the minimum daily requirement of vitamin A. The
answer is 12.5 grams. The answer is c.",
109,"Five dozen toys are packed in a box and 98 boxes are kept in a tempo. How many tempos can lift 29400 toys in one round ?Answer Choices: A)4, B)5, C)7, D)6, E)8",B," There are 12 toys in one dozen. So 5 dozen toys would be 5 * 12 = 60 toys. There are 98 boxes, each with 60
toys. So 98 * 60 = 5880 toys. 29400 / 5880 = 5 tempos. The answer is b.",
110,"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?Answer Choices: A)8%, B)10%, C)12.5%, D)16.7%, E)25%",C, The cost of new tires is $180 per tire and the cost of repairing the current tires is $40 per tire. The cost per year of the new tires is $180/4=$45 and the cost per year of repairing the current tires is $40. The difference is $5. The percent difference is $5/$40*100=12.5%. The answer is C.,
111,"there are more than 501 students in a school such that 20% of them exactly took physics and 28% of them exactly took math. What could be the least possible no of students in the school?Answer Choices: A)550, B)570, C)600, D)700, E)none of these",E," If 20% of the students took physics and 28% of the students took math, then at least 48% of the students took
either physics or math. So the school must have at least 501 * 0.48 = 240.48 students, which rounds up to 241
students. The answer is C.",
112,"A jeep travels a certain distance taking 6 hours in the forward journey. During the return journey, it increased its speed by 12km/hr and took 4 hours. What is the distance travelled by the jeep?Answer Choices: A)126km, B)144km, C)127km, D)228km, E)128km",B," The jeep's speed during the return journey would have been (6+4)/2 + 12/2 = 10 km/hr. So the distance
traveled during the return journey would have been 10 km/hr * 4 hrs = 40 km. The distance traveled during the
forward journey would have been 6 km/hr * 6 hrs = 36 km. So the total distance traveled would have been 40 + 36
= 76 km. The answer is a.",
113,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?Answer Choices: A)(ay−by)/2, B)(ab−ay)/2, C)(by−ay)/2, D)(ay+by)/x, E)(a−b)/2y",C," The area of a triangle with vertices at (a,0), (b,0), and (x,y) can be represented as (1/2)*abs(a*y-b*y). Since a>x>b>0>y, we can say that a*y>b*y. Therefore, the area of the triangle is (1/2)*abs(a*y-b*y) = (1/2)*(a*y-b*y) = (ay-by)/2. The answer is A.",
114,"Julie’s yard is rectangular. One side of the yard is 100 feet wide. The total area of the yard is 3,000 square feet. What is the length of the other side of the yard?Answer Choices: A)30 feet, B)20 feet, C)10 feet, D)50 feet, E)60 feet",A," The length of the other side of the yard would have to be 3,000 / 100 = 30 feet. The answer is A.",
115,"The number of water lilies on a certain lake doubles every two days. If there is exactly one water lily on the lake, it takes 60 days for the lake to be fully covered with water lilies. In how many days will the lake be fully covered with lilies, if initially there were 64 water lilies on it?Answer Choices: A)15, B)28, C)30, D)53, E)59",D," The number of water lilies on the lake will double every two days. So after two days, there will be 2 lilies,
after 4 days there will be 4 lilies, after 6 days there will be 8 lilies, and so on. It will take 28 days for the
lake to be fully covered with lilies. The answer is B.",
116,"Machine A puts out a yo-yo every 6 minutes. Machine B puts out a yo-yo every 9 minutes. After how many minutes will they have produced 10 yo-yos?Answer Choices: A)24 minutes, B)32 minutes, C)36 minutes, D)64 minutes, E)72 minutes",C," Machine A produces a yo-yo every 6 minutes and Machine B produces a yo-yo every 9 minutes.
It will take Machine A 24 minutes to produce 10 yo-yos and it will take Machine B 36 minutes to produce 10 yo-yos.
Therefore, it will take a total of 60 minutes for both machines to produce 10 yo-yos.
The answer is C.",
117,"Alice wants to put up fencing around three sides of her rectangular yard and leave one side of 10 meters unfenced. If the yard has an area of 240 square meters, how many meters of fencing does she need?Answer Choices: A)58, B)62, C)66, D)70, E)74",A," The area of the yard is 240 square meters. This means that the length times the width is 240. If the width is 10
meters, then the length must be 24 meters. The perimeter of the yard would be 24 + 10 + 24 + 10 = 68 meters.
Alice needs 68 - 10 = 58 meters of fencing. The answer is A.",
118,"Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?Answer Choices: A)$8, B)$10, C)$13.6, D)$22.9, E)$40",C," If the price of each article decreased by 15%, then the new price would be 85% of the original price. So if the
original price of each article was $x, then the new price would be $0.85x. If Anna is able to buy 5 more articles
for $300, then she would have spent $1500 on the original 10 articles. So $1500 = 10x, and x = $150. So the new
price of each article would be $0.85($150) = $127.50. The answer is c.",
119,"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?Answer Choices: A)50, B)70, C)75, D)100, E)125",C," If 50% of the files were not infected by a virus, then that means that 50% of the files were infected by a virus.
If the number of files that are infected only by a worm is 2.5 times the number of files that are infected by both
a virus and a worm, then that means that for every 4 files that are infected by both a virus and a worm, there is 1
file that is infected only by a worm. So if 50% of the files are infected by a virus, then that means that 50% of
the files are infected by both a virus and a worm, and 12.5% of the files are infected only by a worm. So the total
number of files that are infected by either a virus or a worm or both is 100% + 12.5% = 112.5%. The number of files
that are NOT infected by either a virus or a worm or both is 100% - 112.5% = -12.5%. Since this is not possible, the
answer must be E.",
120,"A car is being driven, in a straight line and at a uniform speed, towards the base of a vertical tower. The top of the tower is observed from the car and, in the process, it takes 10 minutes for the angle of elevation to change from 45° to 60°. After how much more time will this car reach the base of the tower?Answer Choices: A)5(√3 + 1), B)6(√3 + √2), C)7(√3 – 1), D)8(√3 – 2), E)None of these",A, The answer is D)8(√3 – 2).,
121,"What is the sum of three consecutive integers whose product can be expressed as 727+728+729.Answer Choices: A)37, B)38, C)36, D)30, E)39",E," The product of three consecutive integers can be expressed as (x)(x+1)(x+2). So (x)(x+1)(x+2) = 727 + 728 + 729.
This can be simplified to x^3 + 3x^2 + 2x - 2160 = 0. Using the cubic equation formula, we can find that x = -9.
So the three consecutive integers are -9, -8, and -7. The sum of these numbers is -24. The answer is c.",
122,"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?Answer Choices: A)$83, B)$92, C)$90, D)$97, E)$104",D, The average wages of the worker during the first 7 days was $87 per day and the average wages during the last 7 days was $92 per day. This means that the total wages for the first 7 days was $87 * 7 = $609 and the total wages for the last 7 days was $92 * 7 = $644. The total wages for the fortnight was $90 * 15 = $1350. This means that the wages for the 8th day must have been $1350 - $609 = $741. The answer is D.,
123,"The telephone bill of a certain establishment is party fixed and partly varies as the number of calls consumed. When in a certain month 540 calls made the bill is Rs.1800. In another month 620 calls are consumed then the bill becomes Rs.2040. In another month 500 units are consumed due to more
holidays. The bill for that month would be :Answer Choices: A)Rs.1560, B)Rs.1680, C)Rs.1840, D)Rs.1950, E)Rs.1690",B," The bill is partly fixed and partly varies as the number of calls consumed. When 540 calls are made, the bill is Rs.1800. When 620 calls are made, the bill is Rs.2040. So the variable part of the bill is Rs.2040 - Rs.1800 = Rs.240. The bill for 500 calls would be Rs.1800 + Rs.240(500/540) = Rs.1840. The answer is c.",
124,"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?Answer Choices: A)46, B)81, C)126, D)252, E)None",C," The length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet. So the
total length of the parking space is 9 + 37 = 46 feet. The width of the parking space is the length of one of the
painted sides, which is 37 / 3 = 12.5 feet. So the area of the parking space is 46 * 12.5 = 575 / 2 = 287.5 / 2 =
143.75 square feet. The answer is D.",
125,"Calculate the maximum distance you can travel with $8.50 on a cab which charges $3.50 for the first quarter-mile and 10 cents for each additional quarter mile.Answer Choices: A)11.75 miles, B)12.75 miles, C)17.75 miles, D)14.75 miles, E)10.75 miles",B, The maximum distance that can be traveled is 8.50 / 0.10 = 85 miles. The answer is c.,
126,"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?Answer Choices: A)10%, B)25%, C)28%, D)30%, E)36%",E, The total discount available at that retailer would be 20% + 20% = 40%. The answer is D.,
127,"The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, what is the other?Answer Choices: A)242, B)308, C)352, D)412, E)456",A," The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, then the other integer is 7700 / 350 = 22. The answer is a.",
128,"Car ‘X’ covers a distance of 320 kms in 8 hours and car ‘Y’ covers a distance of 415 kms in 5 hrs. What is the difference in the speed of the two cars?Answer Choices: A)42kms/hr, B)41km/hr, C)43kms/hr, D)45kms/hr, E)None of these",C, Speed of car X = 320/8 = 40 km/hr. Speed of car Y = 415/5 = 83 km/hr. Difference in speed = 83 - 40 = 43 km/hr. The answer is c.,
129,"An aeroplane flies along the four sides of a square at the speeds of 200, 400, 600 and 800km/hr. Find the average speed of the plane around the field?Answer Choices: A)384, B)562, C)458, D)156, E)452",A, The average speed of the plane would be the sum of the speeds divided by the number of sides. So (200 + 400 + 600 + 800) / 4 = 384. The answer is a.,
130,"The value of log2 4 is:Answer Choices: A)2, B)4, C)6, D)8, E)12",A, The value of log2 4 is 2.,
131,"Add: +45 and -30Answer Choices: A)-30, B)+30, C)0, D)15, E)-15",D, The answer is D)15.,
132,"The events A and B are independent. The probability that event A occurs is 0.6, and the probability that at least one of the events A or B occurs is 0.96. What is the probability that event B occurs?Answer Choices: A)0.5, B)0.6, C)0.7, D)0.8, E)0.9",E," The probability that at least one of the events A or B occurs is 0.96. This means that the probability that
neither A nor B occurs is 1 - 0.96 = 0.04. Since A and B are independent, the probability that A occurs and B
does not is 0.6 * (1 - 0.6) = 0.24. The probability that B occurs and A does not is (1 - 0.6) * 0.6 = 0.24. The
probability that at least one of A or B occurs is 0.24 + 0.24 + 0.6 = 0.96. The answer is c.",
133,"A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?Answer Choices: A)9 Trousers, B)8 Trousers, C)10 Trousers, D)7 Trousers, E)11 Trousers",A, The maximum number of trousers that can be bought is 810 / 70 = 11.5. The answer is e.,
134,"20 marbles were pulled out of a bag of only white marbles, painted black, and then put back in. Then, another 20 marbles were pulled out, of which 1 was black, after which they were all returned to the bag. If the percentage of black marbles pulled out the second time represents their percentage in the bag, how many marbles in total Q does the bag currently hold?Answer Choices: A)40, B)200, C)380, D)400, E)3200",D," If the percentage of black marbles pulled out the second time represents their percentage in the bag, then the bag currently holds 400 marbles. The answer is D.",
135,"M = abc is a three digit number and N = cba, if M > N and M - N + 396c = 990. Then how many values of M are more than 300.Answer Choices: A)20, B)30, C)40, D)200, E)None",A," If M > N and M - N + 396c = 990, then M - N = 990 - 396c. So M > N if and only if M - N > 0. This happens if and only if 990 - 396c > 0, which is true if and only if c < 2.5. There are 40 three-digit numbers with c < 2.5, so the answer is c.",
136,"What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?Answer Choices: A)3400, B)1700, C)3440, D)Cannot be determined, E)None of these",C," The cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre would be 340*10=3400. Hence, the answer is A)3400.",
137,"10kg of a mixture contains 30% sand and 70% clay. In order to make the mixture contain equal quantities of clay and sand how much of the mixture is to be removed and replaced with pure sand?Answer Choices: A)10/7, B)20/7, C)30/7, D)40/7, E)50/7",B," The total quantity of sand in the mixture is 10*0.3=3 kg. To make the mixture contain equal quantities of clay and sand, 3 kg of sand has to be removed and replaced with pure sand. So the quantity of mixture to be removed is 3/7. The answer is C.",
138,"A two digit number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?Answer Choices: A)12, B)24, C)42, D)48, E)49",B," Let the number be 10x + y. Then, 10x + y - (x + y) = 18 --> 9x = 18 --> x = 2. So, the number is 2y. Since the digit at the unit's place is double the digit in the ten's place, y = 4. So, the number is 24. The answer is B.",
139,"A merchant receives an invoice for a motor boat for $20 000 with terms 4/30, n/100. What is the highest simple interest rate at which he can afford to borrow money in order to take advantage of the discount?Answer Choices: A)247.67, B)237.67, C)227.67, D)215.67, E)None of these",A, The highest simple interest rate at which the merchant can afford to borrow money is 237.67%.,
140,"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?Answer Choices: A)10, B)23, C)16, D)18, E)12",E," If the coin landed on Heads 10 times, then it would have landed on Tails 10 times. But since neither of them
won or lost any amount, that means the coin must have landed on Heads an even number of times. The only
possible answer is 10. The answer is a.",
141,"Janice bikes at 10 miles per hour, while Jennie bikes at 20. How long until they have collectively biked 1 mile?Answer Choices: A)1 minute, B)2 minutes, C)3 minutes, D)4 minutes, E)5 minutes",B," Jennie will bike 1 mile in 1/20 hour, or 3 minutes. Janice will bike 1 mile in 1/10 hour, or 6 minutes. So
together, they will bike 1 mile in 3 + 6 = 9 minutes. The answer is C.",
142,"The average (arithmetic mean) of the weight of 10 vehicles is 12.2 tons. The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group? What is the weight in tons of the heavy duty truck?Answer Choices: A)40.8, B)41.6, C)42.2, D)43.5, E)44.8",A, The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group. This means that the new heavy duty truck must weigh 2.6 tons. The answer is B.,
143,"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:Answer Choices: A)10, B)11, C)12, D)13, E)14",A," 2272 / N = 875 / N + R
2772 / N = 875 / N + R
N = 2272 - 875 = 1397
N = 875 - 2272 = -1397
N can't be negative, so N = 1397
The sum of the digits of N is 10 + 9 + 7 = 26. The answer is A.",
144,"8 man work for 6 days to complete a work. How many men are required to complete same work in 1/2 day.Answer Choices: A)93 men, B)94 men, C)95 men, D)96 men, E)97 men",D," 8 men work for 6 days to complete a work. How many men are required to complete same work in 1/2 day.

The answer is c.",
145,"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?Answer Choices: A)44%, B)66%, C)68%, D)72%, E)75%",E," The average of the passing students is 83 and the average of the failing students is 55. The overall class
average is 76. So (83 + 55) / 2 = 76. This means that 83 + 55 = 152. So the percentage of the class that passed
would be 83 / 152 = 54.55%. The answer is B.",
146,"If n is such that 36 ≤ n ≤ 72, then x = (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4) satisfiesAnswer Choices: A)20 < x < 54, B)23 < x < 58, C)25 < x < 64, D)28 < x < 60, E)None of these",D,"

The answer is D) 28 < x < 60.",
147,"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth?Answer Choices: A)56, B)58, C)60, D)62, E)64",A," The area of a triangle is 1/2 * base * height. So 1/2 * base * height = 70. This means that base * height = 140.
If the cloth is cut diagonally in half, then the base of each triangle would be the same as the height of the
rectangle. So the height of the rectangle would be 140 / 4 = 35. The perimeter of the original square piece of
cloth would have been 4 * 35 = 140. The answer is D.",
148,"30 is subtracted from a number, it is reduced to its one third. What is the value of 50% of that number?Answer Choices: A)22.5, B)84, C)21, D)24, E)25",A," Let the number be x. So, x-30=x/3⇒x=90. 50% of 90 is 45. The answer is B.",
