,question,answer,response,mapping,response_answer,equations,correct
98," At the arcade, Jerry won c0 tickets playing 'whack a mole' and c1 tickets playing 'skee ball'. If he spent c2 of his tickets on a hat, how many tickets does Jerry have left? ",34,"Solve the problem step by step:
1. Add the number of tickets Jerry won playing 'whack a mole' and 'skee ball' to calculate the total number of tickets. Let x be the total number of tickets,
x = c0 + c1
2. Subtract the number of tickets Jerry spent on the hat from the total number of tickets to calculate the answer.
answer = x - c2","{'c0': 29.0, 'c1': 17.0, 'c2': 12.0}",34,"['x = c0 + c1', 'answer = x - c2']",1
99, Cody had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,35,"Solve the problem step by step:
1. Add the amount of money Cody got for his birthday to the amount of money he originally had to calculate his total money. Let x be the total money he had,
x = c0 + c1
2. Subtract the amount of money he spent on the new game from his total money to calculate the answer.
answer = x - c2","{'c0': 45.0, 'c1': 9.0, 'c2': 19.0}",35,"['x = c0 + c1', 'answer = x - c2']",1
100," For the school bake sale Carol made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",49,"Solve the problem step by step:
1. Subtract the number of cupcakes sold from the original number of cupcakes to calculate the number of cupcakes Carol had left. Let x be the number of cupcakes left,
x = c0 - c1
2. Add the number of cupcakes made to the number of cupcakes left to calculate the answer.
answer = x + c2","{'c0': 30.0, 'c1': 9.0, 'c2': 28.0}",49,"['x = c0 - c1', 'answer = x + c2']",1
101, For Halloween Faye scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Faye have now? ,62,"Solve the problem step by step:
1. Subtract the number of candies Faye ate on the first night from the total number of candies she had to calculate the number of candies she had before her sister gave her more. Let x be the number of candies she had before her sister gave her more,
x = c0 - c1
2. Add the number of candies her sister gave her to the number of candies she had before to calculate the total number of candies she has now.
y = x + c2
3. The answer is y, the total number of candies Faye has now. 
answer = y","{'c0': 47.0, 'c1': 25.0, 'c2': 40.0}",62,"['x = c0 - c1', 'y = x + c2', 'answer = y']",1
102," Kaleb had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Kaleb have? ",24,"Solve the problem step by step:
1. Subtract the number of books sold from the original number of books to calculate the number of books Kaleb has left. Let x be the number of books Kaleb has left,
x = c0 - c1
2. Divide the total money earned from selling the books by the price of each new book to calculate the number of new books Kaleb can buy. Let y be the number of new books Kaleb can buy,
y = total money earned / c2
3. Add the number of books Kaleb has left and the number of new books he bought to calculate the answer.
answer = x + y","{'c0': 34.0, 'c1': 17.0, 'c2': 7.0}",,"['x = c0 - c1', 'y = total money earned / c2', 'answer = x + y']",0
103, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,48,"Solve the problem step by step:
1. Subtract the number of students who left from the original number of students to calculate the number of students who remained. Let x be the number of students who remained,
x = c0 - c1
2. Add the number of new students who came to the school to the number of students who remained to calculate the answer.
answer = x + c2","{'c0': 10.0, 'c1': 4.0, 'c2': 42.0}",48,"['x = c0 - c1', 'answer = x + c2']",1
104," Oliver had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",61,"Solve the problem step by step:
1. Subtract the amount of money spent from the amount of money Oliver had in January to calculate the amount of money he had in March. Let x be the amount of money he had in March,
x = c0 - c1
2. Add the amount of money he got from his mom to the amount of money he had in March to calculate the answer.
answer = x + c2","{'c0': 33.0, 'c1': 4.0, 'c2': 32.0}",61,"['x = c0 - c1', 'answer = x + c2']",1
105," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",40,"Solve the problem step by step:
1. Subtract the number of roses sold from the original number of roses to calculate the number of roses she had left. Let x be the number of roses she had left,
x = c0 - c1
2. Add the number of roses picked later to the number of roses she had left to calculate the answer.
answer = x + c2","{'c0': 37.0, 'c1': 16.0, 'c2': 19.0}",40,"['x = c0 - c1', 'answer = x + c2']",1
106," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",20,"Solve the problem step by step:
1. Subtract the number of worksheets graded from the original number of worksheets to calculate the number of worksheets left to grade. Let x be the number of worksheets left to grade,
x = c0 - c1
2. Add the number of additional worksheets turned in to the number of worksheets left to grade to calculate the answer.
answer = x + c2","{'c0': 6.0, 'c1': 4.0, 'c2': 18.0}",20,"['x = c0 - c1', 'answer = x + c2']",1
107," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",10,"Solve the problem step by step:
1. Subtract the number of books sold from the number of books originally in the bin to calculate the number of books left in the bin. Let x be the number of books left in the bin,
x = c0 - c1
2. Add the number of books put back in the bin to the number of books left in the bin to calculate the answer.
answer = x + c2","{'c0': 41.0, 'c1': 33.0, 'c2': 2.0}",10,"['x = c0 - c1', 'answer = x + c2']",1
108," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",41,"Solve the problem step by step:
1. Subtract the number of customers who left from the original number of customers to calculate the number of customers remaining. Let x be the number of customers remaining,
x = c0 - c1
2. Add the number of new customers to the number of customers remaining to calculate the answer.
answer = x + c2","{'c0': 19.0, 'c1': 14.0, 'c2': 36.0}",41,"['x = c0 - c1', 'answer = x + c2']",1
109," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",6,"Solve the problem step by step:
1. Subtract the number of people who left the line from the original number of people in line to calculate the number of people remaining in line. Let x be the number of people remaining in line,
x = c0 - c1
2. Add the number of people who got in line to the number of people remaining in line to calculate the answer.
answer = x + c2","{'c0': 9.0, 'c1': 6.0, 'c2': 3.0}",6,"['x = c0 - c1', 'answer = x + c2']",1
110," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",51,"Solve the problem step by step:
1. Subtract the number of worksheets graded from the original number of worksheets to calculate the number of worksheets left to grade. Let x be the number of worksheets left to grade,
x = c0 - c1
2. Add the number of additional worksheets turned in to the number of worksheets left to grade to calculate the answer.
answer = x + c2","{'c0': 7.0, 'c1': 2.0, 'c2': 46.0}",51,"['x = c0 - c1', 'answer = x + c2']",1
111," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",33,"Solve the problem step by step:
1. Subtract the number of old songs deleted from the original number of songs to calculate the number of songs left on the mp3 player. Let x be the number of songs left,
x = c0 - c1
2. Add the number of new songs added to the number of songs left to calculate the answer.
answer = x + c2","{'c0': 8.0, 'c1': 5.0, 'c2': 30.0}",33,"['x = c0 - c1', 'answer = x + c2']",1
112," Maria picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",52,"Solve the problem step by step:
1. Subtract the number of carrots thrown out from the number of carrots picked to calculate the number of carrots Maria had left. Let x be the number of carrots left,
x = c0 - c1
2. Add the number of carrots picked the next day to the number of carrots left to calculate the answer.
answer = x + c2","{'c0': 48.0, 'c1': 11.0, 'c2': 15.0}",52,"['x = c0 - c1', 'answer = x + c2']",1
113, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,27,"Solve the problem step by step:
1. Subtract the number of old oranges thrown away from the original number of oranges to calculate the number of oranges left in the bin. Let x be the number of oranges left in the bin,
x = c0 - c1
2. Add the number of new oranges put in the bin to the number of oranges left in the bin to calculate the answer.
answer = x + c2","{'c0': 34.0, 'c1': 20.0, 'c2': 13.0}",27,"['x = c0 - c1', 'answer = x + c2']",1
114," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",26,"Solve the problem step by step:
1. Subtract the number of customers who left from the original number of customers to calculate the number of customers remaining. Let x be the number of customers remaining,
x = c0 - c1
2. Add the number of new customers to the number of customers remaining to calculate the answer.
answer = x + c2","{'c0': 47.0, 'c1': 41.0, 'c2': 20.0}",26,"['x = c0 - c1', 'answer = x + c2']",1
115, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,29,"Solve the problem step by step:
1. Subtract the number of students who left from the original number of students to calculate the number of students who remained. Let x be the number of students who remained,
x = c0 - c1
2. Add the number of new students who came to the school to the number of students who remained to calculate the answer.
answer = x + c2","{'c0': 33.0, 'c1': 18.0, 'c2': 14.0}",29,"['x = c0 - c1', 'answer = x + c2']",1
116," For the school bake sale Katie made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",26,"Solve the problem step by step:
1. Subtract the number of cupcakes sold from the original number of cupcakes to calculate the number of cupcakes she had left. Let x be the number of cupcakes she had left,
x = c0 - c1
2. Add the number of cupcakes she made to the number of cupcakes she had left to calculate the answer.
answer = x + c2","{'c0': 26.0, 'c1': 20.0, 'c2': 20.0}",26,"['x = c0 - c1', 'answer = x + c2']",1
117," Adam had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",8,"Solve the problem step by step:
1. Subtract the amount of money spent at the store from the original amount of money Adam had to calculate the amount of money he had before his allowance. Let x be the amount of money he had before his allowance,
x = c0 - c1
2. Add the amount of money he got for his allowance to the amount of money he had before his allowance to calculate the answer.
answer = x + c2","{'c0': 5.0, 'c1': 2.0, 'c2': 5.0}",8,"['x = c0 - c1', 'answer = x + c2']",1
118," Tiffany was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",56,"Solve the problem step by step:
1. Subtract the number of lives lost from the original number of lives to calculate the number of lives Tiffany had before getting more lives. Let x be the number of lives Tiffany had before getting more lives,
x = c0 - c1
2. Add the number of lives Tiffany got in the next level to the number of lives she had before to calculate the answer.
answer = x + c2","{'c0': 43.0, 'c1': 14.0, 'c2': 27.0}",56,"['x = c0 - c1', 'answer = x + c2']",1
119," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",17,"Solve the problem step by step:
1. Subtract the number of people who left the line from the original number of people in line to calculate the number of people remaining in line. Let x be the number of people remaining in line,
x = c0 - c1
2. Add the number of people who got in line to the number of people remaining in line to calculate the answer.
answer = x + c2","{'c0': 12.0, 'c1': 10.0, 'c2': 15.0}",17,"['x = c0 - c1', 'answer = x + c2']",1
120," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",50,"Solve the problem step by step:
1. Subtract the number of customers who left from the original number of customers to calculate the number of customers remaining. Let x be the number of customers remaining,
x = c0 - c1
2. Add the number of new customers to the number of customers remaining to calculate the answer.
answer = x + c2","{'c0': 14.0, 'c1': 3.0, 'c2': 39.0}",50,"['x = c0 - c1', 'answer = x + c2']",1
121," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",25,"Solve the problem step by step:
1. Subtract the number of people who left the line from the original number of people in line to calculate the number of people remaining in line. Let x be the number of people remaining in line,
x = c0 - c1
2. Add the number of people who got in line to the number of people remaining in line to calculate the answer.
answer = x + c2","{'c0': 30.0, 'c1': 10.0, 'c2': 5.0}",25,"['x = c0 - c1', 'answer = x + c2']",1
122," Faye had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",79,"Solve the problem step by step:
1. Subtract the number of coloring books given away from the original number of coloring books to calculate the number of coloring books Faye had after giving some away. Let x be the number of coloring books she had after giving some away,
x = c0 - c1
2. Add the number of coloring books she bought to the number of coloring books she had after giving some away to calculate the answer.
answer = x + c2","{'c0': 34.0, 'c1': 3.0, 'c2': 48.0}",79,"['x = c0 - c1', 'answer = x + c2']",1
123," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",10,"Solve the problem step by step:
1. Subtract the number of old songs deleted from the original number of songs to calculate the number of songs left on the mp3 player. Let x be the number of songs left,
x = c0 - c1
2. Add the number of new songs added to the number of songs left to calculate the answer.
answer = x + c2","{'c0': 11.0, 'c1': 9.0, 'c2': 8.0}",10,"['x = c0 - c1', 'answer = x + c2']",1
124," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",49,"Solve the problem step by step:
1. Subtract the number of worksheets graded from the original number of worksheets to calculate the number of worksheets left to grade. Let x be the number of worksheets left to grade,
x = c0 - c1
2. Add the number of additional worksheets turned in to the number of worksheets left to grade to calculate the answer.
answer = x + c2","{'c0': 38.0, 'c1': 4.0, 'c2': 15.0}",49,"['x = c0 - c1', 'answer = x + c2']",1
125, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,52,"Solve the problem step by step:
1. Subtract the number of students who left from the original number of students to calculate the number of students who remained. Let x be the number of students who remained,
x = c0 - c1
2. Add the number of new students who came to the school to the number of students who remained to calculate the answer.
answer = x + c2","{'c0': 40.0, 'c1': 14.0, 'c2': 26.0}",52,"['x = c0 - c1', 'answer = x + c2']",1
126," Wendy was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",74,"Solve the problem step by step:
1. Subtract the number of lives lost from the original number of lives to calculate the number of lives Wendy had left. Let x be the number of lives Wendy had left,
x = c0 - c1
2. Add the number of lives Wendy gained in the next level to the number of lives she had left to calculate the answer.
answer = x + c2","{'c0': 43.0, 'c1': 8.0, 'c2': 39.0}",74,"['x = c0 - c1', 'answer = x + c2']",1
127," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",11,"Solve the problem step by step:
1. Subtract the number of books sold from the number of books originally in the bin to calculate the number of books left in the bin. Let x be the number of books left in the bin,
x = c0 - c1
2. Add the number of books put back in the bin to the number of books left in the bin to calculate the answer.
answer = x + c2","{'c0': 4.0, 'c1': 3.0, 'c2': 10.0}",11,"['x = c0 - c1', 'answer = x + c2']",1
128," At the arcade Cody won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",30,"Solve the problem step by step:
1. Subtract the number of tickets spent on the beanie from the original number of tickets to calculate the number of tickets Cody had left. Let x be the number of tickets Cody had left,
x = c0 - c1
2. Add the number of tickets Cody won later to the number of tickets he had left to calculate the answer.
answer = x + c2","{'c0': 49.0, 'c1': 25.0, 'c2': 6.0}",30,"['x = c0 - c1', 'answer = x + c2']",1
129," For the school bake sale Bianca made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",25,"Solve the problem step by step:
1. Subtract the number of cupcakes sold from the number of cupcakes Bianca made to calculate the number of cupcakes she had left. Let x be the number of cupcakes she had left,
x = c0 - c1
2. Add the number of cupcakes she made after selling some to the number of cupcakes she had left to calculate the answer.
answer = x + c2","{'c0': 14.0, 'c1': 6.0, 'c2': 17.0}",25,"['x = c0 - c1', 'answer = x + c2']",1
130," Bianca had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",59,"Solve the problem step by step:
1. Subtract the number of coloring books given away from the original number of coloring books to calculate the number of coloring books Bianca had after giving some away. Let x be the number of coloring books she had after giving some away,
x = c0 - c1
2. Add the number of coloring books she bought to the number of coloring books she had after giving some away to calculate the answer.
answer = x + c2","{'c0': 45.0, 'c1': 6.0, 'c2': 20.0}",59,"['x = c0 - c1', 'answer = x + c2']",1
131," Zoe had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",57,"Solve the problem step by step:
1. Subtract the number of old songs deleted from the original number of songs to calculate the number of songs left on the mp3 player. Let x be the number of songs left,
x = c0 - c1
2. Add the number of new songs added to the number of songs left to calculate the answer.
answer = x + c2","{'c0': 15.0, 'c1': 8.0, 'c2': 50.0}",57,"['x = c0 - c1', 'answer = x + c2']",1
132," At the arcade Jerry won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",49,"Solve the problem step by step:
1. Subtract the number of tickets spent on the beanie from the original number of tickets to calculate the number of tickets Jerry had left. Let x be the number of tickets Jerry had left,
x = c0 - c1
2. Add the number of tickets Jerry won later to the number of tickets he had left to calculate the answer.
answer = x + c2","{'c0': 4.0, 'c1': 2.0, 'c2': 47.0}",49,"['x = c0 - c1', 'answer = x + c2']",1
133, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,60,"Solve the problem step by step:
1. Subtract the number of old oranges thrown away from the original number of oranges to calculate the number of oranges left in the bin. Let x be the number of oranges left in the bin,
x = c0 - c1
2. Add the number of new oranges put in the bin to the number of oranges left in the bin to calculate the answer.
answer = x + c2","{'c0': 31.0, 'c1': 9.0, 'c2': 38.0}",60,"['x = c0 - c1', 'answer = x + c2']",1
134," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",45,"Solve the problem step by step:
1. Subtract the number of books sold from the original number of books to calculate the number of books Adam has left. Let x be the number of books Adam has left,
x = c0 - c1
2. Divide the money earned from selling the books by the cost of each new book to calculate the number of new books Adam can buy. Let y be the number of new books Adam can buy,
y = (money earned from selling books) / c2
3. Add the number of books Adam has left and the number of new books he bought to calculate the answer.
answer = x + y","{'c0': 33.0, 'c1': 11.0, 'c2': 23.0}",,"['x = c0 - c1', 'y = (money earned from selling books) / c2', 'answer = x + y']",0
135," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",10,"Solve the problem step by step:
1. Subtract the number of people who left the line from the original number of people in line to calculate the number of people remaining in line. Let x be the number of people remaining in line,
x = c0 - c1
2. Add the number of people who got in line to the number of people remaining in line to calculate the answer.
answer = x + c2","{'c0': 10.0, 'c1': 2.0, 'c2': 2.0}",10,"['x = c0 - c1', 'answer = x + c2']",1
136," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",46,"Solve the problem step by step:
1. Subtract the number of apples used for lunch from the original number of apples to calculate the number of apples left. Let x be the number of apples left,
x = c0 - c1
2. Add the number of apples bought to the number of apples left to calculate the answer.
answer = x + c2","{'c0': 38.0, 'c1': 20.0, 'c2': 28.0}",46,"['x = c0 - c1', 'answer = x + c2']",1
137," George had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",60,"Solve the problem step by step:
1. Subtract the number of old socks thrown away from the original number of socks to calculate the number of socks he had left. Let x be the number of socks he had left,
x = c0 - c1
2. Add the number of new socks bought to the number of socks he had left to calculate the answer.
answer = x + c2","{'c0': 28.0, 'c1': 4.0, 'c2': 36.0}",60,"['x = c0 - c1', 'answer = x + c2']",1
138, For Halloween Robin scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Robin have now? ,37,"Solve the problem step by step:
1. Subtract the number of candies eaten on the first night from the total number of candies to calculate the number of candies Robin had before her sister gave her more. Let x be the number of candies Robin had before her sister gave her more,
x = c0 - c1
2. Add the number of candies Robin's sister gave her to the number of candies Robin had before her sister gave her more to calculate the total number of candies Robin has now. Let y be the total number of candies Robin has now,
y = x + c2
3. The answer is the total number of candies Robin has now.
answer = y","{'c0': 23.0, 'c1': 7.0, 'c2': 21.0}",37,"['x = c0 - c1', 'y = x + c2', 'answer = y']",1
139," Rachel was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",32,"Solve the problem step by step:
1. Subtract the number of lives lost from the original number of lives to calculate the number of lives Rachel had left. Let x be the number of lives Rachel had left,
x = c0 - c1
2. Add the number of lives Rachel gained in the next level to the number of lives she had left to calculate the answer.
answer = x + c2","{'c0': 10.0, 'c1': 4.0, 'c2': 26.0}",32,"['x = c0 - c1', 'answer = x + c2']",1
140," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",13,"Solve the problem step by step:
1. Subtract the number of roses sold from the original number of roses to calculate the number of roses she had left. Let x be the number of roses she had left,
x = c0 - c1
2. Add the number of roses picked later to the number of roses she had left to calculate the answer.
answer = x + c2","{'c0': 6.0, 'c1': 5.0, 'c2': 12.0}",13,"['x = c0 - c1', 'answer = x + c2']",1
141, For Halloween Haley scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Haley have now? ,35,"Solve the problem step by step:
1. Subtract the number of candies eaten on the first night from the total number of candies to calculate the number of candies Haley had before her sister gave her more. Let x be the number of candies Haley had before her sister gave her more,
x = c0 - c1
2. Add the number of candies Haley's sister gave her to the number of candies Haley had before her sister gave her more to calculate the total number of candies Haley has now.
y = x + c2
3. The answer is the total number of candies Haley has now.
answer = y","{'c0': 33.0, 'c1': 17.0, 'c2': 19.0}",35,"['x = c0 - c1', 'y = x + c2', 'answer = y']",1
142," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",50,"Solve the problem step by step:
1. Subtract the number of apples used for lunch from the original number of apples to calculate the number of apples left. Let x be the number of apples left,
x = c0 - c1
2. Add the number of apples bought to the number of apples left to calculate the answer.
answer = x + c2","{'c0': 14.0, 'c1': 13.0, 'c2': 49.0}",50,"['x = c0 - c1', 'answer = x + c2']",1
143," Edward had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Edward have? ",38,"Solve the problem step by step:
1. Subtract the number of books sold from the original number of books to calculate the number of books Edward has left. Let x be the number of books he has left,
x = c0 - c1
2. Divide the money earned from selling the books by the cost of each new book to calculate the number of new books he can buy. Let y be the number of new books he can buy,
y = c1 / c2
3. Add the number of books Edward has left and the number of new books he can buy to calculate the answer.
answer = x + y","{'c0': 43.0, 'c1': 19.0, 'c2': 14.0}",25.35714286,"['x = c0 - c1', 'y = c1 / c2', 'answer = x + y']",0
144," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",33,"Solve the problem step by step:
1. Subtract the number of worksheets graded from the original number of worksheets to calculate the number of worksheets left to grade. Let x be the number of worksheets left to grade,
x = c0 - c1
2. Add the number of additional worksheets turned in to the number of worksheets left to grade to calculate the answer.
answer = x + c2","{'c0': 29.0, 'c1': 25.0, 'c2': 29.0}",33,"['x = c0 - c1', 'answer = x + c2']",1
145, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,35,"Solve the problem step by step:
1. Subtract the number of students who left from the original number of students to calculate the number of students who remained. Let x be the number of students who remained,
x = c0 - c1
2. Add the number of new students who came to the school to the number of students who remained to calculate the answer.
answer = x + c2","{'c0': 35.0, 'c1': 10.0, 'c2': 10.0}",35,"['x = c0 - c1', 'answer = x + c2']",1
146," For the school bake sale Carol made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",40,"Solve the problem step by step:
1. Subtract the number of cupcakes sold from the original number of cupcakes to calculate the number of cupcakes Carol had left. Let x be the number of cupcakes left,
x = c0 - c1
2. Add the number of cupcakes made to the number of cupcakes left to calculate the answer.
answer = x + c2","{'c0': 19.0, 'c1': 6.0, 'c2': 27.0}",40,"['x = c0 - c1', 'answer = x + c2']",1
147, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,10,"Solve the problem step by step:
1. Subtract the number of old oranges thrown away from the original number of oranges to calculate the number of oranges left in the bin. Let x be the number of oranges left in the bin,
x = c0 - c1
2. Add the number of new oranges put in the bin to the number of oranges left in the bin to calculate the answer.
answer = x + c2","{'c0': 40.0, 'c1': 37.0, 'c2': 7.0}",10,"['x = c0 - c1', 'answer = x + c2']",1
148," At the arcade Victor won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",58,"Solve the problem step by step:
1. Subtract the number of tickets spent on the beanie from the original number of tickets to calculate the number of tickets Victor had left. Let x be the number of tickets Victor had left,
x = c0 - c1
2. Add the number of tickets Victor won later to the number of tickets he had left to calculate the answer.
answer = x + c2","{'c0': 46.0, 'c1': 27.0, 'c2': 39.0}",58,"['x = c0 - c1', 'answer = x + c2']",1
149," Chloe picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",45,"Solve the problem step by step:
1. Subtract the number of carrots thrown out from the number of carrots picked to calculate the number of carrots she had left. Let x be the number of carrots she had left,
x = c0 - c1
2. Add the number of carrots picked the next day to the number of carrots she had left to calculate the answer.
answer = x + c2","{'c0': 48.0, 'c1': 45.0, 'c2': 42.0}",45,"['x = c0 - c1', 'answer = x + c2']",1
150," Sam had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",43,"Solve the problem step by step:
1. Subtract the number of old socks thrown away from the original number of socks to calculate the number of socks he had left. Let x be the number of socks he had left,
x = c0 - c1
2. Add the number of new socks he bought to the number of socks he had left to calculate the answer.
answer = x + c2","{'c0': 10.0, 'c1': 3.0, 'c2': 36.0}",43,"['x = c0 - c1', 'answer = x + c2']",1
151," Maria had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",51,"Solve the problem step by step:
1. Subtract the number of bottles Maria drank from the number of bottles she had to calculate the number of bottles she had left. Let x be the number of bottles she had left,
x = c0 - c1
2. Add the number of bottles she bought to the number of bottles she had left to calculate the answer.
answer = x + c2","{'c0': 14.0, 'c1': 8.0, 'c2': 45.0}",51,"['x = c0 - c1', 'answer = x + c2']",1
152," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",63,"Solve the problem step by step:
1. Subtract the number of worksheets graded from the number of worksheets originally to calculate the number of worksheets left to grade. Let x be the number of worksheets left to grade,
x = c0 - c1
2. Add the number of additional worksheets turned in to the number of worksheets left to grade to calculate the answer.
answer = x + c2","{'c0': 34.0, 'c1': 7.0, 'c2': 36.0}",63,"['x = c0 - c1', 'answer = x + c2']",1
153," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",11,"Solve the problem step by step:
1. Subtract the number of people who left the line from the original number of people in line to calculate the number of people remaining in line. Let x be the number of people remaining in line,
x = c0 - c1
2. Add the number of people who got in line to the number of people remaining in line to calculate the answer.
answer = x + c2","{'c0': 7.0, 'c1': 4.0, 'c2': 8.0}",11,"['x = c0 - c1', 'answer = x + c2']",1
154," Emily had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",19,"Solve the problem step by step:
1. Subtract the number of coloring books given away from the original number of coloring books to calculate the number of coloring books Emily had after giving some away. Let x be the number of coloring books she had after giving some away,
x = c0 - c1
2. Add the number of coloring books she bought to the number of coloring books she had after giving some away to calculate the answer.
answer = x + c2","{'c0': 7.0, 'c1': 2.0, 'c2': 14.0}",19,"['x = c0 - c1', 'answer = x + c2']",1
155," At the arcade Dave won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",18,"Solve the problem step by step:
1. Subtract the number of tickets spent on the beanie from the original number of tickets to calculate the number of tickets Dave had left. Let x be the number of tickets Dave had left,
x = c0 - c1
2. Add the number of tickets Dave won later to the number of tickets he had left to calculate the answer.
answer = x + c2","{'c0': 25.0, 'c1': 22.0, 'c2': 15.0}",18,"['x = c0 - c1', 'answer = x + c2']",1
156," Robin had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",32,"Solve the problem step by step:
1. Subtract the number of old songs deleted from the original number of songs to calculate the number of songs left on the mp3 player. Let x be the number of songs left,
x = c0 - c1
2. Add the number of new songs added to the number of songs left to calculate the answer.
answer = x + c2","{'c0': 30.0, 'c1': 8.0, 'c2': 10.0}",32,"['x = c0 - c1', 'answer = x + c2']",1
