,question,answer,response,mapping,response_answer,flag
149," Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45.0,"Chloe started with 48 carrots. After throwing out 45, she had 48 - 45 = 3 carrots left. The next day, she picked 42 more, so she had 3 + 42 = 45 carrots in total. The answer is 45.",,45.0,0
150," Sam had 10 socks. If he threw away 3 old ones that didn't fit and bought 36 new ones, how many socks would he have? ",43.0,"Sam started with 10 socks. After throwing away 3, he had 10 - 3 = 7 socks. Then he bought 36 new ones, so he had 7 + 36 = 43 socks. The answer is 43.",,43.0,0
151," Maria had 14 bottles of water in her fridge. If she drank 8 of them and then bought 45 more, how many bottles would she have? ",51.0,"Maria started with 14 bottles of water. After drinking 8, she had 14 - 8 = 6 bottles left. Then she bought 45 more, so she had 6 + 45 = 51 bottles in total. The answer is 51.",,51.0,0
152," A teacher had 34 worksheets to grade. If she graded 7, but then another 36 were turned in, how many worksheets would she have to grade? ",63.0,"The teacher started with 34 worksheets. After grading 7, she had 34 - 7 = 27 left to grade. Then another 36 were turned in, so she now has 27 + 36 = 63 worksheets to grade. The answer is 63.",,63.0,0
153," At the fair there were 7 people in line for the bumper cars. If 4 of them got tired of waiting and left and 8 more got in line, how many people would be in line? ",11.0,"There were originally 7 people in line. 4 of them left, so there were 7 - 4 = 3 people left in line. Then 8 more people got in line, so there were 3 + 8 = 11 people in line. The answer is 11.",,11.0,0
154," Emily had 7 coloring books. If she gave away 2 of them, but then bought 14 more, how many would she have total? ",19.0,"Emily started with 7 coloring books. She gave away 2, so she had 7 - 2 = 5 left. Then she bought 14 more, so she had 5 + 14 = 19 coloring books in total. The answer is 19.",,19.0,0
155," At the arcade Dave won 25 tickets. If he spent 22 tickets on a beanie and later won 15 more tickets, how many would he have? ",18.0,"Dave started with 25 tickets. He spent 22 on a beanie, so he had 25 - 22 = 3 tickets left. Then he won 15 more tickets, so he had 3 + 15 = 18 tickets in total. The answer is 18.",,18.0,0
156," Robin had 30 songs on her mp3 player. If she deleted 8 old songs from it and then added 10 new songs, how many songs does she have on her mp3 player? ",32.0,"Robin started with 30 songs. After deleting 8, she had 30 - 8 = 22 songs. After adding 10 new songs, she had 22 + 10 = 32 songs. The answer is 32.",,32.0,0
157," The school cafeteria had 23 apples. If they used 20 to make lunch for the students and then bought 6 more, how many apples would they have? ",9.0,"The cafeteria started with 23 apples. They used 20 for lunch, so they had 23 - 20 = 3 apples left. Then they bought 6 more, so they had 3 + 6 = 9 apples. The answer is 9.",,9.0,0
158," Janet was playing a video game and had 38 lives. In a hard part of the game she lost 16 lives. If she got 32 more lives in the next level, how many lives would she have? ",54.0,"Janet started with 38 lives. After losing 16, she had 38 - 16 = 22 lives. If she got 32 more lives in the next level, she would have 22 + 32 = 54 lives. The answer is 54.",,54.0,0
159," Megan picked 19 carrots from her garden. If she threw out 4 of them and then picked 46 more the next day, how many carrots would she have total? ",61.0,"Megan picked 19 carrots. After throwing out 4, she had 19 - 4 = 15 carrots left. The next day, she picked 46 more, so she had 15 + 46 = 61 carrots in total. The answer is 61.",,61.0,0
160," Roger had 45 dollars in January. By March he had spent 20 dollars. If he got another 46 dollars from his mom, how much money would he have? ",71.0,"Roger started with 45 dollars. He spent 20 dollars, so he had 45 - 20 = 25 dollars left. If he got another 46 dollars from his mom, he would have 25 + 46 = 71 dollars. The answer is 71.",,71.0,0
161," The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have? ",38.0,"The cafeteria started with 17 apples. They used 2 for lunch, so they had 17 - 2 = 15 apples left. Then they bought 23 more, so they had 15 + 23 = 38 apples. The answer is 38.",,38.0,0
162," Janet was playing a video game and had 47 lives. In a hard part of the game she lost 23 lives. If she got 46 more lives in the next level, how many lives would she have? ",70.0,"Janet started with 47 lives. After losing 23, she had 47 - 23 = 24 lives. If she got 46 more lives in the next level, she would have 24 + 46 = 70 lives. The answer is 70.",,70.0,0
163," Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total? ",31.0,"Nancy started with 12 carrots. After throwing out 2, she had 12 - 2 = 10 carrots. The next day, she picked 21 more, so she had 10 + 21 = 31 carrots in total. The answer is 31.",,31.0,0
164," Bianca had 34 songs on her mp3 player. If she deleted 14 old songs from it and then added 44 new songs, how many songs does she have on her mp3 player? ",64.0,"Bianca started with 34 songs. After deleting 14 old songs, she had 34 - 14 = 20 songs left. Then she added 44 new songs, so she had 20 + 44 = 64 songs on her mp3 player. The answer is 64.",,64.0,0
165," Tom had 5 books. If he sold 4 of them and used the money he earned to buy 38 new books, how many books would Tom have? ",39.0,"Tom started with 5 books. He sold 4, so he had 5 - 4 = 1 book left. He used the money he earned from selling the books to buy 38 new books, so he now has 1 + 38 = 39 books. The answer is 39.",,39.0,0
166," John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones, how many socks would he have? ",27.0,"John started with 33 socks. After throwing away 19, he had 33 - 19 = 14 socks left. Then he bought 13 new ones, so he had 14 + 13 = 27 socks in total. The answer is 27.",,27.0,0
167," For the school bake sale Maria made 19 cupcakes. If she sold 5 of them and then made 10 more, how many cupcakes would she have? ",24.0,"Maria started with 19 cupcakes. After selling 5, she had 19 - 5 = 14 cupcakes left. Then she made 10 more, so she had 14 + 10 = 24 cupcakes. The answer is 24.",,24.0,0
168, A store had 50 oranges in a bin. If they threw away 40 of the old ones and put 24 new ones in the bin how many would be in the bin? ,34.0,"The store started with 50 oranges. They threw away 40 old ones, so they were left with 50 - 40 = 10 oranges. Then they added 24 new ones, so they had 10 + 24 = 34 oranges in the bin. The answer is 34.",,34.0,0
169, In fourth grade there were 8 students at the start of the year. During the year 5 students left and 8 new students came to school. How many students were in fourth grade at the end? ,11.0,"There were originally 8 students. 5 left and 8 new students came, so the total change in students is 5 - 8 = -3. This means there are 3 fewer students than before. So the total number of students at the end of the year is 8 - 3 = 5. The answer is 5.",,5.0,0
170," Bianca picked 23 carrots from her garden. If she threw out 10 of them and then picked 47 more the next day, how many carrots would she have total? ",60.0,"Bianca started with 23 carrots. After throwing out 10, she had 23 - 10 = 13 carrots left. The next day, she picked 47 more, so she had 13 + 47 = 60 carrots in total. The answer is 60.",,60.0,0
171," Zoe had 42 bottles of water in her fridge. If she drank 25 of them and then bought 30 more, how many bottles would she have? ",47.0,"Zoe started with 42 bottles of water. After drinking 25, she had 42 - 25 = 17 bottles left. Then she bought 30 more, so she had 17 + 30 = 47 bottles in total. The answer is 47.",,47.0,0
172," Katie had 11 songs on her mp3 player. If she deleted 7 old songs from it and then added 24 new songs, how many songs does she have on her mp3 player? ",28.0,"Katie started with 11 songs. After deleting 7, she had 11 - 7 = 4 songs left. Then she added 24 new songs, so she now has 4 + 24 = 28 songs on her mp3 player. The answer is 28.",,28.0,0
173, A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31.0,"The store started with 5 oranges. They threw away 2 old ones, so they had 5 - 2 = 3 oranges left. Then they added 28 new ones, so they had 3 + 28 = 31 oranges in the bin. The answer is 31.",,31.0,0
174," Adam had 48 books. If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67.0,"Adam started with 48 books. After selling 19, he had 48 - 19 = 29 books left. He used the money to buy 38 new books, so he now has 29 + 38 = 67 books. The answer is 67.",,67.0,0
175, In fourth grade there were 31 students at the start of the year. During the year 5 students left and 11 new students came to school. How many students were in fourth grade at the end? ,37.0,"There were originally 31 students. 5 students left, so there were 31 - 5 = 26 students. Then 11 new students came, so there were 26 + 11 = 37 students at the end of the year. The answer is 37.",,37.0,0
176," For the school bake sale Robin made 42 cupcakes. If she sold 22 of them and then made 39 more, how many cupcakes would she have? ",59.0,"Robin started with 42 cupcakes. After selling 22, she had 42 - 22 = 20 cupcakes left. Then she made 39 more, so she had 20 + 39 = 59 cupcakes in total. The answer is 59.",,59.0,0
177," A florist had 11 roses. If she sold 2 of them and then later picked 32 more, how many roses would she have? ",41.0,"The florist started with 11 roses. She sold 2, so she had 11 - 2 = 9 roses left. Then she picked 32 more, so she had 9 + 32 = 41 roses. The answer is 41.",,41.0,0
178," Frank had 11 dollars. At the store he spent $3 on a new game. If he got another 14 dollars for his allowance, how much money does he have now? ",22.0,"Frank started with 11 dollars. He spent 3 dollars on a new game, so he had 11 - 3 = 8 dollars left. Then he got another 14 dollars for his allowance, so he now has 8 + 14 = 22 dollars. The answer is 22.",,22.0,0
179," Haley was playing a video game and had 14 lives. In a hard part of the game she lost 4 lives. If she got 36 more lives in the next level, how many lives would she have? ",46.0,"Haley started with 14 lives. After losing 4, she had 14 - 4 = 10 lives. If she got 36 more lives in the next level, she would have 10 + 36 = 46 lives. The answer is 46.",,46.0,0
180," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58.0,"Luke started with 48 dollars. He spent 11 dollars, so he had 48 - 11 = 37 dollars left in March. If he got another 21 dollars from his mom, he would have 37 + 21 = 58 dollars. The answer is 58.",,58.0,0
181," Emily was playing a video game and had 42 lives. In a hard part of the game she lost 25 lives. If she got 24 more lives in the next level, how many lives would she have? ",41.0,"Emily started with 42 lives. After losing 25, she had 42 - 25 = 17 lives left. If she got 24 more lives in the next level, she would have 17 + 24 = 41 lives. The answer is 41.",,41.0,0
182," Debby had 30 coloring books. If she gave away 7 of them, but then bought 35 more, how many would she have total? ",58.0,"Debby started with 30 coloring books. After giving away 7, she had 30 - 7 = 23. Then she bought 35 more, so she had 23 + 35 = 58 coloring books in total. The answer is 58.",,58.0,0
183," The school cafeteria had 12 apples. If they used 8 to make lunch for the students and then bought 19 more, how many apples would they have? ",23.0,"The cafeteria started with 12 apples. They used 8 for lunch, so they had 12 - 8 = 4 apples left. Then they bought 19 more, so they had 4 + 19 = 23 apples. The answer is 23.",,23.0,0
184," At the fair there were 31 people in line for the bumper cars. If 25 of them got tired of waiting and left and 25 more got in line, how many people would be in line? ",31.0,"There were originally 31 people in line. 25 of them left, so there were 31 - 25 = 6 people left in line. Then 25 more people got in line, so there were 6 + 25 = 31 people in line again. The answer is 31.",,31.0,0
185," A florist had 50 roses. If she sold 15 of them and then later picked 21 more, how many roses would she have? ",56.0,"The florist started with 50 roses. After selling 15, she had 50 - 15 = 35 roses. After picking 21 more, she had 35 + 21 = 56 roses. The answer is 56.",,56.0,0
186," Zoe had 6 songs on her mp3 player. If she deleted 3 old songs from it and then added 20 new songs, how many songs does she have on her mp3 player? ",23.0,"Zoe started with 6 songs. After deleting 3, she had 6 - 3 = 3 songs left. Then she added 20 new songs, so she has 3 + 20 = 23 songs on her mp3 player now. The answer is 23.",,23.0,0
187," At the arcade Dave won 11 tickets. If he spent 5 tickets on a beanie and later won 10 more tickets, how many would he have? ",16.0,"Dave started with 11 tickets. He spent 5 on a beanie, so he had 11 - 5 = 6 tickets left. Then he won 10 more tickets, so he had 6 + 10 = 16 tickets in total. The answer is 16.",,16.0,0
188," A waiter had 33 customers to wait on. If 31 customers left and he got another 26 customers, how many customers would he have? ",28.0,"The waiter started with 33 customers. After 31 left, he had 33 - 31 = 2 customers left. Then he got 26 more customers, so he had 2 + 26 = 28 customers in total. The answer is 28.",,28.0,0
189, In fourth grade there were 11 students at the start of the year. During the year 6 students left and 42 new students came to school. How many students were in fourth grade at the end? ,47.0,"There were originally 11 students. 6 left, so there were 11 - 6 = 5 students left. Then 42 new students came, so the total number of students became 5 + 42 = 47. The answer is 47.",,47.0,0
190," Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33.0,"Oliver started with 11 socks. After throwing away 4, he had 11 - 4 = 7 socks left. Then he bought 26 new ones, so he had 7 + 26 = 33 socks in total. The answer is 33.",,33.0,0
191, A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin? ,36.0,"The store started with 40 oranges. They threw away 25 old ones, so they had 40 - 25 = 15 left. Then they added 21 new ones, so they had 15 + 21 = 36 oranges in the bin. The answer is 36.",,36.0,0
192," At the arcade Edward won 9 tickets. If he spent 4 tickets on a beanie and later won 4 more tickets, how many would he have? ",9.0,"Edward started with 9 tickets. He spent 4 on a beanie, so he had 9 - 4 = 5 tickets left. Then he won 4 more tickets, so he had 5 + 4 = 9 tickets again. The answer is 9.",,9.0,0
193, In fourth grade there were 4 students at the start of the year. During the year 3 students left and 42 new students came to school. How many students were in fourth grade at the end? ,43.0,"There were originally 4 students. 3 students left, so there were 4 - 3 = 1 student left. Then 42 new students came, so there were 1 + 42 = 43 students in fourth grade at the end. The answer is 43.",,43.0,0
194," Haley picked 28 carrots from her garden. If she threw out 11 of them and then picked 9 more the next day, how many carrots would she have total? ",26.0,"Haley started with 28 carrots. After throwing out 11, she had 28 - 11 = 17 carrots. After picking 9 more, she had 17 + 9 = 26 carrots. The answer is 26.",,26.0,0
195," Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? ",34.0,"Roger started with 25 books. He sold 21, so he had 25 - 21 = 4 books left. He used the money to buy 30 new books, so he now has 4 + 30 = 34 books. The answer is 34.",,34.0,0
196," A florist had 5 roses. If she sold 3 of them and then later picked 34 more, how many roses would she have? ",36.0,"The florist started with 5 roses. After selling 3, she had 5 - 3 = 2 roses left. Then she picked 34 more, so she had 2 + 34 = 36 roses. The answer is 36.",,36.0,0
197," Wendy was playing a video game and had 10 lives. In a hard part of the game she lost 6 lives. If she got 37 more lives in the next level, how many lives would she have? ",41.0,"Wendy started with 10 lives. She lost 6 lives, so she had 10 - 6 = 4 lives left. After getting 37 more lives, she would have 4 + 37 = 41 lives. The answer is 41.",,41.0,0
198," John had 5 dollars. At the store he spent $2 on a new game. If he got another 26 dollars for his allowance, how much money does he have now? ",29.0,"John started with 5 dollars. He spent 2 dollars on a new game, so he had 5 - 2 = 3 dollars left. Then he got an allowance of 26 dollars, so he now has 3 + 26 = 29 dollars. The answer is 29.",,29.0,0
199," For the school bake sale Chloe made 28 cupcakes. If she sold 25 of them and then made 8 more, how many cupcakes would she have? ",11.0,"Chloe made 28 cupcakes. She sold 25 of them, so she had 28 - 25 = 3 cupcakes left. Then she made 8 more, so she had 3 + 8 = 11 cupcakes. The answer is 11.",,11.0,0
200," At the town carnival Billy rode the ferris wheel 7 times and the bumper cars 3 times. If each ride cost 5 tickets, how many tickets did he use? ",50.0,"Billy rode the ferris wheel 7 times and the bumper cars 3 times, for a total of 7 + 3 = 10 rides. Each ride cost 5 tickets, so he used 10 x 5 = 50 tickets. The answer is 50.",,50.0,0
201, Chloe was unboxing some of her old winter clothes. She found 4 boxes of clothing and inside each box there were 2 scarves and 6 mittens. How many pieces of winter clothing did Chloe have total? ,32.0,"Chloe found 4 boxes of winter clothing. Inside each box, there were 2 scarves and 6 mittens. So in total, there were 4 x (2 + 6) = 32 pieces of winter clothing. The answer is 32.",,32.0,0
202," A waiter had 9 tables he was waiting on, with 7 women and 3 men at each table. How many customers total did the waiter have? ",90.0,"The waiter had 9 tables with 7 women and 3 men at each table. So the total number of customers at each table is 7 + 3 = 10. To find the total number of customers, we need to multiply the number of tables by the number of customers at each table: 9 x 10 = 90. The answer is 90.",,90.0,0
203," April's discount flowers was having a sale where each flower was 3 dollars. If Emily bought 2 roses and 2 daisies, how much did she spend? ",12.0,"Each flower costs 3 dollars. Emily bought 2 roses and 2 daisies, so she bought a total of 4 flowers. 4 flowers at 3 dollars each is 4 x 3 = 12 dollars. Emily spent 12 dollars. The answer is 12.",,12.0,0
204," Isabel had 2 pages of math homework and 4 pages of reading homework. If each page had 5 problems on it, how many problems did she have to complete total? ",30.0,"Isabel had 2 pages of math homework and 4 pages of reading homework, for a total of 2 + 4 = 6 pages. If each page had 5 problems on it, then she had to complete 6 x 5 = 30 problems in total. The answer is 30.",,30.0,0
205," Wendy was playing a video game where she scores 5 points for each treasure she finds. If she found 4 treasures on the first level and 3 on the second, what would her score be? ",35.0,"Wendy found 4 treasures on the first level and 3 on the second. Each treasure is worth 5 points, so she earned 4 x 5 = 20 points on the first level and 3 x 5 = 15 points on the second level. Her total score is 20 + 15 = 35 points. The answer is 35.",,35.0,0
206," There were 7 friends playing a video game online when 2 more players joined the game. If each player had 7 lives, how many lives did they have total? ",63.0,"There were originally 7 players, each with 7 lives, so they had 7 x 7 = 49 lives total. When 2 more players joined, there were a total of 9 players. So they had 9 x 7 = 63 lives total. The answer is 63.",,63.0,0
207," Paul bought 6 boxes of chocolate candy and 4 boxes of caramel candy. If each box has 9 pieces inside it, how much candy did he have total? ",90.0,"Paul bought 6 boxes of chocolate candy and 4 boxes of caramel candy, for a total of 6 + 4 = 10 boxes. Each box has 9 pieces inside it, so he had 10 x 9 = 90 pieces of candy in total. The answer is 90.",,90.0,0
208," A pet store has 6 bird cages. If each cage has 6 parrots and 2 parakeets in it, how many birds does the pet store have total? ",48.0,"There are 6 bird cages, each with 6 parrots and 2 parakeets. So there are 6 x (6+2) = 48 birds in total. The answer is 48.",,48.0,0
209," Rachel was organizing her book case making sure each of the shelves had exactly 9 books on it. If she had 6 shelves of mystery books and 2 shelves of picture books, how many books did she have total? ",72.0,"Rachel had 6 shelves of mystery books and 2 shelves of picture books, for a total of 6 + 2 = 8 shelves. Each shelf had 9 books, so she had 8 x 9 = 72 books in total. The answer is 72.",,72.0,0
210, Rachel was unboxing some of her old winter clothes. She found 7 boxes of clothing and inside each box there were 3 scarves and 4 mittens. How many pieces of winter clothing did Rachel have total? ,49.0,"Rachel had 7 boxes of winter clothing. Each box had 3 scarves and 4 mittens, so in total she had 7 x (3 + 4) = 49 pieces of winter clothing. The answer is 49.",,49.0,0
211," A pet store has 9 bird cages. If each cage has 2 parrots and 2 parakeets in it, how many birds does the pet store have total? ",36.0,"Each cage has 2 parrots and 2 parakeets, so each cage has a total of 2+2=4 birds. If there are 9 cages, then the pet store has a total of 9*4=36 birds. The answer is 36.",,36.0,0
212," Cody bought 7 boxes of chocolate candy and 3 boxes of caramel candy. If each box has 8 pieces inside it, how much candy did he have total? ",80.0,"Cody bought 7 boxes of chocolate candy and 3 boxes of caramel candy, for a total of 7 + 3 = 10 boxes. Each box has 8 pieces inside it, so he had 10 x 8 = 80 pieces of candy in total. The answer is 80.",,80.0,0
213," At Billy's Restaurant a group with 2 adults and 5 children came in to eat. If each meal cost 3 dollars, how much was the bill? ",21.0,"There were 2 adults and 5 children, so a total of 7 people. Each meal cost 3 dollars, so the total bill would be 7 x 3 = 21 dollars. The answer is 21.",,21.0,0
214," Paul was collecting cans for recycling. On Saturday he filled 6 bags up and on Sunday he filled 3 more bags. If each bag had 8 cans in it, how many cans did he pick up total? ",72.0,"Paul filled 6 bags on Saturday and 3 more on Sunday, so he filled a total of 6 + 3 = 9 bags. If each bag had 8 cans in it, then he picked up a total of 9 x 8 = 72 cans. The answer is 72.",,72.0,0
215," While playing a trivia game, Adam answered 5 questions correct in the first half and 5 questions correct in the second half. If each question was worth 5 points, what was his final score? ",50.0,"Adam answered 5 questions correctly in the first half and 5 questions correctly in the second half, so he answered a total of 5 + 5 = 10 questions correctly. Each question was worth 5 points, so his final score is 10 x 5 = 50 points. The answer is 50.",,50.0,0
216, Haley's favorite band was holding a concert where tickets were 4 dollars each. Haley bought 3 tickets for herself and her friends and 5 extra tickets in case anyone else wanted to go. How much did she spend? ,32.0,"Haley bought 3 tickets for herself and her friends, which is 3 x 4 = 12 dollars. She also bought 5 extra tickets, which is 5 x 4 = 20 dollars. So in total, she spent 12 + 20 = 32 dollars. The answer is 32.",,32.0,0
217," Luke was putting his spare change into piles. He had 5 piles of quarters and 5 piles of dimes. If each pile had 3 coins in it, how many coins did he have total? ",30.0,"Luke had 5 piles of quarters with 3 coins in each pile, which is 5 x 3 = 15 quarters. He also had 5 piles of dimes with 3 coins in each pile, which is 5 x 3 = 15 dimes. In total, he had 15 quarters + 15 dimes = 30 coins. The answer is 30.",,30.0,0
218, Victor and his friend were buying trick decks from the magic shop for 8 dollars each. How much did they spend if Victor bought 6 decks and his friend bought 2 decks? ,64.0,"Victor bought 6 decks for 8 dollars each, so he spent 6 x 8 = 48 dollars. His friend bought 2 decks for 8 dollars each, so he spent 2 x 8 = 16 dollars. Together, they spent 48 + 16 = 64 dollars. The answer is 64.",,64.0,0
219," Katie had 7 pages of math homework and 3 pages of reading homework. If each page had 9 problems on it, how many problems did she have to complete total? ",90.0,"Katie had 7 pages of math homework with 9 problems each, so she had to complete 7 x 9 = 63 math problems. She also had 3 pages of reading homework with 9 problems each, so she had to complete 3 x 9 = 27 reading problems. In total, she had to complete 63 + 27 = 90 problems. The answer is 90.",,90.0,0
220," Faye was playing a video game where she scores 7 points for each treasure she finds. If she found 2 treasures on the first level and 6 on the second, what would her score be? ",56.0,"Faye found 2 treasures on the first level and 6 on the second. So in total, she found 2 + 6 = 8 treasures. She scores 7 points for each treasure, so her score would be 8 x 7 = 56. The answer is 56.",,56.0,0
221," Gwen was organizing her book case making sure each of the shelves had exactly 9 books on it. If she had 3 shelves of mystery books and 5 shelves of picture books, how many books did she have total? ",72.0,"Gwen had 3 shelves of mystery books and 5 shelves of picture books, so she had a total of 3 + 5 = 8 shelves. Each shelf had 9 books, so she had a total of 8 x 9 = 72 books. The answer is 72.",,72.0,0
222," There were 2 friends playing a video game online when 2 more players joined the game. If each player had 6 lives, how many lives did they have total? ",24.0,"There were originally 2 players with 6 lives each, so they had a total of 2 x 6 = 12 lives. When 2 more players joined, there were now 4 players with 6 lives each, so they had a total of 4 x 6 = 24 lives. The answer is 24.",,24.0,0
223," Wendy bought 4 new chairs and 4 new tables for her house. If she spent 6 minutes on each piece furniture putting it together, how many minutes did it take her to finish? ",48.0,"Wendy bought 4 chairs and 4 tables, so she had to put together 4+4=8 pieces of furniture. If she spent 6 minutes on each piece, then it took her 8 x 6 = 48 minutes to finish. The answer is 48.",,48.0,0
224," April's discount flowers was having a sale where each flower was 3 dollars. If Zoe bought 8 roses and 2 daisies, how much did she spend? ",30.0,"Zoe bought 8 roses and 2 daisies. Each flower was 3 dollars, so 8 roses would cost 8 x 3 = 24 dollars. 2 daisies would cost 2 x 3 = 6 dollars. So in total, Zoe spent 24 + 6 = 30 dollars. The answer is 30.",,30.0,0
225, Paige was unboxing some of her old winter clothes. She found 6 boxes of clothing and inside each box there were 5 scarves and 5 mittens. How many pieces of winter clothing did Paige have total? ,60.0,"Paige found 6 boxes of winter clothing. Each box had 5 scarves and 5 mittens, so each box had a total of 5 + 5 = 10 pieces of winter clothing. To find the total number of pieces of winter clothing, we can multiply the number of boxes by the number of pieces in each box: 6 x 10 = 60. Paige had a total of 60 pieces of winter clothing. The answer is 60.",,60.0,0
226," Sam was collecting cans for recycling. On Saturday he filled 4 bags up and on Sunday he filled 3 more bags. If each bag had 6 cans in it, how many cans did he pick up total? ",42.0,"Sam filled 4 bags on Saturday and 3 more bags on Sunday, so he filled a total of 4 + 3 = 7 bags. If each bag had 6 cans in it, then he picked up a total of 7 x 6 = 42 cans. The answer is 42.",,42.0,0
227, George was working as a sacker at a grocery store where he made 5 dollars an hour. On Monday he worked 7 hours and on Tuesday he worked 2 hours. How much money did George make in those two days? ,45.0,"On Monday, George worked 7 hours and made 7 x 5 = 35 dollars.
On Tuesday, George worked 2 hours and made 2 x 5 = 10 dollars.
In total, George made 35 + 10 = 45 dollars in those two days. The answer is 45.",,45.0,0
228," While playing a trivia game, Frank answered 3 questions correct in the first half and 2 questions correct in the second half. If each question was worth 3 points, what was his final score? ",15.0,"Frank answered 3 questions correctly in the first half and 2 questions correctly in the second half, so he answered a total of 3 + 2 = 5 questions correctly. Each question is worth 3 points, so his final score is 5 x 3 = 15 points. The answer is 15.",,15.0,0
229, Edward and his friend were buying trick decks from the magic shop for 9 dollars each. How much did they spend if Edward bought 4 decks and his friend bought 4 decks? ,72.0,"Edward bought 4 decks for 9 dollars each, so he spent 4 x 9 = 36 dollars. His friend also bought 4 decks for 9 dollars each, so he spent 4 x 9 = 36 dollars. Together, they spent 36 + 36 = 72 dollars. The answer is 72.",,72.0,0
230, Tom and his friend were buying trick decks from the magic shop for 8 dollars each. How much did they spend if Tom bought 3 decks and his friend bought 5 decks? ,64.0,"Tom bought 3 decks for 8 dollars each, so he spent 3 x 8 = 24 dollars. His friend bought 5 decks for 8 dollars each, so he spent 5 x 8 = 40 dollars. Together, they spent 24 + 40 = 64 dollars. The answer is 64.",,64.0,0
231," While shopping for music online, Megan bought 2 country albums and 8 pop albums. Each album came with a lyric sheet and had 7 songs. How many songs did Megan buy total? ",70.0,"Megan bought 2 country albums and 8 pop albums, for a total of 2 + 8 = 10 albums. Each album had 7 songs, so she bought 10 x 7 = 70 songs in total. The answer is 70.",,70.0,0
232, Victor was working as a sacker at a grocery store where he made 6 dollars an hour. On Monday he worked 5 hours and on Tuesday he worked 5 hours. How much money did Victor make in those two days? ,60.0,"Victor made 6 dollars an hour. He worked 5 hours on Monday and 5 hours on Tuesday, so he worked a total of 5 + 5 = 10 hours. To find out how much money he made, we can multiply his hourly rate by the number of hours he worked: 6 x 10 = 60. Victor made 60 dollars in those two days. The answer is 60.",,60.0,0
233," A pet store has 6 bird cages. If each cage has 2 parrots and 7 parakeets in it, how many birds does the pet store have total? ",54.0,"Each cage has 2 parrots and 7 parakeets, so each cage has a total of 2+7=9 birds. If there are 6 cages, then the pet store has a total of 6*9=54 birds. The answer is 54.",,54.0,0
234," Maria bought 2 new chairs and 2 new tables for her house. If she spent 8 minutes on each piece furniture putting it together, how many minutes did it take her to finish? ",32.0,"Maria bought 2 chairs and 2 tables, so she had 4 pieces of furniture to put together. She spent 8 minutes on each piece, so 4 x 8 = 32 minutes. It took her 32 minutes to finish. The answer is 32.",,32.0,0
235," Olivia was playing a video game where she scores 8 points for each treasure she finds. If she found 2 treasures on the first level and 2 on the second, what would her score be? ",32.0,"Olivia found 2 treasures on the first level and 2 on the second. Each treasure is worth 8 points, so 2 + 2 = 4 treasures in total. 4 x 8 = 32 points. Her score would be 32. The answer is 32.",,32.0,0
236," A waiter had 6 tables he was waiting on, with 3 women and 5 men at each table. How many customers total did the waiter have? ",48.0,The waiter had 6 tables with 3 women and 5 men at each table. So there were 6 x (3+5) = 48 customers in total. The answer is 48.,,48.0,0
237," Faye was selling her necklaces at a garage sale. She sold 3 bead necklaces and 7 gem stone necklaces. If each necklace cost 7 dollars, how much money did she earn? ",70.0,"Faye sold 3 bead necklaces and 7 gem stone necklaces, so she sold a total of 3 + 7 = 10 necklaces. Each necklace cost 7 dollars, so she earned 10 x 7 = 70 dollars. The answer is 70.",,70.0,0
238," At the town carnival Oliver rode the ferris wheel 5 times and the bumper cars 4 times. If each ride cost 7 tickets, how many tickets did he use? ",63.0,"Oliver rode the ferris wheel 5 times and the bumper cars 4 times, for a total of 5 + 4 = 9 rides. Each ride cost 7 tickets, so he used 9 x 7 = 63 tickets. The answer is 63.",,63.0,0
239," There were 5 friends playing a video game online when 2 more players joined the game. If each player had 8 lives, how many lives did they have total? ",56.0,"There were originally 5 players with 8 lives each, so they had 5 x 8 = 40 lives total. When 2 more players joined, there were now 7 players with 8 lives each, so they had 7 x 8 = 56 lives total. The answer is 56.",,56.0,0
240," Katie was selling her necklaces at a garage sale. She sold 4 bead necklaces and 3 gem stone necklaces. If each necklace cost 3 dollars, how much money did she earn? ",21.0,"Katie sold 4 bead necklaces and 3 gem stone necklaces, so she sold a total of 4 + 3 = 7 necklaces. Each necklace cost 3 dollars, so she earned 7 x 3 = 21 dollars. The answer is 21.",,21.0,0
