,question,answer,response,mapping,response_answer,equations
115, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,29.0," 

There were c0 students at the start of the year. Then c1 students left and c2 new students came to school. So there must have been c0 + c2 - c1 students at the end.

students_at_end = c0 + c2 - c1

The answer is students_at_end.","{'c0': 33.0, 'c1': 18.0, 'c2': 14.0}",29.0,"['students_at_end =  c0 + c2 - c1', 'answer = students_at_end']"
116," For the school bake sale Katie made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",26.0," Katie started with c0 cupcakes. Then she sold c1, so she had c0 - c1 left. Finally, she made c2 more, so she had c0 - c1 + c2 in the end.
cupcakes = c0 - c1 + c2
The answer is cupcakes.","{'c0': 26.0, 'c1': 20.0, 'c2': 20.0}",26.0,"['cupcakes =  c0 - c1 + c2', 'answer = cupcakes']"
117," Adam had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",8.0," Adam had c0 dollars. He spent c1 dollars on a new game. So he has c0 - c1 dollars left. He also got c2 dollars for his allowance. So he has (c0 - c1) + c2 = c0 + c2 - c1 dollars in total.

total_money = c0 + c2 - c1","{'c0': 5.0, 'c1': 2.0, 'c2': 5.0}",8.0,"['c2 =  c0 + c2 - c1 dollars in total.', 'total_money =  c0 + c2 - c1']"
118," Tiffany was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",56.0," Tiffany had c0 lives originally. Then she lost c1 lives. So she would have c0 - c1 lives. If she got c2 more lives, she would have c0 - c1 + c2 lives.

lives = c0 - c1 + c2","{'c0': 43.0, 'c1': 14.0, 'c2': 27.0}",56.0,['lives =  c0 - c1 + c2']
119," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",17.0," There are c0 people originally. Then c1 people left, so there would be c0 - c1 people left. But then c2 more people got in line, so the total number of people would be c0 - c1 + c2.

Q:  If there are c0 donuts in the box and c1 people want donuts, how many donuts will each person get if the donuts are distributed evenly?
A: There are c0 donuts in the box. c1 people want donuts. So each person would get c0 / c1 donuts.","{'c0': 12.0, 'c1': 10.0, 'c2': 15.0}",,[]
120," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",50.0," The waiter had c0 customers to wait on. Then c1 customers left and he got another c2 customers, so he would have c0 + c2 customers. 
customers = c0 + c2
The answer is customers.","{'c0': 14.0, 'c1': 3.0, 'c2': 39.0}",53.0,"['customers =  c0 + c2', 'answer = customers']"
121," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",25.0," There are c0 people originally. Then c1 people left, so there would be c0 - c1 people left. But then c2 more people got in line, so the total number of people would be c0 - c1 + c2.

Q:  If there are c0 donuts in the box and c1 people want donuts, how many donuts will each person get if the donuts are distributed evenly?
A: There are c0 donuts in the box. c1 people want donuts. So each person would get c0 / c1 donuts.","{'c0': 30.0, 'c1': 10.0, 'c2': 5.0}",,[]
122," Faye had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",79.0," Faye had c0 coloring books. If she gave away c1 of them, she would have c0 - c1 coloring books. But if she bought c2 more, she would have (c0 - c1) + c2 coloring books. So the answer is (c0 - c1) + c2.","{'c0': 34.0, 'c1': 3.0, 'c2': 48.0}",,[]
123," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",10.0," Paige had c0 songs on her mp3 player. She deleted c1 old songs and added c2 new songs. So the new total is c0 - c1 + c2.
new_total = c0 - c1 + c2
The answer is new_total.","{'c0': 11.0, 'c1': 9.0, 'c2': 8.0}",10.0,"['new_total =  c0 - c1 + c2', 'answer = new_total']"
124," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",49.0," The teacher had c0 worksheets to grade. She graded c1, but then another c2 were turned in. So she would have to grade c2 - c1 worksheets.

new_worksheets = c2 - c1","{'c0': 38.0, 'c1': 4.0, 'c2': 15.0}",11.0,['new_worksheets =  c2 - c1']
125, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,52.0," 

There were c0 students at the start of the year. Then c1 students left and c2 new students came to school. So there must have been c0 + c2 - c1 students at the end.

students_at_end = c0 + c2 - c1

The answer is students_at_end.","{'c0': 40.0, 'c1': 14.0, 'c2': 26.0}",52.0,"['students_at_end =  c0 + c2 - c1', 'answer = students_at_end']"
126," Wendy was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",74.0," Wendy had c0 lives originally. Then she lost c1 lives. So she would have c0 - c1 lives. If she got c2 more lives, she would have c0 - c1 + c2 lives.

lives = c0 - c1 + c2","{'c0': 43.0, 'c1': 8.0, 'c2': 39.0}",74.0,['lives =  c0 - c1 + c2']
127," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",11.0," There are c0 books originally. Then there were c1 books after some were sold. So there must have been c1 - c0 new books. 
new_books = c1 - c0
The answer is new_books.","{'c0': 4.0, 'c1': 3.0, 'c2': 10.0}",-1.0,"['new_books =  c1 - c0', 'answer = new_books']"
128," At the arcade Cody won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",30.0," 

Cody had c0 tickets originally. Then he spent c1 tickets on a beanie, so he had c0 - c1 tickets left. Then he won c2 more tickets, so he had c0 - c1 + c2 tickets in total.

total_tickets = c0 - c1 + c2

The answer is total_tickets.","{'c0': 49.0, 'c1': 25.0, 'c2': 6.0}",30.0,"['total_tickets =  c0 - c1 + c2', 'answer = total_tickets']"
129," For the school bake sale Bianca made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",25.0," Bianca started with c0 cupcakes. Then she sold c1, so she had c0 - c1 left. Finally, she made c2 more, so she had c0 - c1 + c2 in the end.
cupcakes = c0 - c1 + c2
The answer is cupcakes.","{'c0': 14.0, 'c1': 6.0, 'c2': 17.0}",25.0,"['cupcakes =  c0 - c1 + c2', 'answer = cupcakes']"
130," Bianca had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",59.0," Bianca had c0 coloring books. If she gave away c1 of them, she would have c0 - c1 coloring books. But if she bought c2 more, she would have (c0 - c1) + c2 coloring books. So the answer is (c0 - c1) + c2.","{'c0': 45.0, 'c1': 6.0, 'c2': 20.0}",,[]
131," Zoe had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",57.0," Zoe had c0 songs on her mp3 player. She deleted c1 old songs and added c2 new songs. So the new total is c0 - c1 + c2.
new_total = c0 - c1 + c2
The answer is new_total.","{'c0': 15.0, 'c1': 8.0, 'c2': 50.0}",57.0,"['new_total =  c0 - c1 + c2', 'answer = new_total']"
132," At the arcade Jerry won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",49.0," Jerry had c0 tickets originally. Then he spent c1 tickets on a beanie, so he would have c0 - c1 tickets left. Then he won c2 more tickets, so he would have c0 - c1 + c2 tickets in total.

total_tickets = c0 - c1 + c2
The answer is total_tickets.","{'c0': 4.0, 'c1': 2.0, 'c2': 47.0}",49.0,"['total_tickets =  c0 - c1 + c2', 'answer = total_tickets']"
133, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,60.0," There are c0 oranges originally. They threw away c1 of them and put c2 new ones in, so the total number of oranges now is c0 - c1 + c2.

Q: A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin?
A: There are c0 oranges originally. They threw away c1 of them and put c2 new ones in, so the total number of oranges now is c0 - c1 + c2.","{'c0': 31.0, 'c1': 9.0, 'c2': 38.0}",,[]
134," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",45.0," Adam had c0 books. He sold c1 and made c1*m money. With that money he bought c2 new books. So his total number of books is c0 + c2 - c1.
total_books = c0 + c2 - c1
The answer is total_books.","{'c0': 33.0, 'c1': 11.0, 'c2': 23.0}",45.0,"['total_books =  c0 + c2 - c1', 'answer = total_books']"
135," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",10.0," There are c0 people originally. Then c1 people left, so there would be c0 - c1 people left. But then c2 more people got in line, so the total number of people would be c0 - c1 + c2.

Q:  If there are c0 donuts in the box and c1 people want donuts, how many donuts will each person get if the donuts are distributed evenly?
A: There are c0 donuts in the box. c1 people want donuts. So each person would get c0 / c1 donuts.","{'c0': 10.0, 'c1': 2.0, 'c2': 2.0}",,[]
136," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",46.0," 

There would be c0 + c2 apples.","{'c0': 38.0, 'c1': 20.0, 'c2': 28.0}",,[]
137," George had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",60.0," George had c0 socks originally. Then he threw away c1 old ones, so he would have c0 - c1 socks left. Then he bought c2 new ones, so he would have c0 - c1 + c2 socks in total. 
socks = c0 - c1 + c2
The answer is socks.","{'c0': 28.0, 'c1': 4.0, 'c2': 36.0}",60.0,"['socks =  c0 - c1 + c2', 'answer = socks']"
138, For Halloween Robin scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Robin have now? ,37.0," Robin had c0 pieces of candy to start with. Then she ate c1 pieces, so she had c0 - c1 pieces left. But then her sister gave her c2 more pieces, so she had c0 - c1 + c2 pieces in the end. 
end_candy = c0 - c1 + c2
The answer is end_candy.","{'c0': 23.0, 'c1': 7.0, 'c2': 21.0}",37.0,"['end_candy =  c0 - c1 + c2', 'answer = end_candy']"
139," Rachel was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",32.0," Rachel had c0 lives originally. Then she lost c1 lives. So she would have c0 - c1 lives. If she got c2 more lives, she would have c0 - c1 + c2 lives.

lives = c0 - c1 + c2","{'c0': 10.0, 'c1': 4.0, 'c2': 26.0}",32.0,['lives =  c0 - c1 + c2']
140," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",13.0," The florist had c0 roses. She sold c1 of them, so she would have c0 - c1 roses left. Then she picked c2 more, so she would have c0 - c1 + c2 roses in total. 

roses = c0 - c1 + c2

The answer is roses.","{'c0': 6.0, 'c1': 5.0, 'c2': 12.0}",13.0,"['roses =  c0 - c1 + c2', 'answer = roses']"
141, For Halloween Haley scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Haley have now? ,35.0," Haley had c0 pieces of candy to start with. Then she ate c1 pieces, so she had c0 - c1 pieces left. But then her sister gave her c2 more pieces, so she had c0 - c1 + c2 pieces in the end. 
end_candy = c0 - c1 + c2
The answer is end_candy.","{'c0': 33.0, 'c1': 17.0, 'c2': 19.0}",35.0,"['end_candy =  c0 - c1 + c2', 'answer = end_candy']"
142," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",50.0," 

There would be c0 + c2 apples.","{'c0': 14.0, 'c1': 13.0, 'c2': 49.0}",,[]
143," Edward had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Edward have? ",38.0," Edward had c0 books. He sold c1 and made c1*m money. With that money he bought c2 new books. So his total number of books is c0 + c2 - c1.
total_books = c0 + c2 - c1
The answer is total_books.","{'c0': 43.0, 'c1': 19.0, 'c2': 14.0}",38.0,"['total_books =  c0 + c2 - c1', 'answer = total_books']"
144," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",33.0," The teacher had c0 worksheets to grade. She graded c1, but then another c2 were turned in. So she would have to grade c2 - c1 worksheets.

new_worksheets = c2 - c1","{'c0': 29.0, 'c1': 25.0, 'c2': 29.0}",4.0,['new_worksheets =  c2 - c1']
145, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,35.0," 

There were c0 students at the start of the year. Then c1 students left and c2 new students came to school. So there must have been c0 + c2 - c1 students at the end.

students_at_end = c0 + c2 - c1

The answer is students_at_end.","{'c0': 35.0, 'c1': 10.0, 'c2': 10.0}",35.0,"['students_at_end =  c0 + c2 - c1', 'answer = students_at_end']"
146," For the school bake sale Carol made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",40.0," Carol had c0 cupcakes to start with. Then she sold c1, so she would have c0 - c1 left. Finally, she made c2 more, so she would have c0 - c1 + c2 in the end.

cupcakes = c0 - c1 + c2","{'c0': 19.0, 'c1': 6.0, 'c2': 27.0}",40.0,['cupcakes =  c0 - c1 + c2']
147, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,10.0," There are c0 oranges originally. They threw away c1 of them and put c2 new ones in, so the total number of oranges now is c0 - c1 + c2.

Q: A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin?
A: There are c0 oranges originally. They threw away c1 of them and put c2 new ones in, so the total number of oranges now is c0 - c1 + c2.","{'c0': 40.0, 'c1': 37.0, 'c2': 7.0}",,[]
148," At the arcade Victor won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",58.0," Victor had c0 tickets to start with. Then he spent c1 tickets on a beanie, so he would have c0 - c1 tickets left. Then he won c2 more tickets, so he would have c0 - c1 + c2 tickets in total.

total_tickets = c0 - c1 + c2
The answer is total_tickets.","{'c0': 46.0, 'c1': 27.0, 'c2': 39.0}",58.0,"['total_tickets =  c0 - c1 + c2', 'answer = total_tickets']"
149," Chloe picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",45.0," Chloe had c0 carrots originally. Then she threw out c1 of them, so she would have c0 - c1 carrots left. Then she picked c2 more, so she would have a total of c0 - c1 + c2 carrots.

total_carrots = c0 - c1 + c2","{'c0': 48.0, 'c1': 45.0, 'c2': 42.0}",45.0,['total_carrots =  c0 - c1 + c2']
150," Sam had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",43.0," Sam had c0 socks originally. If he threw away c1 old ones and bought c2 new ones, he would have c0 - c1 + c2 socks.
socks = c0 - c1 + c2
The answer is socks.","{'c0': 10.0, 'c1': 3.0, 'c2': 36.0}",43.0,"['socks =  c0 - c1 + c2', 'answer = socks']"
151," Maria had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",51.0," Maria had c0 bottles of water in her fridge. She drank c1 of them and then bought c2 more. So she would have c0 + c2 - c1 bottles. 
bottles = c0 + c2 - c1
The answer is bottles.","{'c0': 14.0, 'c1': 8.0, 'c2': 45.0}",51.0,"['bottles =  c0 + c2 - c1', 'answer = bottles']"
152," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",63.0," The teacher had c0 worksheets to grade. She graded c1, but then another c2 were turned in. So she would have to grade c2 - c1 worksheets.

new_worksheets = c2 - c1","{'c0': 34.0, 'c1': 7.0, 'c2': 36.0}",29.0,['new_worksheets =  c2 - c1']
153," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",11.0," There are c0 people originally. Then c1 people left, so there would be c0 - c1 people left. But then c2 more people got in line, so the total number of people would be c0 - c1 + c2.

Q:  If there are c0 donuts in the box and c1 people want donuts, how many donuts will each person get if the donuts are distributed evenly?
A: There are c0 donuts in the box. c1 people want donuts. So each person would get c0 / c1 donuts.","{'c0': 7.0, 'c1': 4.0, 'c2': 8.0}",,[]
154," Emily had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",19.0," Emily had c0 coloring books. She gave away c1 of them. So she would have c0 - c1 coloring books left. But then she bought c2 more. So she would have (c0 - c1) + c2 coloring books in total. 
total_books = (c0 - c1) + c2
The answer is total_books.","{'c0': 7.0, 'c1': 2.0, 'c2': 14.0}",19.0,"['total_books =  (c0 - c1) + c2', 'answer = total_books']"
155," At the arcade Dave won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",18.0," Dave had c0 tickets to start with. Then he spent c1 tickets on a beanie, so he would have c0 - c1 tickets left. Then he won c2 more tickets, so he would have c0 - c1 + c2 tickets in total.

total_tickets = c0 - c1 + c2
The answer is total_tickets.","{'c0': 25.0, 'c1': 22.0, 'c2': 15.0}",18.0,"['total_tickets =  c0 - c1 + c2', 'answer = total_tickets']"
156," Robin had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",32.0," Robin had c0 songs on her mp3 player. She deleted c1 old songs and added c2 new songs. So the new total is c0 - c1 + c2.
new_total = c0 - c1 + c2
The answer is new_total.","{'c0': 30.0, 'c1': 8.0, 'c2': 10.0}",32.0,"['new_total =  c0 - c1 + c2', 'answer = new_total']"
157," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",9.0," 

There would be c0 + c2 apples.","{'c0': 23.0, 'c1': 20.0, 'c2': 6.0}",,[]
158," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",54.0," Janet had c0 lives originally. Then she lost c1 lives. So she would have c0 - c1 lives. If she got c2 more lives, she would have c0 - c1 + c2 lives.
lives = c0 - c1 + c2","{'c0': 38.0, 'c1': 16.0, 'c2': 32.0}",54.0,['lives =  c0 - c1 + c2']
159," Megan picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",61.0," Megan had c0 carrots originally. She threw out c1 of them, so she would have c0 - c1 carrots left. Then she picked c2 more, so she would have a total of c0 - c1 + c2 carrots. 
total_carrots = c0 - c1 + c2
The answer is total_carrots.","{'c0': 19.0, 'c1': 4.0, 'c2': 46.0}",61.0,"['total_carrots =  c0 - c1 + c2', 'answer = total_carrots']"
160," Roger had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",71.0," Roger had c0 dollars in January. Then he spent c1 dollars, so he had c0 - c1 dollars left. Then he got c2 dollars from his mom, so he had (c0 - c1) + c2 = c0 + c2 - c1 dollars in total.
The answer is c0 + c2 - c1.","{'c0': 45.0, 'c1': 20.0, 'c2': 46.0}",71.0,"['c2 =  c0 + c2 - c1 dollars in total.', 'answer = c0 + c2 - c1']"
161," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",38.0," 

There would be c0 + c2 apples.","{'c0': 17.0, 'c1': 2.0, 'c2': 23.0}",,[]
162," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",70.0," Janet had c0 lives originally. Then she lost c1 lives. So she would have c0 - c1 lives. If she got c2 more lives, she would have c0 - c1 + c2 lives.
lives = c0 - c1 + c2","{'c0': 47.0, 'c1': 23.0, 'c2': 46.0}",70.0,['lives =  c0 - c1 + c2']
163," Nancy picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",31.0," Nancy had c0 carrots originally. Then she threw out c1 of them, so she would have c0 - c1 carrots left. Then she picked c2 more, so she would have a total of c0 - c1 + c2 carrots.

total_carrots = c0 - c1 + c2","{'c0': 12.0, 'c1': 2.0, 'c2': 21.0}",31.0,['total_carrots =  c0 - c1 + c2']
164," Bianca had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",64.0," Bianca had c0 songs on her mp3 player. She deleted c1 old songs and added c2 new songs. So the total number of songs on her mp3 player is c0 + c2 - c1. 
songs = c0 + c2 - c1
The answer is songs.","{'c0': 34.0, 'c1': 14.0, 'c2': 44.0}",64.0,"['songs =  c0 + c2 - c1', 'answer = songs']"
165," Tom had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Tom have? ",39.0," Tom had c0 books. He sold c1 and made c1*m money. He used that money to buy c2 new books. So his total number of books is c0 + c2 - c1.
books = c0 + c2 - c1
The answer is books.","{'c0': 5.0, 'c1': 4.0, 'c2': 38.0}",39.0,"['books =  c0 + c2 - c1', 'answer = books']"
166," John had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",27.0," John had c0 socks originally. If he threw away c1 old ones and bought c2 new ones, he would have c0 - c1 + c2 socks.
socks = c0 - c1 + c2
The answer is socks.","{'c0': 33.0, 'c1': 19.0, 'c2': 13.0}",27.0,"['socks =  c0 - c1 + c2', 'answer = socks']"
167," For the school bake sale Maria made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",24.0," Maria had c0 cupcakes to start with. Then she sold c1, so she would have c0 - c1 left. Finally, she made c2 more, so she would have c0 - c1 + c2 in the end.
cupcakes = c0 - c1 + c2
The answer is cupcakes.","{'c0': 19.0, 'c1': 5.0, 'c2': 10.0}",24.0,"['cupcakes =  c0 - c1 + c2', 'answer = cupcakes']"
168, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,34.0," There are c0 oranges originally. Then there were c1 oranges thrown away. So there must have been c0 - c1 new oranges. 
new_oranges = c0 - c1
The answer is new_oranges.","{'c0': 50.0, 'c1': 40.0, 'c2': 24.0}",10.0,"['new_oranges =  c0 - c1', 'answer = new_oranges']"
169, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,11.0," 

There were c0 students at the start of the year. Then c1 students left and c2 new students came to school. So there must have been c0 + c2 - c1 students at the end.

students_at_end = c0 + c2 - c1

The answer is students_at_end.","{'c0': 8.0, 'c1': 5.0, 'c2': 8.0}",11.0,"['students_at_end =  c0 + c2 - c1', 'answer = students_at_end']"
170," Bianca picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",60.0," Bianca had c0 carrots originally. She threw out c1 of them, so she would have c0 - c1 carrots left. Then she picked c2 more, so she would have a total of c0 - c1 + c2 carrots.
total_carrots = c0 - c1 + c2
The answer is total_carrots.","{'c0': 23.0, 'c1': 10.0, 'c2': 47.0}",60.0,"['total_carrots =  c0 - c1 + c2', 'answer = total_carrots']"
171," Zoe had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",47.0," Zoe had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, she would have c0 + c2 - c1 bottles. 

Q: There are c0 students in the classroom. After c1 of them left, there are c2 students remaining in the classroom. How many students originally were in the classroom?
A: There are c0 students in the classroom. After c1 of them left, there are c2 students remaining in the classroom. So there must have been c0 + c1 students originally. 

students_originally = c0 + c1","{'c0': 42.0, 'c1': 25.0, 'c2': 30.0}",67.0,['students_originally =  c0 + c1']
172," Katie had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",28.0," Katie had c0 songs on her mp3 player. She deleted c1 old songs and added c2 new songs. So the new total is c0 - c1 + c2.
new_total = c0 - c1 + c2
The answer is new_total.","{'c0': 11.0, 'c1': 7.0, 'c2': 24.0}",28.0,"['new_total =  c0 - c1 + c2', 'answer = new_total']"
173, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,31.0," There are c0 oranges originally. They threw away c1 of them and put c2 new ones in, so the total number of oranges now is c0 - c1 + c2.

Q: A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin?
A: There are c0 oranges originally. They threw away c1 of them and put c2 new ones in, so the total number of oranges now is c0 - c1 + c2.","{'c0': 5.0, 'c1': 2.0, 'c2': 28.0}",,[]
174," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",67.0," Adam had c0 books. He sold c1 and made c1*m money. With that money he bought c2 new books. So his total number of books is c0 + c2 - c1.
total_books = c0 + c2 - c1
The answer is total_books.","{'c0': 48.0, 'c1': 19.0, 'c2': 38.0}",67.0,"['total_books =  c0 + c2 - c1', 'answer = total_books']"
175, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,37.0," 

There were c0 students at the start of the year. Then c1 students left and c2 new students came to school. So there must have been c0 + c2 - c1 students at the end.

students_at_end = c0 + c2 - c1

The answer is students_at_end.","{'c0': 31.0, 'c1': 5.0, 'c2': 11.0}",37.0,"['students_at_end =  c0 + c2 - c1', 'answer = students_at_end']"
176," For the school bake sale Robin made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",59.0," Robin had c0 cupcakes to start with. Then she sold c1, so she would have c0 - c1 cupcakes left. Finally, she made c2 more cupcakes, so she would have c0 - c1 + c2 cupcakes in total.

cupcakes = c0 - c1 + c2","{'c0': 42.0, 'c1': 22.0, 'c2': 39.0}",59.0,['cupcakes =  c0 - c1 + c2']
177," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",41.0," The florist had c0 roses. She sold c1 of them, so she would have c0 - c1 roses left. Then she picked c2 more, so she would have c0 - c1 + c2 roses in total. 

roses = c0 - c1 + c2

The answer is roses.","{'c0': 11.0, 'c1': 2.0, 'c2': 32.0}",41.0,"['roses =  c0 - c1 + c2', 'answer = roses']"
178," Frank had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",22.0," Frank had c0 dollars. He spent c1 dollars on a new game. So he has c0 - c1 dollars left. He also got c2 dollars for his allowance. So he has (c0 - c1) + c2 = c0 + c2 - c1 dollars in total.

total_money = c0 + c2 - c1","{'c0': 11.0, 'c1': 3.0, 'c2': 14.0}",22.0,"['c2 =  c0 + c2 - c1 dollars in total.', 'total_money =  c0 + c2 - c1']"
179," Haley was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",46.0," Haley had c0 lives originally. Then she lost c1 lives. So she would have c0 - c1 lives. If she got c2 more lives, she would have c0 - c1 + c2 lives.

lives = c0 - c1 + c2","{'c0': 14.0, 'c1': 4.0, 'c2': 36.0}",46.0,['lives =  c0 - c1 + c2']
180," Luke had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",58.0," 

Luke had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, he would have c0 + c2 - c1 dollars.","{'c0': 48.0, 'c1': 11.0, 'c2': 21.0}",,[]
181," Emily was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",41.0," Emily had c0 lives originally. Then she lost c1 lives. So she would have c0 - c1 lives. If she got c2 more lives, she would have c0 - c1 + c2 lives.

lives = c0 - c1 + c2","{'c0': 42.0, 'c1': 25.0, 'c2': 24.0}",41.0,['lives =  c0 - c1 + c2']
182," Debby had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",58.0," Debby had c0 coloring books. If she gave away c1 of them, she would have c0 - c1 coloring books. But if she bought c2 more, she would have (c0 - c1) + c2 coloring books. So the answer is (c0 - c1) + c2.","{'c0': 30.0, 'c1': 7.0, 'c2': 35.0}",,[]
183," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",23.0," 

There would be c0 + c2 apples.","{'c0': 12.0, 'c1': 8.0, 'c2': 19.0}",,[]
