,question,answer,response,mapping,response_answer,equations
86,c0 birds and c1 storks were sitting on the fence. c2 more birds came to join them.How many more storks than birds are sitting on the fence?,1.0,"There were originally c0 birds and c1 storks on the fence. After c2 more birds joined, there are now c0 + c2 birds and c1 storks. The difference between the number of storks and birds is c1 - (c0 + c2). 
storks_more_than_birds = c1 - (c0 + c2)
The answer is storks_more_than_birds.","{'c0': 2.0, 'c1': 6.0, 'c2': 3.0}",1.0,"['storks_more_than_birds =  c1 - (c0 + c2)', 'answer = storks_more_than_birds']"
87,The Razorback t-shirt shop made $ c0 dollars from selling c1 t-shirt during the Arkansas and Texas tech game they.What is the cost of each t-shirt?,17.0,"To find the cost of each t-shirt, we need to divide the total revenue by the number of t-shirts sold. 
cost_per_tshirt = c0 / c1
The answer is cost_per_tshirt.","{'c0': 51.0, 'c1': 3.0}",17.0,"['cost_per_tshirt =  c0 / c1', 'answer = cost_per_tshirt']"
88,Paco had c0 cookies. He ate c1 cookies and gave c2 of them to his friend.How many more cookies did he give to his friend than those he ate?,5.0,"Paco started with c0 cookies. He ate c1 cookies and gave c2 to his friend. So he gave c2 - c1 cookies to his friend. To find out how many more cookies he gave to his friend than those he ate, we need to subtract c1 from c2 - c1. 
cookies_given = c2 - c1
cookies_left = c0 - c1
cookies_more_given = cookies_given - c1
The answer is cookies_more_given.","{'c0': 12.0, 'c1': 16.0, 'c2': 21.0}",-11.0,"['cookies_given =  c2 - c1', 'cookies_left =  c0 - c1', 'cookies_more_given =  cookies_given - c1', 'answer = cookies_more_given']"
89,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that c0 visitors came to the Buckingham palace that day. If there were c1 visitors the previous dayHow many more visitors visited the Buckingham palace on that day than on the previous day?",22.0,"On the previous day, there were c1 visitors. On the current day, there were c0 visitors. So the difference between the two is the number of additional visitors on the current day. 
additional_visitors = c0 - c1
The answer is additional_visitors.","{'c0': 317.0, 'c1': 295.0}",22.0,"['additional_visitors =  c0 - c1', 'answer = additional_visitors']"
90,Josh had c0 marbles in his collection. He found c1 marbles while he lost c2 marbles.How many more marbles did he find than those he lost?,1.0,"Josh found c1 marbles and lost c2 marbles. So the difference between the two is c1 - c2. 
marbles_found = c1
marbles_lost = c2
more_marbles_found = marbles_found - marbles_lost = c1 - c2
The answer is more_marbles_found.","{'c0': 3.0, 'c1': 6.0, 'c2': 5.0}",1.0,"['marbles_found =  c1', 'marbles_lost =  c2', 'more_marbles_found =  marbles_found - marbles_lost ', 'answer = more_marbles_found']"
91,Because of the decision Sofia asked the students to suggest specific types of food. If c0 students suggested adding mashed potatoes while c1 suggested adding bacon to the menuHow many more students suggested mashed potatoes than those that suggested bacon?,366.0,"c0 students suggested mashed potatoes and c1 students suggested bacon. To find out how many more students suggested mashed potatoes than bacon, we need to subtract the number of students who suggested bacon from the number of students who suggested mashed potatoes. 
more_students = c0 - c1
The answer is more_students.","{'c0': 408.0, 'c1': 42.0}",366.0,"['more_students =  c0 - c1', 'answer = more_students']"
92,Paco had c0 cookies. He ate c1 cookies and gave c2 of them to his friend.How many cookies did paco have left?,22.0,"Paco started with c0 cookies. After eating some, he had c0 - c1 cookies left. Then he gave c2 cookies to his friend, so he had c0 - c1 - c2 cookies left. 
cookies_left = c0 - c1 - c2
The answer is cookies_left.","{'c0': 40.0, 'c1': 5.0, 'c2': 13.0}",22.0,"['cookies_left =  c0 - c1 - c2', 'answer = cookies_left']"
93,Paco had c0 cookies. He ate c1 cookies and gave c2 of them to his friend.How many more cookies did he eat than those he gave to his friend?,1.0,"Paco started with c0 cookies. He ate c1 and gave c2 to his friend. So he has c0 - c1 - c2 cookies left. 
cookies_left = c0 - c1 - c2
He ate c1 cookies and gave c2 to his friend, so he ate c1 - c2 more cookies than he gave to his friend. 
cookies_more_eaten = c1 - c2
The answer is cookies_more_eaten.","{'c0': 17.0, 'c1': 14.0, 'c2': 13.0}",1.0,"['cookies_left =  c0 - c1 - c2', 'cookies_more_eaten =  c1 - c2', 'answer = cookies_more_eaten']"
94,Julia played tag with c0 kids on monday. She played tag with c1 kids on tuesday. She spent a total of c2 hours to play tag on both days.How many more kids did she play with on monday than on tuesday?,1.0,"Julia played with c0 kids on Monday and c1 kids on Tuesday. The difference in the number of kids she played with is c0 - c1. 
kids_difference = c0 - c1
We don't need to use c2 in this problem. The answer is kids_difference.","{'c0': 19.0, 'c1': 18.0, 'c2': 38.0}",1.0,"['kids_difference =  c0 - c1', ""We don't need to use c2 in this problem""]"
95,Dan has $ c0. He bought a candy bar for $ c1 and a chocolate for $ 3.How much money did he spend to buy chocolate than he did to buy candy bar?,1.0,"Dan spent $ c1 on the candy bar and $ 3 on the chocolate. So in total, he spent $ c1 + $ 3. 
total_spent = c1 + 3
To find out how much more he spent on the chocolate than the candy bar, we need to subtract the cost of the candy bar from the total spent on both items. 
difference = total_spent - c1
The answer is difference.","{'c0': 5.0, 'c1': 2.0}",3.0,"['total_spent =  c1 + 3', 'difference =  total_spent - c1', 'answer = difference']"
96,Ed had c0 more marbles than Doug. Ed lost c1 of his marbles at the playground.How many more marbles did Ed have than Doug then?,12.0,"Ed started with c0 more marbles than Doug. After losing c1 marbles, Ed had c0 - c1 marbles left. 
Ed_marbles_left = c0 - c1
To find out how many more marbles Ed had than Doug, we need to know how many marbles Doug had. Since Ed started with c0 more marbles than Doug, we can say that Doug had c0 - (c0 - c1) = c1 marbles. 
Doug_marbles = c1
So Ed had Ed_marbles_left - Doug_marbles more marbles than Doug. 
more_marbles_than_Doug = Ed_marbles_left - Doug_marbles
The answer is more_marbles_than_Doug.","{'c0': 29.0, 'c1': 17.0}",-5.0,"['Ed_marbles_left =  c0 - c1', 'c1) =  c1 marbles. ', 'Doug_marbles =  c1', 'more_marbles_than_Doug =  Ed_marbles_left - Doug_marbles', 'answer = more_marbles_than_Doug']"
97,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped c0 inches. The frog jumped c1 inches farther than the grasshopper and the mouse jumped c2 inches farther than the frog.How much farther did the mouse jump than the grasshopper?",30.0,"The frog jumped c1 inches farther than the grasshopper, so the frog's total jump was c0 + c1 inches. 
The mouse jumped c2 inches farther than the frog, so the mouse's total jump was (c0 + c1) + c2 inches. 
To find out how much farther the mouse jumped than the grasshopper, we need to subtract the grasshopper's jump from the mouse's jump: 
mouse_jump_farther = (c0 + c1) + c2 - c0
Simplifying, we get: 
mouse_jump_farther = c1 + c2
The answer is mouse_jump_farther.","{'c0': 19.0, 'c1': 10.0, 'c2': 20.0}",30.0,"['mouse_jump_farther =  (c0 + c1) + c2 - c0', 'mouse_jump_farther =  c1 + c2', 'answer = mouse_jump_farther']"
98,Frank was reading through his favorite book. It took him c0 days to finish the book. If the book had c1 pagesHow many pages did he read per day?,7.0,"Frank finished the book in c0 days and the book had c1 pages. So he must have read c1/c0 pages per day. 
pages_per_day = c1/c0
The answer is pages_per_day.","{'c0': 16.0, 'c1': 112.0}",7.0,"['pages_per_day =  c1/c0', 'answer = pages_per_day']"
99,There are c0 different books in the ' crazy silly school ' series. If you are yet to read c1 of the booksHow many books have you already read?,15.0,"If there are c0 books in the series and you have yet to read c1 of them, then you have already read c0 - c1 books. 
books_already_read = c0 - c1
The answer is books_already_read.","{'c0': 20.0, 'c1': 5.0}",15.0,"['books_already_read =  c0 - c1', 'answer = books_already_read']"
100,Allan brought c0 balloons and Jake brought c1 balloons to the park. Allan then bought c2 more balloons at the park.How many balloons did Allan and Jake have in the park?,10.0,"Allan brought c0 balloons and Jake brought c1 balloons. Together, they had c0 + c1 balloons. After Allan bought c2 more balloons, they had c0 + c1 + c2 balloons in total. 
total_balloons = c0 + c1 + c2
The answer is total_balloons.","{'c0': 3.0, 'c1': 5.0, 'c2': 2.0}",10.0,"['total_balloons =  c0 + c1 + c2', 'answer = total_balloons']"
101,Josh lost c0 marbles. If he had c1 marbles in his collection earlierHow many marbles does he have now?,8.0,"Josh had c1 marbles earlier, but he lost c0 marbles. So he now has c1 - c0 marbles left. 
marbles_now = c1 - c0
The answer is marbles_now.","{'c0': 11.0, 'c1': 19.0}",8.0,"['marbles_now =  c1 - c0', 'answer = marbles_now']"
102,Allan brought c0 balloons and Jake brought c1 balloons to the park. Jake then bought c2 more balloons at the park.How many more balloons did Jake have than Allan in the park?,1.0,"Allan brought c0 balloons and Jake brought c1 balloons. Together, they had c0 + c1 balloons. After Jake bought c2 more balloons, he had c1 + c2 balloons. 
Jake had c1 + c2 - (c0 + c1) = c2 - c0 more balloons than Allan in the park. 
The answer is c2 - c0.","{'c0': 6.0, 'c1': 3.0, 'c2': 4.0}",-2.0,"['c1) =  c2 - c0 more balloons than Allan in the park. ', 'answer = c2 - c0']"
103,Faye was placing her pencils into c0 rows with c1 pencils in each row.How many pencils does she have?,154.0,"Faye has c0 rows with c1 pencils in each row. So she has c0 x c1 pencils in total. 
total_pencils = c0 x c1
The answer is total_pencils.","{'c0': 14.0, 'c1': 11.0}",154.0,"['total_pencils =  c0 x c1', 'answer = total_pencils']"
104,A grocery store had c0 bottles of regular soda and c1 bottles of diet soda.How many more bottles of diet soda than regular soda did they have?,39.0,"The grocery store had c0 bottles of regular soda and c1 bottles of diet soda. To find out how many more bottles of diet soda they had than regular soda, we need to subtract c0 from c1. 
diet_soda_more = c1 - c0
The answer is diet_soda_more.","{'c0': 22.0, 'c1': 61.0}",39.0,"['diet_soda_more =  c1 - c0', 'answer = diet_soda_more']"
105,There are c0 baskets of peaches. Each basket has c1 red peaches and c2 green peaches.How many red peaches are in the baskets altogether?,96.0,"If there are c0 baskets of peaches, and each basket has c1 red peaches, then the total number of red peaches is c0 x c1. 
total_red_peaches = c0 x c1
The answer is total_red_peaches.","{'c0': 6.0, 'c1': 16.0, 'c2': 18.0}",96.0,"['total_red_peaches =  c0 x c1', 'answer = total_red_peaches']"
106,During summer break c0 kids from Lawrence county go to camp and the rest stay home. Lawrence county has c1 kids in all.About how many kids stayed home?,28462.0,"To find out how many kids stayed home, we need to subtract the number of kids who went to camp from the total number of kids in Lawrence county. 
kids_stayed_home = c1 - c0
The answer is kids_stayed_home.","{'c0': 800059.0, 'c1': 828521.0}",28462.0,"['kids_stayed_home =  c1 - c0', 'answer = kids_stayed_home']"
107,There are c0 pots. Each pot has c1 flowers and c2 sticks in it.How many flowers are there in all?,10011.0,"If each pot has c1 flowers, then the total number of flowers is c0 * c1. 
total_flowers = c0 * c1
The sticks are not relevant to the question, so they can be ignored. The answer is total_flowers.","{'c0': 141.0, 'c1': 71.0, 'c2': 91.0}",10011.0,"['total_flowers =  c0 * c1', 'The sticks are not relevant to the question, so they can be ignored']"
108,Allan brought c0 balloons and Jake brought c1 balloons to the park. Allan then bought c2 more balloons at the park.How many more balloons did Allan have than Jake in the park?,1.0,"Allan brought c0 balloons and Jake brought c1 balloons. Together, they had c0 + c1 balloons. After Allan bought c2 more balloons, he had c0 + c2 balloons. 
Allan had c0 + c2 - c1 more balloons than Jake in the park. 
more_balloons = c0 + c2 - c1
The answer is more_balloons.","{'c0': 2.0, 'c1': 4.0, 'c2': 3.0}",1.0,"['more_balloons =  c0 + c2 - c1', 'answer = more_balloons']"
109,"A chef had c0 apples. After making some pies, he had used 35.How many apples remained?",23.0,"The chef started with c0 apples. After making pies, he used 35 apples. So he had c0 - 35 apples remaining. 
remaining_apples = c0 - 35
The answer is remaining_apples.",{'c0': 58.0},23.0,"['remaining_apples =  c0 - 35', 'answer = remaining_apples']"
110,You had c0 bags with equal number of cookies. If you had c1 candies and c2 cookies in totalHow many cookies does each bag have?,2.0,"We know that the total number of cookies and candies is c1 + c2. Let's assume that each bag has x number of cookies. Then the total number of cookies can be expressed as c0 * x. So we can set up an equation: 

c1 + c2 = c0 * x 

Solving for x, we get: 

x = (c1 + c2) / c0 

Therefore, each bag has (c1 + c2) / c0 cookies.","{'c0': 26.0, 'c1': 15.0, 'c2': 52.0}",2.576923076923077,"['c2 =  c0 * x ', 'x =  (c1 + c2) / c0 ']"
111,He then went to see the oranges being harvested. He found out that they harvest c0 sacks per day and that each sack containes c1 oranges.How many sacks of oranges will they have after c2 days of harvest?,1862.0,"Each day they harvest c0 sacks of oranges. After c2 days, they will have harvested c0 x c2 sacks of oranges. 
total_sacks = c0 x c2
The answer is total_sacks.","{'c0': 38.0, 'c1': 42.0, 'c2': 49.0}",1862.0,"['total_sacks =  c0 x c2', 'answer = total_sacks']"
112,There were c0 roses and c1 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now c2 orchids and c3 roses in the vase.How many orchids did she cut?,4.0,"Jessica started with c0 roses and c1 orchids in the vase. After cutting some more, there are now c2 orchids and c3 roses. So she must have cut c1 - c2 orchids. 
orchids_cut = c1 - c2
The answer is orchids_cut.","{'c0': 16.0, 'c1': 3.0, 'c2': 7.0, 'c3': 13.0}",-4.0,"['orchids_cut =  c1 - c2', 'answer = orchids_cut']"
113,"Jack received c0 emails in the morning, c1 emails in the afternoon and c2 emails in the evening.How many more emails did Jack receive in the afternoon than in the evening?",1.0,"Jack received c1 emails in the afternoon and c2 emails in the evening. To find out how many more emails he received in the afternoon than in the evening, we need to subtract c2 from c1. 
more_emails = c1 - c2
The answer is more_emails.","{'c0': 10.0, 'c1': 5.0, 'c2': 4.0}",1.0,"['more_emails =  c1 - c2', 'answer = more_emails']"
114,Faye was placing her pencils into rows with c0 pencils in each row. She had c1 packs of pencils each one having c2 pencils.How many pencils does she have?,84.0,"Faye has c1 packs of pencils, each with c2 pencils. So she has a total of c1 * c2 pencils. 
total_pencils = c1 * c2
She places them in rows with c0 pencils in each row, so she must have c0 * number of rows pencils in total. The number of rows is equal to the number of packs of pencils she has, which is c1. 
total_pencils = c0 * c1
The answer is the same for both equations, so we can set them equal to each other: 
c1 * c2 = c0 * c1
Simplifying, we get: 
c2 = c0
So Faye has c1 * c2 = c1 * c0 pencils in total. 
total_pencils = c1 * c0
The answer is total_pencils.","{'c0': 22.0, 'c1': 6.0, 'c2': 14.0}",132.0,"['total_pencils =  c1 * c2', 'total_pencils =  c0 * c1', 'answer = the same for both equations, so we can set them equal to each other:', 'c2 =  c0 * c1', 'c2 =  c0', 'c2 =  c1 * c0 pencils in total. ', 'total_pencils =  c1 * c0', 'answer = total_pencils']"
115,A farmer had c0 tomatoes in his garden. If he picked c1 of them yesterday and c2 today.How many did he have left after yesterday's picking?,104.0,"The farmer started with c0 tomatoes. He picked c1 of them yesterday, so he had c0 - c1 tomatoes left. 
tomatoes_left = c0 - c1
After today's picking, he had tomatoes_left - c2 tomatoes left. 
remaining_tomatoes = tomatoes_left - c2
The answer is remaining_tomatoes.","{'c0': 160.0, 'c1': 56.0, 'c2': 41.0}",63.0,"['tomatoes_left =  c0 - c1', 'remaining_tomatoes =  tomatoes_left - c2', 'answer = remaining_tomatoes']"
116,Each pot has c0 flowers in it. There are c1 flowers in total.How many pots are there in all?,10.0,"If each pot has c0 flowers and there are c1 flowers in total, then the number of pots can be found by dividing c1 by c0. 
number_of_pots = c1 / c0
The answer is number_of_pots.","{'c0': 40.0, 'c1': 400.0}",10.0,"['number_of_pots =  c1 / c0', 'answer = number_of_pots']"
117,c0 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of c1 campers went rowing that dayHow many campers went rowing in the afternoon?,17.0,"c0 campers went rowing in the morning. Some more campers went rowing in the afternoon. So the number of campers who went rowing in the afternoon is c1 - c0. 
afternoon_campers = c1 - c0
The answer is afternoon_campers.","{'c0': 15.0, 'c1': 32.0}",17.0,"['afternoon_campers =  c1 - c0', 'answer = afternoon_campers']"
118,Because of the decision Sofia asked the students to suggest specific types of food. If c0 students suggested adding mashed potatoes while c1 suggested adding bacon to the menuHow many more students suggested bacon than those that suggested mashed potatoes?,10.0,"c1 students suggested adding bacon and c0 students suggested adding mashed potatoes. To find out how many more students suggested bacon than mashed potatoes, we need to subtract c0 from c1. 
bacon_suggesters = c1
mashed_potatoes_suggesters = c0
more_bacon_suggesters = bacon_suggesters - mashed_potatoes_suggesters
The answer is more_bacon_suggesters.","{'c0': 479.0, 'c1': 489.0}",10.0,"['bacon_suggesters =  c1', 'mashed_potatoes_suggesters =  c0', 'more_bacon_suggesters =  bacon_suggesters - mashed_potatoes_suggesters', 'answer = more_bacon_suggesters']"
119,Ed had c0 more marbles than Doug. Doug lost c1 of his marbles at the playground. If Ed had c2 marblesHow many marbles did Doug have initially?,22.0,"Ed had c0 more marbles than Doug, so initially Ed had c0 + Doug's marbles. 
Ed's marbles = c0 + Doug's marbles
After Doug lost c1 marbles, he had Doug's marbles - c1 marbles left. 
Doug's remaining marbles = Doug's marbles - c1
We know that Ed had c2 marbles, so we can substitute that in for Ed's marbles. 
c2 = c0 + Doug's marbles
Solving for Doug's marbles, we get:
Doug's marbles = c2 - c0
The answer is Doug's marbles.","{'c0': 5.0, 'c1': 3.0, 'c2': 27.0}",22.0,"[""marbles =  c0 + Doug's marbles"", ""marbles =  Doug's marbles - c1"", ""c2 =  c0 + Doug's marbles"", 'marbles =  c2 - c0', ""answer = Doug's marbles""]"
120,Rachel had to complete c0 pages of math homework. If she had to complete c1 more pages of math homework than reading homeworkHow many pages of reading homework did she have to complete?,3.0,"Rachel had to complete c0 pages of math homework. She had to complete c1 more pages of math homework than reading homework. So she had to complete (c0 + c1) pages of math and reading homework combined. Since c0 pages were math homework, she had to complete (c0 + c1) - c0 = c1 pages of reading homework.
reading_homework = c1
The answer is reading_homework.","{'c0': 7.0, 'c1': 4.0}",4.0,"['c0 =  c1 pages of reading homework.', 'reading_homework =  c1', 'answer = reading_homework']"
121,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked c0 chocolate chip cookies yesterday and c1 raisin cookies and c2 chocolate chip cookies this morning.How many more chocolate chip cookies than raisin cakes did Helen bake?,25.0,"Helen baked c0 chocolate chip cookies yesterday and c2 chocolate chip cookies this morning, for a total of c0 + c2 chocolate chip cookies. She also baked c1 raisin cookies. To find out how many more chocolate chip cookies than raisin cookies she baked, we need to subtract the number of raisin cookies from the number of chocolate chip cookies: 
choc_chip_diff = (c0 + c2) - c1
The answer is choc_chip_diff.","{'c0': 19.0, 'c1': 231.0, 'c2': 237.0}",25.0,"['choc_chip_diff =  (c0 + c2) - c1', 'answer = choc_chip_diff']"
122,Tiffany was collecting cans for recycling. On monday she had some bags of cans. The next day she found c0 more bags worth of cans. If she had a total of c1 bags altogetherHow many bags did she have on monday?,4.0,"Tiffany had some bags of cans on Monday. The next day she found c0 more bags worth of cans. So in total, she had Monday's bags plus c0 more bags, which equals c1 bags altogether. 
Monday's bags = c1 - c0
The answer is Monday's bags.","{'c0': 4.0, 'c1': 8.0}",4.0,"['bags =  c1 - c0', ""answer = Monday's bags""]"
123,Danny collects bottle caps. He found c0 bottle caps at the park while he threw away c1 old ones. Now he has c2 bottle caps in his collection.How many more bottle caps did danny throw away than those he found at the park?,33.0,"Danny found c0 bottle caps at the park and threw away c1 old ones. So he had c0 - c1 bottle caps before adding any new ones. After finding c0 bottle caps, he had c0 - c1 + c2 bottle caps in total. 
total_caps = c0 - c1 + c2
To find out how many more bottle caps he threw away than those he found, we need to subtract the number of bottle caps he found from the number he threw away. 
caps_thrown_away = c1 - c0
The answer is caps_thrown_away.","{'c0': 30.0, 'c1': 63.0, 'c2': 42.0}",33.0,"['total_caps =  c0 - c1 + c2', 'caps_thrown_away =  c1 - c0', 'answer = caps_thrown_away']"
124,Mary is baking a cake. The recipe calls for c0 cups of sugar and c1 cups of flour. She already put in c2 cups of sugar.How many more cups of flour than cups of sugar does she need to add now?,12.0,"The recipe calls for c0 cups of sugar and c1 cups of flour. Mary already put in c2 cups of sugar. So she still needs c0 - c2 cups of sugar. 
sugar_needed = c0 - c2
To find out how many more cups of flour than sugar she needs to add, we need to subtract the amount of sugar needed from the amount of flour needed. 
flour_needed = c1
flour_more_than_sugar = flour_needed - sugar_needed
The answer is flour_more_than_sugar.","{'c0': 12.0, 'c1': 14.0, 'c2': 10.0}",12.0,"['sugar_needed =  c0 - c2', 'flour_needed =  c1', 'flour_more_than_sugar =  flour_needed - sugar_needed', 'answer = flour_more_than_sugar']"
125,Kelly has c0 nintendo games.How many does she need to buy so that she will have c1 games left?,118.0,"Kelly has c0 nintendo games. She needs to buy some more so that she will have c1 games left. The number of games she needs to buy is c1 - c0.
games_to_buy = c1 - c0
The answer is games_to_buy.","{'c0': 22.0, 'c1': 140.0}",118.0,"['games_to_buy =  c1 - c0', 'answer = games_to_buy']"
126,Mom buys c0 white t - shirts in total. If white t - shirts can be purchased in packages and mom buys c1 packagesHow many white t - shirts does each package have?,5.0,"If mom buys c1 packages of white t-shirts, and there are c0 total white t-shirts, then each package must have c0/c1 white t-shirts. 
tshirts_per_package = c0/c1
The answer is tshirts_per_package.","{'c0': 70.0, 'c1': 14.0}",5.0,"['tshirts_per_package =  c0/c1', 'answer = tshirts_per_package']"
127,A farmer had c0 tomatoes in his garden. If he picked c1 of them yesterday and c2 today.How many will he have left after today?,7.0,"The farmer started with c0 tomatoes. He picked c1 yesterday and c2 today. So he has c0 - c1 - c2 tomatoes left. 
tomatoes_left = c0 - c1 - c2
The answer is tomatoes_left.","{'c0': 171.0, 'c1': 134.0, 'c2': 30.0}",7.0,"['tomatoes_left =  c0 - c1 - c2', 'answer = tomatoes_left']"
128,Last week Fred had c0 dollars and Jason had c1 dollars. Over the weekend Fred delivered newspapers earning c2 dollars and washed cars earning c3 dollars.How much money does Fred have now?,192.0,"Fred started with c0 dollars. He earned c2 dollars delivering newspapers and c3 dollars washing cars. So he now has c0 + c2 + c3 dollars. 
total_money = c0 + c2 + c3
The answer is total_money.","{'c0': 47.0, 'c1': 99.0, 'c2': 111.0, 'c3': 34.0}",192.0,"['total_money =  c0 + c2 + c3', 'answer = total_money']"
129,Mary is baking a cake. The recipe calls for c0 cups of sugar and c1 cups of flour. She already put in c2 cups of flour and c3 cups of sugar.How many more cups of flour does she need to add?,7.0,"The recipe calls for c1 cups of flour and Mary already put in c2 cups. So she needs to add c1 - c2 more cups of flour. 
flour_needed = c1 - c2
The answer is flour_needed.","{'c0': 6.0, 'c1': 14.0, 'c2': 7.0, 'c3': 60.0}",7.0,"['flour_needed =  c1 - c2', 'answer = flour_needed']"
130,There were c0 roses and c1 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now c2 roses and c3 orchids in the vase.How many more orchids than roses are there in the vase now?,9.0,"Originally, there were c0 roses and c1 orchids in the vase. After Jessica added more flowers, there are now c2 roses and c3 orchids. The difference between the number of orchids and roses is c3 - c2 - (c1 - c0), which simplifies to c0 - c1 + c3 - c2. 
orchids_minus_roses = c0 - c1 + c3 - c2
The answer is orchids_minus_roses.","{'c0': 7.0, 'c1': 12.0, 'c2': 11.0, 'c3': 20.0}",4.0,"['orchids_minus_roses =  c0 - c1 + c3 - c2', 'answer = orchids_minus_roses']"
131,After Jessie started to go jogging everyday she lost c0 kilograms. She weighed c1 kilograms before beginning jogging.How much does she weigh now?,34.0,"Jessie weighed c1 kilograms before jogging and lost c0 kilograms. So her current weight is c1 - c0 kilograms. 
current_weight = c1 - c0
The answer is current_weight.","{'c0': 35.0, 'c1': 69.0}",34.0,"['current_weight =  c1 - c0', 'answer = current_weight']"
132,c0 children were riding on the bus. At the bus stop c1 children got on the bus while some got off the bus. Then there were c2 children altogether on the bus.How many children got off the bus at the bus stop?,60.0,"Initially, there were c0 children on the bus. Then c1 more children got on the bus. So the total number of children on the bus was c0 + c1. 
total_children = c0 + c1
After some children got off the bus, there were c2 children left. So the number of children who got off the bus is total_children - c2. 
children_off = total_children - c2
The answer is children_off.","{'c0': 22.0, 'c1': 40.0, 'c2': 2.0}",60.0,"['total_children =  c0 + c1', 'children_off =  total_children - c2', 'answer = children_off']"
133,There are c0 different books and c1 different movies in the ' crazy silly school ' series. If you read c2 of the books and watched c3 of the moviesHow many more books than movies have you read?,1.0,"You have read c2 books and c3 movies. The difference between the number of books and movies you have read is c2 - c3. 
difference = c2 - c3
If the difference is positive, then you have read more books than movies. If the difference is negative, then you have read more movies than books. The absolute value of the difference tells you how many more books/movies you have read. 
The answer is the absolute value of the difference.","{'c0': 10.0, 'c1': 11.0, 'c2': 13.0, 'c3': 12.0}",1.0,"['difference =  c2 - c3', 'answer = the absolute value of the difference']"
134,Emily is making bead necklaces for her friends. She made c0 necklaces and each necklace takes c1 beads.How many beads did Emily have?,308.0,"Emily made c0 necklaces and each necklace takes c1 beads. So she used c0 x c1 beads in total. 
total_beads = c0 x c1
The answer is total_beads.","{'c0': 11.0, 'c1': 28.0}",308.0,"['total_beads =  c0 x c1', 'answer = total_beads']"
135,A farmer had c0 tomatoes and c1 potatoes in his garden. If he picked c2 potatoesHow many tomatoes and potatoes does he have left?,80.0,"After picking c2 potatoes, the farmer still has c0 tomatoes and c1 - c2 potatoes left. 
remaining_tomatoes = c0
remaining_potatoes = c1 - c2
The answer is remaining_tomatoes and remaining_potatoes.","{'c0': 175.0, 'c1': 77.0, 'c2': 172.0}",80.0,"['remaining_tomatoes =  c0', 'remaining_potatoes =  c1 - c2', 'answer = remaining_tomatoes and remaining_potatoes']"
136,Last week Fred had c0 dollars and Jason had c1 dollars. Fred washed cars over the weekend and now has c2 dollars. Jason delivered newspapers and now has c3 dollars.How much money did they earn by washing cars?,4.0,"Fred started with c0 dollars and now has c2 dollars, so he earned c2 - c0 dollars. 
Fred_earned = c2 - c0
Jason started with c1 dollars and now has c3 dollars, so he earned c3 - c1 dollars. 
Jason_earned = c3 - c1
The total amount earned by washing cars is Fred_earned + Jason_earned. 
total_earned = Fred_earned + Jason_earned
The answer is total_earned.","{'c0': 111.0, 'c1': 40.0, 'c2': 115.0, 'c3': 44.0}",8.0,"['Fred_earned =  c2 - c0', 'Jason_earned =  c3 - c1', 'total_earned =  Fred_earned + Jason_earned', 'answer = total_earned']"
137,A mailman has to give c0 pieces of junk mail to each house in each block. If there are c1 houses on a blockHow many pieces of junk mail should he give in each block?,180.0,"The mailman has to give c0 pieces of junk mail to each house on the block. If there are c1 houses on the block, then the total number of pieces of junk mail he should give in each block is c0 x c1. 
total_junk_mail = c0 x c1
The answer is total_junk_mail.","{'c0': 9.0, 'c1': 20.0}",180.0,"['total_junk_mail =  c0 x c1', 'answer = total_junk_mail']"
138,Matthew gave equal numbers of crackers and cakes to his c0 friends. If he had c1 crackers and c2 cakes initiallyHow many cakes did each person eat?,2.0,"Matthew gave equal numbers of crackers and cakes to his c0 friends, so each friend received (c1 + c2) / c0 crackers and (c1 + c2) / c0 cakes. 
Each person ate (c1 + c2) / c0 cakes. 
The answer is (c1 + c2) / c0.","{'c0': 4.0, 'c1': 10.0, 'c2': 8.0}",4.5,['answer = (c1 + c2) / c0']
139,Jessica cut some roses from her flower garden to put in her vase. There are now c0 roses in the vase. If there were c1 roses in the vase initiallyHow many roses did she cut?,16.0,"Jessica started with c1 roses in the vase. Now there are c0 roses in the vase after she cut some. So she must have cut c1 - c0 roses. 
roses_cut = c1 - c0
The answer is roses_cut.","{'c0': 19.0, 'c1': 3.0}",-16.0,"['roses_cut =  c1 - c0', 'answer = roses_cut']"
140,c0 children were riding on the bus. At the bus stop c1 children got on the bus while some got off the bus. Then there were c2 children altogether on the bus.How many more children got off the bus than those that got on?,15.0,"Initially, there were c0 children on the bus. Then c1 more children got on, so there were c0 + c1 children on the bus. After some children got off, there were c2 children on the bus. Therefore, the number of children who got off the bus is (c0 + c1) - c2. 
children_got_off = (c0 + c1) - c2
The answer is children_got_off.","{'c0': 23.0, 'c1': 24.0, 'c2': 8.0}",39.0,"['children_got_off =  (c0 + c1) - c2', 'answer = children_got_off']"
