,question,answer,response,mapping,response_answer,flag
131," Zoe had 15 songs on her mp3 player. If she deleted 8 old songs from it and then added 50 new songs, how many songs does she have on her mp3 player? ",57.0,"
A: mapping:{x: songs on her mp3 player}
Zoe had 15 songs, deleted 8, and added 50.
Eq1: x=15-8+50
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,15-8+50)
print(solve(Eq1,x))
We got 57 from sympy, so the answer is 57.",,57.0,1
132," At the arcade Jerry won 4 tickets. If he spent 2 tickets on a beanie and later won 47 more tickets, how many would he have? ",49.0,"
A: mapping:{x:tickets Jerry have}
Jerry won 4 tickets, spent 2 tickets, and won 47 more tickets.
Eq1: x=4+47-2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4+47-2)
print(solve(Eq1,x))
We got 49 from sympy, so the answer is 49.",,49.0,1
133, A store had 31 oranges in a bin. If they threw away 9 of the old ones and put 38 new ones in the bin how many would be in the bin? ,60.0,"
A: mapping:{x: oranges in the bin}
There were 31 oranges in the bin. 9 were thrown away and 38 were put in.
Eq1: x=31-9+38
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,31-9+38)
print(solve(Eq1,x))
We got 60 from sympy, so the answer is 60.",,60.0,1
134," Adam had 33 books. If he sold 11 of them and used the money he earned to buy 23 new books, how many books would Adam have? ",45.0,"
A: mapping:{x: books would Adam have}
Adam had 33 books. Sold 11, and used the money to buy 23 new books.
Eq1: x=33-11+23
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33-11+23)
print(solve(Eq1,x))
We got 45 from sympy, so the answer is 45.",,45.0,1
135," At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line? ",10.0,"
A: mapping:{x: people in line}
At the fair there were 10 people in line for the bumper cars. 2 of them left and 2 more got in line.
Eq1: 10-2+2=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10-2+2)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is 10.",,10.0,1
136," The school cafeteria had 38 apples. If they used 20 to make lunch for the students and then bought 28 more, how many apples would they have? ",46.0,"
A: mapping:{x: apples they have}
The school cafeteria had 38 apples. They used 20 for lunch and bought 28 more.
Eq1: x=38+28-20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,38+28-20)
print(solve(Eq1,x))
We got 46 from sympy, so the answer is 46.",,46.0,1
137," George had 28 socks. If he threw away 4 old ones that didn't fit and bought 36 new ones, how many socks would he have? ",60.0,"
A: mapping:{x:socks he would have}
George had 28 socks. He threw away 4 old ones and bought 36 new ones.
Eq1: x=28-4+36
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,28-4+36)
print(solve(Eq1,x))
We got 60 from sympy, so the answer is 60.",,60.0,1
138, For Halloween Robin scored 23 pieces of candy. She ate 7 pieces the first night and then her sister gave her 21 more pieces. How many pieces of candy does Robin have now? ,37.0,"
A: mapping:{x: pieces of candy does Robin have now}
Robin started with 23 pieces of candy, ate 7 pieces, and her sister gave her 21 more.
Eq1: x=23-7+21
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,23-7+21)
print(solve(Eq1,x))
We got 37 from sympy, so the answer is 37.",,37.0,1
139," Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32.0,"
A: mapping:{x: lives she would have}
Rachel had 10 lives. She lost 4 lives. She got 26 more lives.
Eq1: x=10-4+26
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10-4+26)
print(solve(Eq1,x))
We got 32 from sympy, so the answer is 32.",,32.0,1
140," A florist had 6 roses. If she sold 5 of them and then later picked 12 more, how many roses would she have? ",13.0,"
A: mapping:{x: roses she have}
A florist had 6 roses. She sold 5 of them and then later picked 12 more.
Eq1: x=6-5+12
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6-5+12)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is 13.",,13.0,1
141, For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ,35.0,"
A: mapping:{x: pieces of candy Haley have now}
Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces.
Eq1: x=33-17+19
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33-17+19)
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35.",,35.0,1
142," The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50.0,"
A: mapping:{x: apples they have}
The school cafeteria had 14 apples. 13 were used for lunch and 49 more were bought.
Eq1: x=14+13+49
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14+13+49)
print(solve(Eq1,x))
We got 76 from sympy, so the answer is 76.",,76.0,1
143," Edward had 43 books. If he sold 19 of them and used the money he earned to buy 14 new books, how many books would Edward have? ",38.0,"
A: mapping:{x: Edward have}
Edward had 43 books. Sold 19 and bought 14. 
Eq1: x=43-19+14
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,43-19+14)
print(solve(Eq1,x))
We got 38 from sympy, so the answer is 38.",,38.0,1
144," A teacher had 29 worksheets to grade. If she graded 25, but then another 29 were turned in, how many worksheets would she have to grade? ",33.0,"
A: mapping:{x: worksheets she have to grade}
The teacher had 29 worksheets to grade. She graded 25, and then 29 more were turned in.
Eq1: x=29+29-25
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,29+29-25)
print(solve(Eq1,x))
We got 33 from sympy, so the answer is 33.",,33.0,1
145, In fourth grade there were 35 students at the start of the year. During the year 10 students left and 10 new students came to school. How many students were in fourth grade at the end? ,35.0,"
A: mapping:{x: students were in fourth grade at the end}
There were 35 students at the start of the year. 10 left and 10 came. 
Eq1: x=35-10+10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,35-10+10)
print(solve(Eq1,x))
We got 35 from sympy, so the answer is 35.",,35.0,1
146," For the school bake sale Carol made 19 cupcakes. If she sold 6 of them and then made 27 more, how many cupcakes would she have? ",40.0,"
A: mapping:{x: cupcakes she have}
Carol made 19 cupcakes, sold 6, and made 27 more.
Eq1: x=19+27-6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,19+27-6)
print(solve(Eq1,x))
We got 40 from sympy, so the answer is 40.",,40.0,1
147, A store had 40 oranges in a bin. If they threw away 37 of the old ones and put 7 new ones in the bin how many would be in the bin? ,10.0,"
A: mapping:{x: oranges in the bin}
There were 40 oranges in the bin. 37 were thrown away and 7 were put in. 
Eq1: x=40-37+7
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40-37+7)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is 10.",,10.0,1
148," At the arcade Victor won 46 tickets. If he spent 27 tickets on a beanie and later won 39 more tickets, how many would he have? ",58.0,"
A: mapping:{x:tickets he would have}
Victor won 46 tickets. He spent 27 tickets on a beanie. Later he won 39 more tickets.
Eq1: x=46+39-27
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,46+39-27)
print(solve(Eq1,x))
We got 58 from sympy, so the answer is 58.",,58.0,1
149," Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45.0,"
A: mapping:{x: carrots she have total}
Chloe started with 48 carrots, threw out 45, and then picked 42 more.
Eq1: x=48-45+42
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,48-45+42)
print(solve(Eq1,x))
We got 45 from sympy, so the answer is 45.",,45.0,1
150," Sam had 10 socks. If he threw away 3 old ones that didn't fit and bought 36 new ones, how many socks would he have? ",43.0,"
A: mapping:{x: socks he would have}
Sam had 10 socks. He threw away 3 old ones and bought 36 new ones.
Eq1: x=10-3+36
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10-3+36)
print(solve(Eq1,x))
We got 43 from sympy, so the answer is 43.",,43.0,1
151," Maria had 14 bottles of water in her fridge. If she drank 8 of them and then bought 45 more, how many bottles would she have? ",51.0,"
A: mapping:{x: bottles of water she would have}
Maria had 14 bottles of water. She drank 8 of them and then bought 45 more.
Eq1: x=14+8+45
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14+8+45)
print(solve(Eq1,x))
We got 67 from sympy, so the answer is 67.",,67.0,1
152," A teacher had 34 worksheets to grade. If she graded 7, but then another 36 were turned in, how many worksheets would she have to grade? ",63.0,"
A: mapping:{x: worksheets she have to grade}
The teacher had 34 worksheets to grade. She graded 7, and then 36 more were turned in.
Eq1: x=34+36-7
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,34+36-7)
print(solve(Eq1,x))
We got 63 from sympy, so the answer is 63.",,63.0,1
153," At the fair there were 7 people in line for the bumper cars. If 4 of them got tired of waiting and left and 8 more got in line, how many people would be in line? ",11.0,"
A: mapping:{x: people in line}
There were 7 people in line originally. 4 people left and 8 more got in line.
Eq1: x=7-4+8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,7-4+8)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,11.0,1
154," Emily had 7 coloring books. If she gave away 2 of them, but then bought 14 more, how many would she have total? ",19.0,"
A: mapping:{x: coloring books she have total}
Emily had 7 coloring books. 2 were given away, and 14 were bought.
Eq1: x=7-2+14
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,7-2+14)
print(solve(Eq1,x))
We got 19 from sympy, so the answer is 19.",,19.0,1
155," At the arcade Dave won 25 tickets. If he spent 22 tickets on a beanie and later won 15 more tickets, how many would he have? ",18.0,"
A: mapping:{x:tickets Dave have}
Dave won 25 tickets. He spent 22 tickets on a beanie. Later he won 15 more tickets.
Eq1: x=25-22+15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,25-22+15)
print(solve(Eq1,x))
We got 18 from sympy, so the answer is 18.",,18.0,1
156," Robin had 30 songs on her mp3 player. If she deleted 8 old songs from it and then added 10 new songs, how many songs does she have on her mp3 player? ",32.0,"
A: mapping:{x: songs on her mp3 player}
Robin had 30 songs, deleted 8, and added 10. 
Eq1: x=30-8+10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30-8+10)
print(solve(Eq1,x))
We got 32 from sympy, so the answer is 32.",,32.0,1
157," The school cafeteria had 23 apples. If they used 20 to make lunch for the students and then bought 6 more, how many apples would they have? ",9.0,"
A: mapping:{x: apples they would have}
The school cafeteria had 23 apples. 20 were used for lunch and 6 more were bought.
Eq1: x=23-20+6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,23-20+6)
print(solve(Eq1,x))
We got 9 from sympy, so the answer is 9.",,9.0,1
158," Janet was playing a video game and had 38 lives. In a hard part of the game she lost 16 lives. If she got 32 more lives in the next level, how many lives would she have? ",54.0,"
A: mapping:{x: lives she would have}
Janet had 38 lives. She lost 16 lives. She got 32 more lives.
Eq1: x=38-16+32
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,38-16+32)
print(solve(Eq1,x))
We got 54 from sympy, so the answer is 54.",,54.0,1
159," Megan picked 19 carrots from her garden. If she threw out 4 of them and then picked 46 more the next day, how many carrots would she have total? ",61.0,"
A: mapping:{x: carrots she have total}
Megan picked 19 carrots, threw out 4, and picked 46 more.
Eq1: x=19-4+46
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,19-4+46)
print(solve(Eq1,x))
We got 61 from sympy, so the answer is 61.",,61.0,1
160," Roger had 45 dollars in January. By March he had spent 20 dollars. If he got another 46 dollars from his mom, how much money would he have? ",71.0,"
A: mapping:{x:money he would have}
Roger had 45 dollars in January. He spent 20 dollars by March. He got 46 dollars from his mom. 
Eq1: x=45-20+46
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,45-20+46)
print(solve(Eq1,x))
We got 61 from sympy, so the answer is 61.",,61.0,1
161," The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have? ",38.0,"
A: mapping:{x: apples they have}
The school cafeteria had 17 apples. 2 were used for lunch and 23 were bought.
Eq1: x=17+23-2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+23-2)
print(solve(Eq1,x))
We got 38 from sympy, so the answer is 38.",,38.0,1
162," Janet was playing a video game and had 47 lives. In a hard part of the game she lost 23 lives. If she got 46 more lives in the next level, how many lives would she have? ",70.0,"
A: mapping:{x: lives she would have}
Janet had 47 lives. She lost 23 lives. She got 46 more lives.
Eq1: x=47-23+46
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,47-23+46)
print(solve(Eq1,x))
We got 70 from sympy, so the answer is 70.",,70.0,1
163," Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total? ",31.0,"
A: mapping:{x: carrots she have total}
Nancy picked 12 carrots, threw out 2, and picked 21 more.
Eq1: x=12-2+21
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12-2+21)
print(solve(Eq1,x))
We got 31 from sympy, so the answer is 31.",,31.0,1
164," Bianca had 34 songs on her mp3 player. If she deleted 14 old songs from it and then added 44 new songs, how many songs does she have on her mp3 player? ",64.0,"
A: mapping:{x: songs she have on her mp3 player}
Bianca had 34 songs, deleted 14, and added 44.
Eq1: x=34-14+44
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,34-14+44)
print(solve(Eq1,x))
We got 64 from sympy, so the answer is 64.",,64.0,1
165," Tom had 5 books. If he sold 4 of them and used the money he earned to buy 38 new books, how many books would Tom have? ",39.0,"
A: mapping:{x: books Tom have}
Tom had 5 books. Sold 4, and bought 38. 
Eq1: x=5-4+38
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5-4+38)
print(solve(Eq1,x))
We got 39 from sympy, so the answer is 39.",,39.0,1
166," John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones, how many socks would he have? ",27.0,"
A: mapping:{x:socks he have}
John had 33 socks. Threw away 19 old ones, and bought 13 new ones.
Eq1: x=33-19+13
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33-19+13)
print(solve(Eq1,x))
We got 27 from sympy, so the answer is 27.",,27.0,1
167," For the school bake sale Maria made 19 cupcakes. If she sold 5 of them and then made 10 more, how many cupcakes would she have? ",24.0,"
A: mapping:{x: cupcakes she have}
Maria made 19 cupcakes. She sold 5 and made 10 more.
Eq1: x=19-5+10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,19-5+10)
print(solve(Eq1,x))
We got 24 from sympy, so the answer is 24.",,24.0,1
168, A store had 50 oranges in a bin. If they threw away 40 of the old ones and put 24 new ones in the bin how many would be in the bin? ,34.0,"
A: mapping:{x: oranges in the bin}
The store had 50 oranges in the bin. They threw away 40 of the old ones and put 24 new ones in the bin.
Eq1: 50-40+24=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,50-40+24)
print(solve(Eq1,x))
We got 34 from sympy, so the answer is 34.",,34.0,1
169, In fourth grade there were 8 students at the start of the year. During the year 5 students left and 8 new students came to school. How many students were in fourth grade at the end? ,11.0,"
A: mapping:{x: students were in fourth grade at the end}
There were 8 students at the start of the year. 5 left and 8 came.
Eq1: x=8-5+8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,8-5+8)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is 11.",,11.0,1
170," Bianca picked 23 carrots from her garden. If she threw out 10 of them and then picked 47 more the next day, how many carrots would she have total? ",60.0,"
A: mapping:{x: carrots she have total}
Bianca started with 23 carrots, threw out 10, and then picked 47 more.
Eq1: x=23-10+47
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,23-10+47)
print(solve(Eq1,x))
We got 60 from sympy, so the answer is 60.",,60.0,1
171," Zoe had 42 bottles of water in her fridge. If she drank 25 of them and then bought 30 more, how many bottles would she have? ",47.0,"
A: mapping:{x: bottles of water she would have}
Zoe had 42 bottles of water. She drank 25 of them and bought 30 more.
Eq1: x=42-25+30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,42-25+30)
print(solve(Eq1,x))
We got 47 from sympy, so the answer is 47.",,47.0,1
172," Katie had 11 songs on her mp3 player. If she deleted 7 old songs from it and then added 24 new songs, how many songs does she have on her mp3 player? ",28.0,"
A: mapping:{x: songs she have on her mp3 player}
Katie had 11 songs, deleted 7, and added 24.
Eq1: x=11-7+24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11-7+24)
print(solve(Eq1,x))
We got 28 from sympy, so the answer is 28.",,28.0,1
173, A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31.0,"
A: mapping:{x: oranges in the bin}
There were 5 oranges in the bin. 2 were thrown away and 28 were put in.
Eq1: x=5+28-2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5+28-2)
print(solve(Eq1,x))
We got 31 from sympy, so the answer is 31.",,31.0,1
174," Adam had 48 books. If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67.0,"
A: mapping:{x: books would Adam have}
Adam had 48 books. Sold 19 and bought 38 new books.
Eq1: x=48-19+38
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,48-19+38)
print(solve(Eq1,x))
We got 67 from sympy, so the answer is 67.",,67.0,1
175, In fourth grade there were 31 students at the start of the year. During the year 5 students left and 11 new students came to school. How many students were in fourth grade at the end? ,37.0,"
A: mapping:{x: students were in fourth grade at the end}
There were 31 students at the start of the year. 5 left and 11 came.
Eq1: x=31-5+11
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,31-5+11)
print(solve(Eq1,x))
We got 37 from sympy, so the answer is 37.",,37.0,1
176," For the school bake sale Robin made 42 cupcakes. If she sold 22 of them and then made 39 more, how many cupcakes would she have? ",59.0,"
A: mapping:{x: cupcakes she have}
Robin made 42 cupcakes. She sold 22 of them and then made 39 more.
Eq1: x=42-22+39
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,42-22+39)
print(solve(Eq1,x))
We got 47 from sympy, so the answer is 47.",,47.0,1
177," A florist had 11 roses. If she sold 2 of them and then later picked 32 more, how many roses would she have? ",41.0,"
A: mapping:{x: roses she have}
A florist had 11 roses. She sold 2 of them and picked 32 more.
Eq1: 11-2+32=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11-2+32)
print(solve(Eq1,x))
We got 41 from sympy, so the answer is 41.",,41.0,1
178," Frank had 11 dollars. At the store he spent $3 on a new game. If he got another 14 dollars for his allowance, how much money does he have now? ",22.0,"
A: mapping:{x:money he have now}
Frank had 11 dollars. He spent 3 dollars on a new game. He got 14 more dollars for his allowance.
Eq1: 11+14-3=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11+14-3)
print(solve(Eq1,x))
We got 22 from sympy, so the answer is 22.",,22.0,1
179," Haley was playing a video game and had 14 lives. In a hard part of the game she lost 4 lives. If she got 36 more lives in the next level, how many lives would she have? ",46.0,"
A: mapping:{x: lives she would have}
Haley had 14 lives. She lost 4 lives. She got 36 more lives.
Eq1: x=14-4+36
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14-4+36)
print(solve(Eq1,x))
We got 46 from sympy, so the answer is 46.",,46.0,1
180," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58.0,"
A: mapping:{x:money he would have}
Luke had 48 dollars in January. He spent 11 dollars by March. If he got 21 dollars from his mom, 
Eq1: 48+21-11=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,48+21-11)
print(solve(Eq1,x))
We got 58 from sympy, so the answer is 58.",,58.0,1
181," Emily was playing a video game and had 42 lives. In a hard part of the game she lost 25 lives. If she got 24 more lives in the next level, how many lives would she have? ",41.0,"
A: mapping:{x: lives she would have}
Emily had 42 lives. She lost 25 lives. She got 24 more lives.
Eq1: 42-25+24=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,42-25+24)
print(solve(Eq1,x))
We got 41 from sympy, so the answer is 41.",,41.0,1
182," Debby had 30 coloring books. If she gave away 7 of them, but then bought 35 more, how many would she have total? ",58.0,"
A: mapping:{x: coloring books she have total}
Debby had 30 coloring books. She gave away 7 of them, and bought 35 more.
Eq1: x=30-7+35
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30-7+35)
print(solve(Eq1,x))
We got 58 from sympy, so the answer is 58.",,58.0,1
183," The school cafeteria had 12 apples. If they used 8 to make lunch for the students and then bought 19 more, how many apples would they have? ",23.0,"
A: mapping:{x: apples they have}
The school cafeteria had 12 apples. 8 were used to make lunch and then 19 more were bought.
Eq1: x=12+8+19
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12+8+19)
print(solve(Eq1,x))
We got 39 from sympy, so the answer is 39.",,39.0,1
184," At the fair there were 31 people in line for the bumper cars. If 25 of them got tired of waiting and left and 25 more got in line, how many people would be in line? ",31.0,"
A: mapping:{x: people in line}
There were 31 people in line originally. 25 people left and 25 more got in line.
Eq1: x=31-25+25
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,31-25+25)
print(solve(Eq1,x))
We got 31 from sympy, so the answer is 31.",,31.0,1
185," A florist had 50 roses. If she sold 15 of them and then later picked 21 more, how many roses would she have? ",56.0,"
A: mapping:{x: roses she have}
A florist had 50 roses. She sold 15 of them and then picked 21 more.
Eq1: x=50-15+21
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,50-15+21)
print(solve(Eq1,x))
We got 56 from sympy, so the answer is 56.",,56.0,1
186," Zoe had 6 songs on her mp3 player. If she deleted 3 old songs from it and then added 20 new songs, how many songs does she have on her mp3 player? ",23.0,"
A: mapping:{x: songs on her mp3 player}
Zoe had 6 songs, deleted 3, and added 20.
Eq1: x=6-3+20
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6-3+20)
print(solve(Eq1,x))
We got 23 from sympy, so the answer is 23.",,23.0,1
187," At the arcade Dave won 11 tickets. If he spent 5 tickets on a beanie and later won 10 more tickets, how many would he have? ",16.0,"
A: mapping:{x:tickets Dave have}
Dave won 11 tickets. He spent 5 tickets on a beanie. Later he won 10 more tickets.
Eq1: x=11-5+10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11-5+10)
print(solve(Eq1,x))
We got 16 from sympy, so the answer is 16.",,16.0,1
188," A waiter had 33 customers to wait on. If 31 customers left and he got another 26 customers, how many customers would he have? ",28.0,"
A: mapping:{x: customers the waiter would have}
The waiter had 33 customers, 31 left, and 26 came in.
Eq1: x=33+26-31
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,33+26-31)
print(solve(Eq1,x))
We got 28 from sympy, so the answer is 28.",,28.0,1
189, In fourth grade there were 11 students at the start of the year. During the year 6 students left and 42 new students came to school. How many students were in fourth grade at the end? ,47.0,"
A: mapping:{x: students were in fourth grade at the end}
There were 11 students at the start of the year. 6 left and 42 came.
Eq1: x=11+42-6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11+42-6)
print(solve(Eq1,x))
We got 47 from sympy, so the answer is 47.",,47.0,1
190," Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33.0,"
A: mapping:{x:socks he have}
Oliver had 11 socks, threw away 4, and bought 26.
Eq1: x=11-4+26
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,11-4+26)
print(solve(Eq1,x))
We got 33 from sympy, so the answer is 33.",,33.0,1
191, A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin? ,36.0,"
A: mapping:{x: oranges in the bin}
There were 40 oranges in the bin. They threw away 25 and put in 21. 
Eq1: x=40-25+21
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40-25+21)
print(solve(Eq1,x))
We got 36 from sympy, so the answer is 36.",,36.0,1
192," At the arcade Edward won 9 tickets. If he spent 4 tickets on a beanie and later won 4 more tickets, how many would he have? ",9.0,"
A: mapping:{x:tickets he would have}
Edward won 9 tickets. Spent 4 tickets on a beanie. Won 4 more tickets.
Eq1: 9-4+4=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,9-4+4)
print(solve(Eq1,x))
We got 9 from sympy, so the answer is 9.",,9.0,1
193, In fourth grade there were 4 students at the start of the year. During the year 3 students left and 42 new students came to school. How many students were in fourth grade at the end? ,43.0,"
A: mapping:{x: students were in fourth grade at the end}
There were 4 students at the start of the year. 3 left and 42 came.
Eq1: x=4+42-3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4+42-3)
print(solve(Eq1,x))
We got 43 from sympy, so the answer is 43.",,43.0,1
194," Haley picked 28 carrots from her garden. If she threw out 11 of them and then picked 9 more the next day, how many carrots would she have total? ",26.0,"
A: mapping:{x: carrots she have total}
Haley picked 28 carrots from her garden. She threw out 11 of them and then picked 9 more the next day.
Eq1: x=28-11+9
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,28-11+9)
print(solve(Eq1,x))
We got 26 from sympy, so the answer is 26.",,26.0,1
195," Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? ",34.0,"
A: mapping:{x: Roger have}
Roger had 25 books. He sold 21 and used the money to buy 30 new books.
Eq1: x=25-21+30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,25-21+30)
print(solve(Eq1,x))
We got 34 from sympy, so the answer is 34.",,34.0,1
196," A florist had 5 roses. If she sold 3 of them and then later picked 34 more, how many roses would she have? ",36.0,"
A: mapping:{x: roses she have}
A florist had 5 roses. She sold 3 of them and then later picked 34 more.
Eq1: x=5-3+34
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5-3+34)
print(solve(Eq1,x))
We got 36 from sympy, so the answer is 36.",,36.0,1
