,question,answer,response,mapping
63,"Allen starts from X, goes to Y. At the same time Bob starts from Y and goes towards X. Once Allen reaches Y he changes his direction and returns to X. Once Bob reaches X, he changes his direction and returns to Y. Throughout Allen travels at 54 kmph and Bob travels at 78kmph. By the time they meet for the second time, Bob covers 48 km more than Allen. Find the distance between X and Y.A)144km, B)72 km, C)126km, D)84 km, E)48km",E,"
Mapping: {x: distance between X and Y}
‘Eq1:54x=78x+48’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(54*x,78*x+48)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
64,"Calculate the percentage gain of a merchant who purchased 90 kg of oranges for Rs. 450 and sold the whole lot at the rate of Rs. 7.50 per kg.A)50 %, B)60 %, C)55 %, D)70 %, E)58%",A,"
Mapping: {x: percentage gain of a merchant}
‘Eq1:x=((7.5*90)-450)/450*100’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,((7.5*90)-450)/450*100)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
65,"A grocer makes a 25% profit on the selling price for each bag of flour it sells. If he sells each bag for $100 and makes $3,000 in profit, how many bags did he sell?A)12, B)16, C)24, D)30, E)40",C,"
Mapping: {x: number of bags sold}
‘Eq1:100*x*0.25=3000’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(100*x*0.25,3000)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
66,"A pen company produces very fine quality of writing pens. Company knows that on average 10% of the produced pens are always defective so are rejected before packing. Company promises to deliver 7200 pens to its wholesaler at Rs. 10 each. It estimates the overall profit on all the manufactured pens to be 25%. What is the manufactured cost of each pen?A)Rs. 6, B)Rs. 7.2, C)Rs. 5.6, D)Rs. 8, E)None of these",B,"
Mapping: {x: manufactured cost of each pen}
‘Eq1:7200*x*0.25=7200*10’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7200*x*0.25,7200*10)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
67,"A cow is tethered in the middle of a field with a 14 feet long rope. If the cow grazes 10 sq.ft. per day, then approximately what time will be taken by the cow to graze the whole field?A)51 days, B)61 days, C)71 days, D)81 days, E)91 days",B,"
Mapping: {x: time taken by the cow to graze the whole field}
‘Eq1:14*14/10=x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(14*14/10,x)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
68,"Suppose you can travel from a place M to a place N by 3 buses, from place N to place O by 4 buses, from place O to place P by 1 buses and from place P to place Q by 3 buses. In how many ways can you travel from M to Q ?A)24, B)36, C)72, D)84, E)None",B,"
Mapping: {x: number of ways to travel from M to Q}
Eq1:x=3*4*1*3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3*4*1*3)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
69,"Of the 200 students in a school, at least 45% attended the prom night and at least 35% took part in the debating session. What is the maximum number of students who could have neither attended the prom night nor the debating session?A)27, B)81, C)90, D)99, E)110",E,"
Mapping: {x: maximum number of students who could have neither attended the prom night nor the debating session}
‘Eq1:200-45%-35%=x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(200-45-35,x)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
70,"A train M leaves City A at 5 am and reaches City B at 9am. Another train N leaves City B at 7am and reaches City A at 1030am. At what time do the 2 trains cross one another?A)1 hr 23 min, B)1 hr 15 min, C)1 hr 8 min, D)56 min, E)55 min",D,"
Mapping: {x: time when the 2 trains cross one another}
‘Eq1:5+x=7+9-x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5+x,7+9-x)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
71,"If Jill needed to buy 10 bottles of soda for a party in which 8 people attended, how many bottles of soda will she need to buy for a party in which 12 people are attending?A)6, B)8, C)10, D)12, E)14",C,"
Mapping: {x: number of bottles of soda Jill needs to buy}
‘Eq1:10*8/x=12’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10*8/x,12)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
72,"A retailer sold an appliance for 40 percent above cost, which represented a gross profit of $20.00. For what price did the retailer sell the appliance?A)$27.30, B)$51.00, C)$63.00, D)$70.00, E)$91.00",D,"
Mapping: {x: price that the retailer sold the appliance}
‘Eq1:x=20/0.4+20’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,20/0.4+20)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
73,"Joe's age, Joe's sister's age and Joe’s fathers age sums up to 100. When Joe is as old as his father, Joe's sister will be twice as old as now. When Joe is as old as his father then his father is twice as old as when his sister was as old as her father. Find the age of Joe's father?A)45, B)48, C)50, D)55, E)58",C,"
Mapping: {x: Joe's age, y: Joe's sister's age, z: Joe's father's age}
‘Eq1:x+y+z=100’
‘Eq2:z=2*x’
‘Eq3:z=2*y’
# using Python Sympy to solve for unknowns
x,y,z = symbols('x, y, z')
Eq1 = Eq(x+y+z,100)
Eq2 = Eq(z,2*x)
Eq3 = Eq(z,2*y)
print(solve([Eq1, Eq2, Eq3],(x,y,z)))
# end of Python Sympy
Answer: C",
74,"When I was 2 years old, my brother was half my age. Now I am 60 years old, how old is my brother?A)A)59, B)B)69, C)C)79, D)D)89, E)E)99",A,"
Mapping: {x: age of brother}
‘Eq1:2*x=60-x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x,60-x)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
75,"My wall contains 8 red colour ties, 13 violet colour ties,10 blue colour ties, 5 pink colour ties, 4 green colour ties. If electricity is gone and I want at least two ties of same colour then how many ties I should take out from my rack?A)2, B)3, C)4, D)5, E)6",E,"
Mapping: {x: number of ties to take out from the rack}
‘Eq1:x>=2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
76,"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?A)4, B)8, C)22, D)50, E)20",E,"
Mapping: {x: time taken by Jill to finish the remaining work}
‘Eq1:12*(2/3)+x*(5/100)=12’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(12*(2/3)+x*(5/100),12)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
77,"ABCDE is a regular pentagon with F at its center. How many different quadrilaterals can be formed by joining 4 of the points A,B,C,D,E and F?A)12, B)10, C)5, D)15, E)20",D,"
Mapping: {x: number of different quadrilaterals}
‘Eq1:x=5*4’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5*4)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
78,"A sales person gets a 10% commission on each sale he makes. How many sales of $250 each must he make in order to reach a salary of at least $1000?A)15, B)24, C)25, D)40, E)52",D,"
Mapping: {x: number of sales}
‘Eq1:x*250*0.1=1000’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*250*0.1,1000)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
79,"An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours. Which of the following represents the average speed, in miles per hour, for these two activities combined?A)M + N / 8, B)2M + N / 8, C)M + N / 4, D)M + 3N / 8, E)M + N / 5",A,"
Mapping: {x: average speed, M: miles ran, N: miles biked}
‘Eq1:(M+N)/(4*2) = x’
# using Python Sympy to solve for unknowns
from sympy import *
x,M,N = symbols('x, M, N')
Eq1 = Eq((M+N)/(4*2),x)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
80,"The sum of the 5 consecutive two digit odd numbers when divided by 10 becomes a perfect square, which of the following can be one of these 5 numbers?A)47, B)91, C)41, D)67, E)44",C,"
Mapping: {x: one of the 5 numbers}
‘Eq1:x+x+2+x+4+x+6=10*y^2’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(x+x+2+x+4+x+6,10*y**2)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
81,"At an election meeting 10 speakers are to address the meeting. The only protocol to be observed is that whenever they speak the pm should speak before the mp and the mp should speak before the mla. In how many ways can the meeting be held?A)10!/3, B)10!/6, C)10!/2, D)10!/4, E)10!/5",B,"
Mapping: {x: number of ways the meeting can be held}
‘Eq1:x=10!/(3!*2!)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,factorial(10)/(factorial(3)*factorial(2)))
solve(Eq1,x)
# end of Python Sympy
Answer: B",
82,"A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.A)20 min, B)22 min, C)23 min, D)21 min, E)20 min",D,"
Mapping: {x: time needed to construct a wall}
‘Eq1:1/40 + 1/45 = 1/x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1/40 + 1/45, 1/x)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
83,"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?A)1, B)2, C)3, D)4, E)5",D,"
Mapping: {x: minimum amount of DVDs}
‘Eq1:7<=(4-2)*x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7<=(4-2)*x)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
84,"A trader sold an article at a profit of 20% for Rs.360. What is the cost price of the article?A)270, B)300, C)280, D)320, E)315",B,"
Mapping: {x: cost price of the article}
‘Eq1:1.2*x=360’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1.2*x,360)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
85,"John would make the 3-letter codes with diffenrent 5 vowels and 20 consonants with the condition that the middle letter must be vowel and the first letter and the third letter must be different from each other and are both consonant. How many different codes can be made?A)1,980, B)2,020, C)2,100, D)2,200, E)1,900",E,"
Mapping: {x: different codes can be made}
‘Eq1:x=20*5*20’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,20*5*20)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
86,"Assistants are needed to prepare for preparation. Each helper can make either 2 large cakes or 35 small cakes/hr. The kitchen is available for 3 hours and 20 large cakes & 700 small cakes are needed. How many helpers are required?A)8, B)10, C)12, D)15, E)19",B,"
Mapping: {x: number of helpers required}
‘Eq1:2*x+35*x=20+700’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x+35*x,20+700)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
87,"Silu and Meenu were walking on the road.
Silu said, ""I weigh 51 Kgs. How much do you weigh?""
Meenu replied that she wouldn't reveal her weight directly as she is overweight.
But she said, ""I weigh 29 Kgs plus half of my weight. ""How much does Meenu weigh?A)12, B)28, C)27, D)58, E)91",D,"
Mapping: {x: Meenu's weight}
‘Eq1:x=2*(29+x)/2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2*(29+x)/2)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
88,"A man walks at 5 kmph for 6 hrs and at 4 kmph for 12 hrs. His average speed isA)4 1/3 km/h, B)7 2/3 km/h, C)9 ½ km/h, D)8 km/h, E)81 km/h",A,"
Mapping: {x: average speed}
‘Eq1: (5*6 + 4*12)/18 = x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((5*6 + 4*12)/18, x)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
89,"A rectangle has a length of 8 centimeters and a width of 3 centimeters. Find the perimeter.A)18cm, B)22cm, C)20cm, D)30cm, E)28cm",B,"
Mapping: {x: perimeter of the rectangle}
‘Eq1:2*(8+3)=x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*(8+3),x)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
90,"An organization decided to raise Rs. 6 lakh by collecting equal contribution from each of its employees. If each of them had contributed Rs. 60 extra, the contribution would have been Rs. 6.24 lakh. How many employees are there in that organization?A)300, B)200, C)400, D)100, E)500",C,"
Mapping: {x: number of employees in the organization}
‘Eq1:x*(60+60)=6.24*10^5’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*(60+60),6.24*10**5)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
91,"[(272 - 32) (124 + 176)] / (17 x 15 - 15) = ?A)0, B)2.25, C)300, D)400, E)None of these",C,"
Mapping: {x: [(272 - 32) (124 + 176)] / (17 x 15 - 15)}
‘Eq1:x=(272-32)*(124+176)/(17*15-15)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(272-32)*(124+176)/(17*15-15))
solve(Eq1,x)
# end of Python Sympy
Answer: B",
92,"Train ‘A’ leaves Mumbai Central for Lucknow at 11 am, running at the speed of 40 kmph. Train ‘B’ leaves Mumbai Central for Lucknow by the same route at 2 pm on the same day, running at the speed of 72 kmph. At what time will the two trains meet each other?A)12 am on the next day, B)5 am on the next day, C)5 pm on the next day, D)2 pm on the next day, E)None of these",A,"
Mapping: {x: time when the two trains meet each other}
‘Eq1:40*x+11=72*x+14’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(40*x+11,72*x+14)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
93,"In a bag of red and green sweets, the ratio of red sweets to green sweets is 3:4. If the bag contains 120 green sweets, how many red sweets are there?A)90, B)80, C)95, D)100, E)85",A,"
Mapping: {x: number of red sweets}
‘Eq1:3*x=120*4’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3*x,120*4)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
94,"If x<0, y>0, and |x^3| > |y^2|, which of the following must be true?A)x > y, B)y^2 > x^2, C)-x^3 < y^2, D)–x < y, E)x < –y",B,"
Mapping: {x: x, y: y}
‘Eq1:x^3 > y^2’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(x**3, y**2)
solve(Eq1,x,y)
# end of Python Sympy
Answer: C",
95,"A computer routine was developed to generate two numbers (x,y) the first being a random number between 0 and 100 inclusive, and the second being less than or equal to the square root of the first. Each of the following pair satisfies the routine exceptA)(99,10), B)(85,9), C)(50,7), D)(1,1), E)(1,0)",A,"
Mapping: {x: first number, y: second number}
‘Eq1:y<=sqrt(x)’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(y,sqrt(x))
solve(Eq1,y)
# end of Python Sympy
Answer: E",
96,"Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?A)23.65, B)1000, C)35.62, D)2.65, E)1023.65",A,"
Mapping: {x: recorded property worth}
‘Eq1:x=1023.65-23.65’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1023.65-23.65)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
97,"A hollow cube of size 5cm is taken, with the thickness of 1cm. It is made of smaller cubes of size 1cm .If the outer surface of the cube is painted how many faces of the smaller cubes remain unpainted?A)438, B)550, C)500, D)450, E)498",A,"
Mapping: {x: faces of the smaller cubes remain unpainted}
‘Eq1:x=6*(5-2)^3’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6*(5-2)**3)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
98,"64 boys and 40 girls form a group for social work. During their membership drive, the same number of boys and girls joined the group. How many members does the group have now, if the ratio of boys to girls is 4:3?A)277, B)288, C)200, D)277, E)168",E,"
Mapping: {x: total number of members in the group}
‘Eq1:64+x=40+x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(64+x,40+x)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
99,"Find out which of the following values is the multiple of X, if it is divisible by 9 and 12?A)36, B)15, C)17, D)5, E)7",A,"
Mapping: {x: multiple of X}
‘Eq1:x/9=x/12’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/9,x/12)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
100,"When folded into two equal halves a rectangular sheet had a perimeter of 48cm for each part folded along one set of sides and the same is 66cm when folded along the other set of sides. Find the area of the sheet.A)1584, B)1120, C)792, D)1320, E)1200",B,"
Mapping: {x: area of the sheet}
‘Eq1:2*(48+x)=66+48’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*(48+x),66+48)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
101,"R, S, T, and U are points on a line, and U is the midpoint of line segment ST. If the lengths of line segments RS, RT, and ST are 5, 17, and 22, respectively. What is the length of line segment RU?A)6, B)7, C)8, D)9, E)10",A,"
Mapping: {x: length of line segment RU}
‘Eq1:x=22/2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,22/2)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
102,"Find 25/12*5A)2.5498, B)0.4167, C)3.3987, D)8.5497, E)5.6312",B,"
Mapping: {x: 25/12*5}
Eq1:x=25/12*5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,25/12*5)
solve(Eq1,x)
# end of Python Sympy
Answer: E",
103,"x men working x hours per day can do x units of a work in x days. How much work can be completed by y men working y hours per day in y days?A)x2/y2 units, B)y3/x2 units, C)x3/y2 units, D)y2/x2 units, E)None of these",B,"
Mapping: {x: men working x hours per day, y: men working y hours per day, z: work completed by y men working y hours per day in y days}
‘Eq1:x*x*x*y*y*y=z’
# using Python Sympy to solve for unknowns
from sympy import *
x,y,z = symbols('x, y, z')
Eq1 = Eq(x*x*x*y*y*y,z)
solve(Eq1,z)
# end of Python Sympy
Answer: C",
104,"A man spends 70% of his income. If his income increases by 20%, then what will be his new expenditure?A)58.3%, B)62.5%, C)63.5%, D)64.5%, E)65.5%",A,"
Mapping: {x: new expenditure}
‘Eq1:x=0.7*1.2*100’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0.7*1.2*100)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
105,"A man borrows Rs.360 If he pays it back in 12 monthly installments of Rs.31.50, what is his interest rate?A)1.5%, B)4.5%, C)10%, D)5%, E)12%",D,"
Mapping: {x: interest rate}
‘Eq1:360*(1+x/100)^12=31.5*12’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(360*(1+x/100)**12,31.5*12)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
106,"Train A leaves a station every 16 minutes and Train B leaves every 17 minutes. If both trains just left the station simultaneously, how long until they do so again?A)272 minutes, B)304 minutes, C)190 minutes, D)70 minutes, E)35 minutes",A,"
Mapping: {x: time until they do so again}
‘Eq1:16*x=17*x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(16*x,17*x)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
107,"A cyclist travels at 12 miles per hour. How many minutes will it take to travel 48 miles?A)1, B)240, C)30, D)60, E)120",B,"
Mapping: {x: minutes to travel 48 miles}
‘Eq1:48/12=x/60’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(48/12,x/60)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
108,"One gram of a certain health food contains 9 percent of the minimum daily requirement of vitamin E and 8 percent of the minimum daily requirement of vitamin A. If vitamins E and A are to be obtained from no other source, how many grams of the health food must be eaten daily to provide at least the minimum daily requirement of both vitamins?A)8.5, B)10.5, C)12.5, D)14.5, E)16.5",C,"
Mapping: {x: grams of the health food must be eaten daily}
‘Eq1:0.09*x+0.08*x=1’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.09*x+0.08*x,1)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
109,"Five dozen toys are packed in a box and 98 boxes are kept in a tempo. How many tempos can lift 29400 toys in one round ?A)4, B)5, C)7, D)6, E)8",B,"
Mapping: {x: number of tempos}
‘Eq1:x*98*5*12=29400’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*98*5*12,29400)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
110,"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?A)8%, B)10%, C)12.5%, D)16.7%, E)25%",C,"
Mapping: {x: cost of new tires, y: cost of repairing current tires}
‘Eq1: (x/4)-y/1’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq((x/4)-y/1,0)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
111,"there are more than 501 students in a school such that 20% of them exactly took physics and 28% of them exactly took math. What could be the least possible no of students in the school?A)550, B)570, C)600, D)700, E)none of these",E,"
Mapping: {x: least possible no of students in the school}
‘Eq1:0.2*x=501’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.2*x,501)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
112,"A jeep travels a certain distance taking 6 hours in the forward journey. During the return journey, it increased its speed by 12km/hr and took 4 hours. What is the distance travelled by the jeep?A)126km, B)144km, C)127km, D)228km, E)128km",B,"
Mapping: {x: distance travelled by the jeep}
‘Eq1:x/6=x/4+12’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/6,x/4+12)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
113,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?A)(ay−by)/2, B)(ab−ay)/2, C)(by−ay)/2, D)(ay+by)/x, E)(a−b)/2y",C,"
Mapping: {x: area of the triangle}
‘Eq1:x=(ay-by)/2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(ay-by)/2)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
114,"Julie’s yard is rectangular. One side of the yard is 100 feet wide. The total area of the yard is 3,000 square feet. What is the length of the other side of the yard?A)30 feet, B)20 feet, C)10 feet, D)50 feet, E)60 feet",A,"
Mapping: {x: length of the other side of the yard}
‘Eq1:100*x=3000’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(100*x,3000)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
115,"The number of water lilies on a certain lake doubles every two days. If there is exactly one water lily on the lake, it takes 60 days for the lake to be fully covered with water lilies. In how many days will the lake be fully covered with lilies, if initially there were 64 water lilies on it?A)15, B)28, C)30, D)53, E)59",D,"
Mapping: {x: number of days for the lake to be fully covered with lilies}
‘Eq1:2**(x/2)=64’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2**(x/2),64)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
116,"Machine A puts out a yo-yo every 6 minutes. Machine B puts out a yo-yo every 9 minutes. After how many minutes will they have produced 10 yo-yos?A)24 minutes, B)32 minutes, C)36 minutes, D)64 minutes, E)72 minutes",C,"
Mapping: {x: minutes for 10 yo-yos}
‘Eq1:6x+9x=10’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(6*x+9*x,10)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
117,"Alice wants to put up fencing around three sides of her rectangular yard and leave one side of 10 meters unfenced. If the yard has an area of 240 square meters, how many meters of fencing does she need?A)58, B)62, C)66, D)70, E)74",A,"
Mapping: {x: meters of fencing}
‘Eq1:2*x+10=240’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x+10,240)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
118,"Anna is able to buy 5 more articles for $300 after the price of each article decreased by 15%. What is the new selling price of each article?A)$8, B)$10, C)$13.6, D)$22.9, E)$40",C,"
Mapping: {x: new selling price of each article}
‘Eq1:300/5=x*0.85’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(300/5,x*0.85)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
119,"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?A)50, B)70, C)75, D)100, E)125",C,"
Mapping: {x: number of files that were not infected by a worm}
‘Eq1:2.5*x+50=250’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2.5*x+50,250)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
120,"A car is being driven, in a straight line and at a uniform speed, towards the base of a vertical tower. The top of the tower is observed from the car and, in the process, it takes 10 minutes for the angle of elevation to change from 45° to 60°. After how much more time will this car reach the base of the tower?A)5(√3 + 1), B)6(√3 + √2), C)7(√3 – 1), D)8(√3 – 2), E)None of these",A,"
Mapping: {x: time for the car to reach the base of the tower}
‘Eq1: tan(45°) * x = tan(60°) * (x + 10)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(tan(rad(45)) * x, tan(rad(60)) * (x + 10))
solve(Eq1,x)
# end of Python Sympy
Answer: A",
121,"What is the sum of three consecutive integers whose product can be expressed as 727+728+729.A)37, B)38, C)36, D)30, E)39",E,"
Mapping: {x: sum of three consecutive integers}
‘Eq1:x=727+728+729’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,727+728+729)
solve(Eq1,x)
# end of Python Sympy
Answer: E",
122,"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?A)$83, B)$92, C)$90, D)$97, E)$104",D,"
Mapping: {x: wage on the 8th day}
‘Eq1: (7*87 + 8*x + 7*92)/15 = 90’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((7*87 + 8*x + 7*92)/15,90)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
123,"The telephone bill of a certain establishment is party fixed and partly varies as the number of calls consumed. When in a certain month 540 calls made the bill is Rs.1800. In another month 620 calls are consumed then the bill becomes Rs.2040. In another month 500 units are consumed due to more
holidays. The bill for that month would be :A)Rs.1560, B)Rs.1680, C)Rs.1840, D)Rs.1950, E)Rs.1690",B,"
Mapping: {x: bill for 500 calls}
‘Eq1:540*x=1800’
‘Eq2:620*x=2040’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(540*x,1800)
Eq2 = Eq(620*x,2040)
print(solve([Eq1, Eq2],x))
# end of Python Sympy
Answer: A",
