,question,answer,response,mapping,response_answer,equations
194," Haley picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",26.0,"Solve the problem step by step:

Information from question:

picked_carrots = c0
thrown_away_carrots = c1
picked_more_carrots = c2

1. Subtract the number of carrots thrown away from the number of carrots picked to calculate the number of carrots she had left. Let remaining_carrots be the number of carrots she had left,
remaining_carrots = picked_carrots - thrown_away_carrots

2. Add the number of carrots she picked the next day to the number of remaining carrots to calculate the total number of carrots she has now.
total_carrots = remaining_carrots + picked_more_carrots

answer = total_carrots","{'c0': 28.0, 'c1': 11.0, 'c2': 9.0}",26.0,"['picked_carrots = c0', 'thrown_away_carrots = c1', 'picked_more_carrots = c2', 'remaining_carrots = picked_carrots - thrown_away_carrots', 'total_carrots = remaining_carrots + picked_more_carrots', 'answer = total_carrots']"
195," Roger had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Roger have? ",34.0,"Solve the problem step by step:

Information from question:

original_books = c0
books_sold = c1
new_books_bought = c2

1. Subtract the number of books sold from the original number of books to calculate the number of books Roger has left. Let books_left be the number of books Roger has left,
books_left = original_books - books_sold

2. Multiply the number of new books bought by the cost of each book to calculate the total cost of the new books. Let total_cost be the total cost of the new books,
total_cost = new_books_bought * cost_per_book

3. Subtract the total cost of the new books from the money earned by selling the old books to calculate the amount of money Roger has left. Let money_left be the amount of money Roger has left,
money_left = money_earned - total_cost

4. Divide the amount of money Roger has left by the cost of each book to calculate the number of new books he can buy. Let new_books be the number of new books he can buy,
new_books = money_left / cost_per_book

5. Add the number of books Roger has left and the number of new books he can buy to calculate the answer.
total_books = books_left + new_books

answer = total_books","{'c0': 25.0, 'c1': 21.0, 'c2': 30.0}",,"['original_books = c0', 'books_sold = c1', 'new_books_bought = c2', 'books_left = original_books - books_sold', 'total_cost = new_books_bought * cost_per_book', 'money_left = money_earned - total_cost', 'new_books = money_left / cost_per_book', 'total_books = books_left + new_books', 'answer = total_books']"
196," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",36.0,"Solve the problem step by step:

Information from question:

original_roses = c0
roses_sold = c1
roses_picked = c2

1. Subtract the number of roses sold from the original number of roses to calculate the number of roses she had after selling some. Let roses_after_sale be the number of roses she had after selling some,
roses_after_sale = original_roses - roses_sold

2. Add the number of roses picked to the number of roses she had after selling some to calculate the answer.
total_roses = roses_after_sale + roses_picked

answer = total_roses","{'c0': 5.0, 'c1': 3.0, 'c2': 34.0}",36.0,"['original_roses = c0', 'roses_sold = c1', 'roses_picked = c2', 'roses_after_sale = original_roses - roses_sold', 'total_roses = roses_after_sale + roses_picked', 'answer = total_roses']"
197," Wendy was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",41.0,"Solve the problem step by step:

Information from question:

original_lives = c0
lost_lives = c1
new_lives = c2

1. Subtract the number of lives lost from the original number of lives to calculate the number of lives Wendy has left. Let remaining_lives be the number of lives Wendy has left,
remaining_lives = original_lives - lost_lives

2. Add the number of new lives Wendy got to the number of remaining lives to calculate the answer.
total_lives = remaining_lives + new_lives

answer = total_lives","{'c0': 10.0, 'c1': 6.0, 'c2': 37.0}",41.0,"['original_lives = c0', 'lost_lives = c1', 'new_lives = c2', 'remaining_lives = original_lives - lost_lives', 'total_lives = remaining_lives + new_lives', 'answer = total_lives']"
198," John had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",29.0,"Solve the problem step by step:

Information from question:

original_money = c0
money_spent = c1
allowance = c2

1. Subtract the money spent from the original amount of money to calculate how much money John had left before his allowance. Let money_before_allowance be the amount of money John had before his allowance,
money_before_allowance = original_money - money_spent

2. Add the allowance to the money John had before his allowance to calculate how much money he has now.
current_money = money_before_allowance + allowance

answer = current_money","{'c0': 5.0, 'c1': 2.0, 'c2': 26.0}",29.0,"['original_money = c0', 'money_spent = c1', 'allowance = c2', 'money_before_allowance = original_money - money_spent', 'current_money = money_before_allowance + allowance', 'answer = current_money']"
199," For the school bake sale Chloe made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",11.0,"Solve the problem step by step:

Information from question:

original_cupcakes = c0
sold_cupcakes = c1
new_cupcakes = c2

1. Subtract the number of cupcakes sold from the original number of cupcakes to calculate the number of cupcakes Chloe had left. Let cupcakes_left be the number of cupcakes left,
cupcakes_left = original_cupcakes - sold_cupcakes

2. Add the number of new cupcakes made to the number of cupcakes left to calculate the total number of cupcakes Chloe has now.
total_cupcakes = cupcakes_left + new_cupcakes

answer = total_cupcakes","{'c0': 28.0, 'c1': 25.0, 'c2': 8.0}",11.0,"['original_cupcakes = c0', 'sold_cupcakes = c1', 'new_cupcakes = c2', 'cupcakes_left = original_cupcakes - sold_cupcakes', 'total_cupcakes = cupcakes_left + new_cupcakes', 'answer = total_cupcakes']"
200," At the town carnival Billy rode the ferris wheel c0 times and the bumper cars c1 times. If each ride cost c2 tickets, how many tickets did he use? ",50.0,"Solve the problem step by step:

Information from question:

ferris_wheel_rides = c0
bumper_car_rides = c1
tickets_per_ride = c2

1. Add the number of ferris wheel rides and the number of bumper car rides to calculate the total number of rides. Let total_rides be the total number of rides,
total_rides = ferris_wheel_rides + bumper_car_rides

2. Multiply the total number of rides by the number of tickets per ride to calculate the total number of tickets used.
total_tickets_used = total_rides * tickets_per_ride

answer = total_tickets_used","{'c0': 7.0, 'c1': 3.0, 'c2': 5.0}",50.0,"['ferris_wheel_rides = c0', 'bumper_car_rides = c1', 'tickets_per_ride = c2', 'total_rides = ferris_wheel_rides + bumper_car_rides', 'total_tickets_used = total_rides * tickets_per_ride', 'answer = total_tickets_used']"
201, Chloe was unboxing some of her old winter clothes. She found c0 boxes of clothing and inside each box there were c1 scarves and c2 mittens. How many pieces of winter clothing did Chloe have total? ,32.0,"Solve the problem step by step:

Information from question:

number_of_boxes = c0
number_of_scarves_per_box = c1
number_of_mittens_per_box = c2

1. Multiply the number of scarves per box by the number of boxes to calculate the total number of scarves. Let total_scarves be the total number of scarves,
total_scarves = number_of_scarves_per_box * number_of_boxes

2. Multiply the number of mittens per box by the number of boxes to calculate the total number of mittens. Let total_mittens be the total number of mittens,
total_mittens = number_of_mittens_per_box * number_of_boxes

3. Add the total number of scarves and the total number of mittens to calculate the total number of winter clothing pieces.
total_winter_clothing = total_scarves + total_mittens

answer = total_winter_clothing","{'c0': 4.0, 'c1': 2.0, 'c2': 6.0}",32.0,"['number_of_boxes = c0', 'number_of_scarves_per_box = c1', 'number_of_mittens_per_box = c2', 'total_scarves = number_of_scarves_per_box * number_of_boxes', 'total_mittens = number_of_mittens_per_box * number_of_boxes', 'total_winter_clothing = total_scarves + total_mittens', 'answer = total_winter_clothing']"
202," A waiter had c0 tables he was waiting on, with c1 women and c2 men at each table. How many customers total did the waiter have? ",90.0,"Solve the problem step by step:

Information from question:

number_of_tables = c0
women_per_table = c1
men_per_table = c2

1. Multiply the number of women per table by the number of tables to calculate the total number of women. Let total_women be the total number of women,
total_women = women_per_table * number_of_tables

2. Multiply the number of men per table by the number of tables to calculate the total number of men. Let total_men be the total number of men,
total_men = men_per_table * number_of_tables

3. Add the total number of women and the total number of men to calculate the total number of customers.
total_customers = total_women + total_men

answer = total_customers","{'c0': 9.0, 'c1': 7.0, 'c2': 3.0}",90.0,"['number_of_tables = c0', 'women_per_table = c1', 'men_per_table = c2', 'total_women = women_per_table * number_of_tables', 'total_men = men_per_table * number_of_tables', 'total_customers = total_women + total_men', 'answer = total_customers']"
203," April's discount flowers was having a sale where each flower was c0 dollars. If Emily bought c1 roses and c2 daisies, how much did she spend? ",12.0,"Solve the problem step by step:

Information from question:

price_per_flower = c0
roses_bought = c1
daisies_bought = c2

1. Multiply the number of roses bought by the price per flower to calculate the total cost of roses. Let roses_cost be the total cost of roses,
roses_cost = roses_bought * price_per_flower

2. Multiply the number of daisies bought by the price per flower to calculate the total cost of daisies. Let daisies_cost be the total cost of daisies,
daisies_cost = daisies_bought * price_per_flower

3. Add the cost of roses and the cost of daisies to calculate the total amount spent.
total_spent = roses_cost + daisies_cost

answer = total_spent","{'c0': 3.0, 'c1': 2.0, 'c2': 2.0}",12.0,"['price_per_flower = c0', 'roses_bought = c1', 'daisies_bought = c2', 'roses_cost = roses_bought * price_per_flower', 'daisies_cost = daisies_bought * price_per_flower', 'total_spent = roses_cost + daisies_cost', 'answer = total_spent']"
204," Isabel had c0 pages of math homework and c1 pages of reading homework. If each page had c2 problems on it, how many problems did she have to complete total? ",30.0,"Solve the problem step by step:

Information from question:

math_homework_pages = c0
reading_homework_pages = c1
problems_per_page = c2

1. Multiply the number of pages of math homework by the number of problems per page to calculate the total number of math problems. Let math_problems be the total number of math problems,
math_problems = math_homework_pages * problems_per_page

2. Multiply the number of pages of reading homework by the number of problems per page to calculate the total number of reading problems. Let reading_problems be the total number of reading problems,
reading_problems = reading_homework_pages * problems_per_page

3. Add the total number of math problems and the total number of reading problems to calculate the total number of problems Isabel has to complete.
total_problems = math_problems + reading_problems

answer = total_problems","{'c0': 2.0, 'c1': 4.0, 'c2': 5.0}",30.0,"['math_homework_pages = c0', 'reading_homework_pages = c1', 'problems_per_page = c2', 'math_problems = math_homework_pages * problems_per_page', 'reading_problems = reading_homework_pages * problems_per_page', 'total_problems = math_problems + reading_problems', 'answer = total_problems']"
205," Wendy was playing a video game where she scores c0 points for each treasure she finds. If she found c1 treasures on the first level and c2 on the second, what would her score be? ",35.0,"Solve the problem step by step:

Information from question:

points_per_treasure = c0
treasures_found_level1 = c1
treasures_found_level2 = c2

1. Multiply the number of treasures found on the first level by the points per treasure to calculate the total points earned on the first level. Let points_level1 be the total points earned on the first level,
points_level1 = treasures_found_level1 * points_per_treasure

2. Multiply the number of treasures found on the second level by the points per treasure to calculate the total points earned on the second level. Let points_level2 be the total points earned on the second level,
points_level2 = treasures_found_level2 * points_per_treasure

3. Add the total points earned on the first level and the total points earned on the second level to calculate the answer.
total_score = points_level1 + points_level2

answer = total_score","{'c0': 5.0, 'c1': 4.0, 'c2': 3.0}",35.0,"['points_per_treasure = c0', 'treasures_found_level1 = c1', 'treasures_found_level2 = c2', 'points_level1 = treasures_found_level1 * points_per_treasure', 'points_level2 = treasures_found_level2 * points_per_treasure', 'total_score = points_level1 + points_level2', 'answer = total_score']"
206," There were c0 friends playing a video game online when c1 more players joined the game. If each player had c2 lives, how many lives did they have total? ",63.0,"Solve the problem step by step:

Information from question:

original_players = c0
new_players = c1
lives_per_player = c2

1. Add the number of original players and the number of new players to calculate the total number of players. Let total_players be the total number of players,
total_players = original_players + new_players

2. Multiply the number of lives each player has by the total number of players to calculate the total number of lives. Let total_lives be the total number of lives,
total_lives = total_players * lives_per_player

answer = total_lives","{'c0': 7.0, 'c1': 2.0, 'c2': 7.0}",63.0,"['original_players = c0', 'new_players = c1', 'lives_per_player = c2', 'total_players = original_players + new_players', 'total_lives = total_players * lives_per_player', 'answer = total_lives']"
207," Paul bought c0 boxes of chocolate candy and c1 boxes of caramel candy. If each box has c2 pieces inside it, how much candy did he have total? ",90.0,"Solve the problem step by step:

Information from question:

boxes_of_chocolate_candy = c0
boxes_of_caramel_candy = c1
pieces_per_box = c2

1. Multiply the number of boxes of chocolate candy by the number of pieces per box to calculate the total number of chocolate candy pieces. Let chocolate_candy_pieces be the total number of chocolate candy pieces,
chocolate_candy_pieces = boxes_of_chocolate_candy * pieces_per_box

2. Multiply the number of boxes of caramel candy by the number of pieces per box to calculate the total number of caramel candy pieces. Let caramel_candy_pieces be the total number of caramel candy pieces,
caramel_candy_pieces = boxes_of_caramel_candy * pieces_per_box

3. Add the total number of chocolate candy pieces and the total number of caramel candy pieces to calculate the total amount of candy.
total_candy = chocolate_candy_pieces + caramel_candy_pieces

answer = total_candy","{'c0': 6.0, 'c1': 4.0, 'c2': 9.0}",90.0,"['boxes_of_chocolate_candy = c0', 'boxes_of_caramel_candy = c1', 'pieces_per_box = c2', 'chocolate_candy_pieces = boxes_of_chocolate_candy * pieces_per_box', 'caramel_candy_pieces = boxes_of_caramel_candy * pieces_per_box', 'total_candy = chocolate_candy_pieces + caramel_candy_pieces', 'answer = total_candy']"
208," A pet store has c0 bird cages. If each cage has c1 parrots and c2 parakeets in it, how many birds does the pet store have total? ",48.0,"Solve the problem step by step:

Information from question:

bird_cages = c0
parrots_per_cage = c1
parakeets_per_cage = c2

1. Multiply the number of parrots per cage by the number of bird cages to calculate the total number of parrots. Let total_parrots be the total number of parrots,
total_parrots = parrots_per_cage * bird_cages

2. Multiply the number of parakeets per cage by the number of bird cages to calculate the total number of parakeets. Let total_parakeets be the total number of parakeets,
total_parakeets = parakeets_per_cage * bird_cages

3. Add the total number of parrots and the total number of parakeets to calculate the total number of birds.
total_birds = total_parrots + total_parakeets

answer = total_birds","{'c0': 6.0, 'c1': 6.0, 'c2': 2.0}",48.0,"['bird_cages = c0', 'parrots_per_cage = c1', 'parakeets_per_cage = c2', 'total_parrots = parrots_per_cage * bird_cages', 'total_parakeets = parakeets_per_cage * bird_cages', 'total_birds = total_parrots + total_parakeets', 'answer = total_birds']"
209," Rachel was organizing her book case making sure each of the shelves had exactly c0 books on it. If she had c1 shelves of mystery books and c2 shelves of picture books, how many books did she have total? ",72.0,"Solve the problem step by step:

Information from question:

books_per_shelf = c0
mystery_shelves = c1
picture_shelves = c2

1. Multiply the number of shelves for mystery books by the number of books per shelf to calculate the total number of mystery books. Let total_mystery_books be the total number of mystery books,
total_mystery_books = mystery_shelves * books_per_shelf

2. Multiply the number of shelves for picture books by the number of books per shelf to calculate the total number of picture books. Let total_picture_books be the total number of picture books,
total_picture_books = picture_shelves * books_per_shelf

3. Add the total number of mystery books and the total number of picture books to calculate the total number of books.
total_books = total_mystery_books + total_picture_books

answer = total_books","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",72.0,"['books_per_shelf = c0', 'mystery_shelves = c1', 'picture_shelves = c2', 'total_mystery_books = mystery_shelves * books_per_shelf', 'total_picture_books = picture_shelves * books_per_shelf', 'total_books = total_mystery_books + total_picture_books', 'answer = total_books']"
210, Rachel was unboxing some of her old winter clothes. She found c0 boxes of clothing and inside each box there were c1 scarves and c2 mittens. How many pieces of winter clothing did Rachel have total? ,49.0,"Solve the problem step by step:

Information from question:

number_of_boxes = c0
number_of_scarves_per_box = c1
number_of_mittens_per_box = c2

1. Multiply the number of scarves per box by the number of boxes to calculate the total number of scarves. Let total_scarves be the total number of scarves,
total_scarves = number_of_scarves_per_box * number_of_boxes

2. Multiply the number of mittens per box by the number of boxes to calculate the total number of mittens. Let total_mittens be the total number of mittens,
total_mittens = number_of_mittens_per_box * number_of_boxes

3. Add the total number of scarves and the total number of mittens to calculate the total number of winter clothing pieces.
total_winter_clothing = total_scarves + total_mittens

answer = total_winter_clothing","{'c0': 7.0, 'c1': 3.0, 'c2': 4.0}",49.0,"['number_of_boxes = c0', 'number_of_scarves_per_box = c1', 'number_of_mittens_per_box = c2', 'total_scarves = number_of_scarves_per_box * number_of_boxes', 'total_mittens = number_of_mittens_per_box * number_of_boxes', 'total_winter_clothing = total_scarves + total_mittens', 'answer = total_winter_clothing']"
211," A pet store has c0 bird cages. If each cage has c1 parrots and c2 parakeets in it, how many birds does the pet store have total? ",36.0,"Solve the problem step by step:

Information from question:

bird_cages = c0
parrots_per_cage = c1
parakeets_per_cage = c2

1. Multiply the number of parrots per cage by the number of bird cages to calculate the total number of parrots. Let total_parrots be the total number of parrots,
total_parrots = parrots_per_cage * bird_cages

2. Multiply the number of parakeets per cage by the number of bird cages to calculate the total number of parakeets. Let total_parakeets be the total number of parakeets,
total_parakeets = parakeets_per_cage * bird_cages

3. Add the total number of parrots and the total number of parakeets to calculate the total number of birds.
total_birds = total_parrots + total_parakeets

answer = total_birds","{'c0': 9.0, 'c1': 2.0, 'c2': 2.0}",36.0,"['bird_cages = c0', 'parrots_per_cage = c1', 'parakeets_per_cage = c2', 'total_parrots = parrots_per_cage * bird_cages', 'total_parakeets = parakeets_per_cage * bird_cages', 'total_birds = total_parrots + total_parakeets', 'answer = total_birds']"
212," Cody bought c0 boxes of chocolate candy and c1 boxes of caramel candy. If each box has c2 pieces inside it, how much candy did he have total? ",80.0,"Solve the problem step by step:

Information from question:

boxes_of_chocolate_candy = c0
boxes_of_caramel_candy = c1
pieces_per_box = c2

1. Multiply the number of boxes of chocolate candy by the number of pieces per box to calculate the total number of chocolate candy pieces. Let chocolate_candy_pieces be the total number of chocolate candy pieces,
chocolate_candy_pieces = boxes_of_chocolate_candy * pieces_per_box

2. Multiply the number of boxes of caramel candy by the number of pieces per box to calculate the total number of caramel candy pieces. Let caramel_candy_pieces be the total number of caramel candy pieces,
caramel_candy_pieces = boxes_of_caramel_candy * pieces_per_box

3. Add the total number of chocolate candy pieces and the total number of caramel candy pieces to calculate the total amount of candy.
total_candy = chocolate_candy_pieces + caramel_candy_pieces

answer = total_candy","{'c0': 7.0, 'c1': 3.0, 'c2': 8.0}",80.0,"['boxes_of_chocolate_candy = c0', 'boxes_of_caramel_candy = c1', 'pieces_per_box = c2', 'chocolate_candy_pieces = boxes_of_chocolate_candy * pieces_per_box', 'caramel_candy_pieces = boxes_of_caramel_candy * pieces_per_box', 'total_candy = chocolate_candy_pieces + caramel_candy_pieces', 'answer = total_candy']"
213," At Billy's Restaurant a group with c0 adults and c1 children came in to eat. If each meal cost c2 dollars, how much was the bill? ",21.0,"Solve the problem step by step:

Information from question:

number_of_adults = c0
number_of_children = c1
meal_cost = c2

1. Multiply the number of adults by the meal cost to calculate the total cost of the adult meals. Let adult_cost be the total cost of the adult meals,
adult_cost = number_of_adults * meal_cost

2. Multiply the number of children by the meal cost to calculate the total cost of the children's meals. Let children_cost be the total cost of the children's meals,
children_cost = number_of_children * meal_cost

3. Add the total cost of the adult meals and the total cost of the children's meals to calculate the total bill.
total_bill = adult_cost + children_cost

answer = total_bill","{'c0': 2.0, 'c1': 5.0, 'c2': 3.0}",21.0,"['number_of_adults = c0', 'number_of_children = c1', 'meal_cost = c2', 'adult_cost = number_of_adults * meal_cost', 'children_cost = number_of_children * meal_cost', 'total_bill = adult_cost + children_cost', 'answer = total_bill']"
214," Paul was collecting cans for recycling. On Saturday he filled c0 bags up and on Sunday he filled c1 more bags. If each bag had c2 cans in it, how many cans did he pick up total? ",72.0,"Solve the problem step by step:

Information from question:

Saturday_bags = c0
Sunday_bags = c1
cans_per_bag = c2

1. Add the number of bags collected on Saturday and Sunday to calculate the total number of bags. Let total_bags be the total number of bags,
total_bags = Saturday_bags + Sunday_bags

2. Multiply the number of cans in each bag by the total number of bags to calculate the total number of cans collected. Let total_cans be the total number of cans,
total_cans = total_bags * cans_per_bag

answer = total_cans","{'c0': 6.0, 'c1': 3.0, 'c2': 8.0}",72.0,"['Saturday_bags = c0', 'Sunday_bags = c1', 'cans_per_bag = c2', 'total_bags = Saturday_bags + Sunday_bags', 'total_cans = total_bags * cans_per_bag', 'answer = total_cans']"
215," While playing a trivia game, Adam answered c0 questions correct in the first half and c1 questions correct in the second half. If each question was worth c2 points, what was his final score? ",50.0,"Solve the problem step by step:

Information from question:

questions_correct_first_half = c0
questions_correct_second_half = c1
points_per_question = c2

1. Add the number of questions Adam answered correctly in the first half and the second half to calculate the total number of questions answered correctly. Let total_questions_correct be the total number of questions answered correctly,
total_questions_correct = questions_correct_first_half + questions_correct_second_half

2. Multiply the total number of questions answered correctly by the points per question to calculate Adam's final score.
final_score = total_questions_correct * points_per_question

answer = final_score","{'c0': 5.0, 'c1': 5.0, 'c2': 5.0}",50.0,"['questions_correct_first_half = c0', 'questions_correct_second_half = c1', 'points_per_question = c2', 'total_questions_correct = questions_correct_first_half + questions_correct_second_half', 'final_score = total_questions_correct * points_per_question', 'answer = final_score']"
216, Haley's favorite band was holding a concert where tickets were c0 dollars each. Haley bought c1 tickets for herself and her friends and c2 extra tickets in case anyone else wanted to go. How much did she spend? ,32.0,"Solve the problem step by step:

Information from question:

ticket_price = c0
tickets_for_friends = c1
extra_tickets = c2

1. Add the number of tickets Haley bought for herself and her friends to the number of extra tickets she bought to calculate the total number of tickets. Let total_tickets be the total number of tickets,
total_tickets = tickets_for_friends + extra_tickets

2. Multiply the ticket price by the total number of tickets to calculate the total amount spent. Let total_spent be the total amount spent,
total_spent = ticket_price * total_tickets

answer = total_spent","{'c0': 4.0, 'c1': 3.0, 'c2': 5.0}",32.0,"['ticket_price = c0', 'tickets_for_friends = c1', 'extra_tickets = c2', 'total_tickets = tickets_for_friends + extra_tickets', 'total_spent = ticket_price * total_tickets', 'answer = total_spent']"
217," Luke was putting his spare change into piles. He had c0 piles of quarters and c1 piles of dimes. If each pile had c2 coins in it, how many coins did he have total? ",30.0,"Solve the problem step by step:

Information from question:

quarters_piles = c0
dimes_piles = c1
coins_per_pile = c2

1. Multiply the number of quarters piles by the number of coins per pile to calculate the total number of quarters. Let total_quarters be the total number of quarters,
total_quarters = quarters_piles * coins_per_pile * 25

2. Multiply the number of dimes piles by the number of coins per pile to calculate the total number of dimes. Let total_dimes be the total number of dimes,
total_dimes = dimes_piles * coins_per_pile * 10

3. Add the total number of quarters and the total number of dimes to calculate the total number of coins.
total_coins = total_quarters + total_dimes

answer = total_coins","{'c0': 5.0, 'c1': 5.0, 'c2': 3.0}",525.0,"['quarters_piles = c0', 'dimes_piles = c1', 'coins_per_pile = c2', 'total_quarters = quarters_piles * coins_per_pile * 25', 'total_dimes = dimes_piles * coins_per_pile * 10', 'total_coins = total_quarters + total_dimes', 'answer = total_coins']"
218, Victor and his friend were buying trick decks from the magic shop for c0 dollars each. How much did they spend if Victor bought c1 decks and his friend bought c2 decks? ,64.0,"Solve the problem step by step:

Information from question:

price_per_deck = c0
victor_decks = c1
friend_decks = c2

1. Add the number of decks Victor bought and the number of decks his friend bought to calculate the total number of decks. Let total_decks be the total number of decks,
total_decks = victor_decks + friend_decks

2. Multiply the price per deck by the total number of decks to calculate the total amount spent.
total_spent = price_per_deck * total_decks

answer = total_spent","{'c0': 8.0, 'c1': 6.0, 'c2': 2.0}",64.0,"['price_per_deck = c0', 'victor_decks = c1', 'friend_decks = c2', 'total_decks = victor_decks + friend_decks', 'total_spent = price_per_deck * total_decks', 'answer = total_spent']"
219," Katie had c0 pages of math homework and c1 pages of reading homework. If each page had c2 problems on it, how many problems did she have to complete total? ",90.0,"Solve the problem step by step:

Information from question:

math_homework_pages = c0
reading_homework_pages = c1
problems_per_page = c2

1. Multiply the number of pages of math homework by the number of problems per page to calculate the total number of math problems. Let math_problems be the total number of math problems,
math_problems = math_homework_pages * problems_per_page

2. Multiply the number of pages of reading homework by the number of problems per page to calculate the total number of reading problems. Let reading_problems be the total number of reading problems,
reading_problems = reading_homework_pages * problems_per_page

3. Add the total number of math problems and the total number of reading problems to calculate the total number of problems she has to complete.
total_problems = math_problems + reading_problems

answer = total_problems","{'c0': 7.0, 'c1': 3.0, 'c2': 9.0}",90.0,"['math_homework_pages = c0', 'reading_homework_pages = c1', 'problems_per_page = c2', 'math_problems = math_homework_pages * problems_per_page', 'reading_problems = reading_homework_pages * problems_per_page', 'total_problems = math_problems + reading_problems', 'answer = total_problems']"
220," Faye was playing a video game where she scores c0 points for each treasure she finds. If she found c1 treasures on the first level and c2 on the second, what would her score be? ",56.0,"Solve the problem step by step:

Information from question:

points_per_treasure = c0
treasures_found_level1 = c1
treasures_found_level2 = c2

1. Multiply the number of treasures found on the first level by the points per treasure to calculate the total points earned on the first level. Let points_level1 be the total points earned on the first level,
points_level1 = treasures_found_level1 * points_per_treasure

2. Multiply the number of treasures found on the second level by the points per treasure to calculate the total points earned on the second level. Let points_level2 be the total points earned on the second level,
points_level2 = treasures_found_level2 * points_per_treasure

3. Add the total points earned on the first level and the total points earned on the second level to calculate the answer.
total_score = points_level1 + points_level2

answer = total_score","{'c0': 7.0, 'c1': 2.0, 'c2': 6.0}",56.0,"['points_per_treasure = c0', 'treasures_found_level1 = c1', 'treasures_found_level2 = c2', 'points_level1 = treasures_found_level1 * points_per_treasure', 'points_level2 = treasures_found_level2 * points_per_treasure', 'total_score = points_level1 + points_level2', 'answer = total_score']"
221," Gwen was organizing her book case making sure each of the shelves had exactly c0 books on it. If she had c1 shelves of mystery books and c2 shelves of picture books, how many books did she have total? ",72.0,"Solve the problem step by step:

Information from question:

books_per_shelf = c0
mystery_shelves = c1
picture_shelves = c2

1. Multiply the number of shelves for mystery books by the number of books per shelf to calculate the total number of mystery books. Let total_mystery_books be the total number of mystery books,
total_mystery_books = mystery_shelves * books_per_shelf

2. Multiply the number of shelves for picture books by the number of books per shelf to calculate the total number of picture books. Let total_picture_books be the total number of picture books,
total_picture_books = picture_shelves * books_per_shelf

3. Add the total number of mystery books and the total number of picture books to calculate the total number of books.
total_books = total_mystery_books + total_picture_books

answer = total_books","{'c0': 9.0, 'c1': 3.0, 'c2': 5.0}",72.0,"['books_per_shelf = c0', 'mystery_shelves = c1', 'picture_shelves = c2', 'total_mystery_books = mystery_shelves * books_per_shelf', 'total_picture_books = picture_shelves * books_per_shelf', 'total_books = total_mystery_books + total_picture_books', 'answer = total_books']"
222," There were c0 friends playing a video game online when c1 more players joined the game. If each player had c2 lives, how many lives did they have total? ",24.0,"Solve the problem step by step:

Information from question:

original_players = c0
new_players = c1
lives_per_player = c2

1. Add the number of original players and the number of new players to calculate the total number of players. Let total_players be the total number of players,
total_players = original_players + new_players

2. Multiply the number of lives each player has by the total number of players to calculate the total number of lives. Let total_lives be the total number of lives,
total_lives = total_players * lives_per_player

answer = total_lives","{'c0': 2.0, 'c1': 2.0, 'c2': 6.0}",24.0,"['original_players = c0', 'new_players = c1', 'lives_per_player = c2', 'total_players = original_players + new_players', 'total_lives = total_players * lives_per_player', 'answer = total_lives']"
223," Wendy bought c0 new chairs and c1 new tables for her house. If she spent c2 minutes on each piece furniture putting it together, how many minutes did it take her to finish? ",48.0,"Solve the problem step by step:

Information from question:

new_chairs = c0
new_tables = c1
time_per_furniture = c2

1. Multiply the number of new chairs by the time spent on each chair to calculate the total time spent on chairs. Let time_spent_chairs be the total time spent on chairs,
time_spent_chairs = new_chairs * time_per_furniture

2. Multiply the number of new tables by the time spent on each table to calculate the total time spent on tables. Let time_spent_tables be the total time spent on tables,
time_spent_tables = new_tables * time_per_furniture

3. Add the time spent on chairs and the time spent on tables to calculate the total time spent.
total_time_spent = time_spent_chairs + time_spent_tables

answer = total_time_spent","{'c0': 4.0, 'c1': 4.0, 'c2': 6.0}",48.0,"['new_chairs = c0', 'new_tables = c1', 'time_per_furniture = c2', 'time_spent_chairs = new_chairs * time_per_furniture', 'time_spent_tables = new_tables * time_per_furniture', 'total_time_spent = time_spent_chairs + time_spent_tables', 'answer = total_time_spent']"
224," April's discount flowers was having a sale where each flower was c0 dollars. If Zoe bought c1 roses and c2 daisies, how much did she spend? ",30.0,"Solve the problem step by step:

Information from question:

price_per_flower = c0
roses_bought = c1
daisies_bought = c2

1. Multiply the number of roses bought by the price per flower to calculate the total cost of roses. Let roses_cost be the total cost of roses,
roses_cost = roses_bought * price_per_flower

2. Multiply the number of daisies bought by the price per flower to calculate the total cost of daisies. Let daisies_cost be the total cost of daisies,
daisies_cost = daisies_bought * price_per_flower

3. Add the cost of roses and the cost of daisies to calculate the total amount spent.
total_spent = roses_cost + daisies_cost

answer = total_spent","{'c0': 3.0, 'c1': 8.0, 'c2': 2.0}",30.0,"['price_per_flower = c0', 'roses_bought = c1', 'daisies_bought = c2', 'roses_cost = roses_bought * price_per_flower', 'daisies_cost = daisies_bought * price_per_flower', 'total_spent = roses_cost + daisies_cost', 'answer = total_spent']"
